stim,N_x,leak_rate,csv_seed,reservoir_seed,RMSE,NRMSE
10-6,400,0.07,116,722,0.07679082437005105,0.395464345424758
10-6,600,0.07,116,722,0.07362010395631716,0.3791354821363568
10-6,800,0.07,116,722,0.07569932415929036,0.38984323873759225
10-6,1000,0.07,116,722,0.07363538047230045,0.37921415452258606
10-6,1200,0.07,116,722,0.07213756802173868,0.3715005842465847
10-6,400,0.09,116,722,0.08297056939150227,0.4272893562883377
10-6,600,0.09,116,722,0.08094489842664344,0.416857372405687
10-6,800,0.09,116,722,0.08295038579305614,0.42718541296420626
10-6,1000,0.09,116,722,0.0806749772854624,0.41546730805504173
10-6,1200,0.09,116,722,0.07934152679341126,0.40860018388595953
10-6,400,0.01,116,723,0.04820076816037802,0.24822868338614423
10-6,600,0.01,116,723,0.0478859558907216,0.24660743463445206
10-6,800,0.01,116,723,0.05454823436767473,0.2809174400099546
10-6,1000,0.01,116,723,0.04508679575009072,0.23219206610787857
10-6,1200,0.01,116,723,0.04816908695958721,0.24806552866765036
10-6,400,0.03,116,723,0.033916353290397105,0.17466550936537123
10-6,600,0.03,116,723,0.03337982920792862,0.17190246903055786
10-6,800,0.03,116,723,0.034604224467781414,0.17820797068327493
10-6,1000,0.03,116,723,0.032496199242955694,0.16735187137045507
10-6,1200,0.03,116,723,0.033517019270439326,0.17260898284538725
10-6,400,0.05,116,723,0.0605882931409771,0.312023081975724
10-6,600,0.05,116,723,0.05622172326197011,0.28953572475409173
10-6,800,0.05,116,723,0.05444068422209713,0.2803635685250461
10-6,1000,0.05,116,723,0.05328865401918429,0.27443073899961967
10-6,1200,0.05,116,723,0.054624653226468894,0.28131098877335253
10-6,400,0.07,116,723,0.0782969898370883,0.4032209328218789
10-6,600,0.07,116,723,0.07433308212233243,0.3828072416992785
10-6,800,0.07,116,723,0.07690010616405289,0.39602713470962775
10-6,1000,0.07,116,723,0.07235877854621853,0.37263979424963045
10-6,1200,0.07,116,723,0.07329803175221873,0.37747684551644617
10-6,400,0.09,116,723,0.08723624128055782,0.44925709989886276
10-6,600,0.09,116,723,0.08042809710615928,0.41419590213763724
10-6,800,0.09,116,723,0.0846975542211096,0.43618313924745783
10-6,1000,0.09,116,723,0.07981960073673246,0.41106221239797386
10-6,1200,0.09,116,723,0.08085894837603247,0.4164147390470412
10-6,400,0.01,116,724,0.04805403531471744,0.24747302528196968
10-6,600,0.01,116,724,0.048887181991414605,0.251763639529775
10-6,800,0.01,116,724,0.04657845783671793,0.23987396268239983
10-6,1000,0.01,116,724,0.049935371313485064,0.2571616998779262
10-6,1200,0.01,116,724,0.048149676437889644,0.24796556660420785
10-6,400,0.03,116,724,0.03454143760486216,0.17788462520744072
10-6,600,0.03,116,724,0.03350736525919294,0.1725592657435122
10-6,800,0.03,116,724,0.032605041014268296,0.16791239458660895
10-6,1000,0.03,116,724,0.03393164666876991,0.1747442685910619
10-6,1200,0.03,116,724,0.03357475978443075,0.17290634017625886
10-6,400,0.05,116,724,0.05882314621273014,0.30293276838312827
10-6,600,0.05,116,724,0.055182966355158125,0.28418624031271805
10-6,800,0.05,116,724,0.04972217322841661,0.2560637530613754
10-6,1000,0.05,116,724,0.05311666763037509,0.27354502791069274
10-6,1200,0.05,116,724,0.05517734790991779,0.2841573059343271
10-6,400,0.07,116,724,0.07749549479662068,0.39909332103831097
10-6,600,0.07,116,724,0.07430001795356139,0.3826369648469681
10-6,800,0.07,116,724,0.07402287005703596,0.3812096834968277
10-6,1000,0.07,116,724,0.0736943382909247,0.37951778083915677
10-6,1200,0.07,116,724,0.0724354895059676,0.3730348473009935
10-6,400,0.09,116,724,0.0882212593396778,0.4543298351530681
10-6,600,0.09,116,724,0.08052347507432131,0.4146870882403593
10-6,800,0.09,116,724,0.08045309834796784,0.41432465579808736
10-6,1000,0.09,116,724,0.08035869651269023,0.41383849667294176
10-6,1200,0.09,116,724,0.08151660451122852,0.4198015962028724
10-6,400,0.01,116,725,0.053744640280260644,0.2767790183642253
10-6,600,0.01,116,725,0.04594736202309156,0.23662388827724223
10-6,800,0.01,116,725,0.045886441814469235,0.23631015586684548
10-6,1000,0.01,116,725,0.052462756331000525,0.27017745624969786
10-6,1200,0.01,116,725,0.05156419341898671,0.2655499555458365
10-6,400,0.03,116,725,0.03422471547815054,0.17625354090083184
10-6,600,0.03,116,725,0.03482483254795251,0.17934407816403145
10-6,800,0.03,116,725,0.03336622826228815,0.17183242564830498
10-6,1000,0.03,116,725,0.033860965333543214,0.17438026744641374
10-6,1200,0.03,116,725,0.034292554967250685,0.1766029068487953
10-6,400,0.05,116,725,0.057384942781848865,0.2955261780379031
10-6,600,0.05,116,725,0.061889007791801315,0.3187216201434326
10-6,800,0.05,116,725,0.05588922797432412,0.2878234103940831
10-6,1000,0.05,116,725,0.05436186423252344,0.2799576542007913
10-6,1200,0.05,116,725,0.05310718423253283,0.27349618944918563
10-6,400,0.07,116,725,0.07601278858763666,0.3914575462539765
10-6,600,0.07,116,725,0.07679291715069825,0.3954751230161636
10-6,800,0.07,116,725,0.07708203604486234,0.39696405369464616
10-6,1000,0.07,116,725,0.07336907987043002,0.3778427355533429
10-6,1200,0.07,116,725,0.07453778829700097,0.3838614561061923
10-6,400,0.09,116,725,0.08144800917840571,0.41944833774241824
10-6,600,0.09,116,725,0.08552497241407898,0.4404442524306989
10-6,800,0.09,116,725,0.08516581394326775,0.43859462559405155
10-6,1000,0.09,116,725,0.08115603141985764,0.4179446842250869
10-6,1200,0.09,116,725,0.08207586509031899,0.4226817270081635
10-6,400,0.01,126,721,0.05413080930424726,0.27876774659506515
10-6,600,0.01,126,721,0.04742326488643249,0.24422462657572674
10-6,800,0.01,126,721,0.047231201226810245,0.24323551973834764
10-6,1000,0.01,126,721,0.049198056798065465,0.25336461077770417
10-6,1200,0.01,126,721,0.05017919214614824,0.25841735049479425
10-6,400,0.03,126,721,0.034830004134297134,0.17937071126799095
10-6,600,0.03,126,721,0.032621238660131245,0.16799581069095684
10-6,800,0.03,126,721,0.032848253078349106,0.16916491011187051
10-6,1000,0.03,126,721,0.033447418073459384,0.17225054429455453
10-6,1200,0.03,126,721,0.033117153246460355,0.17054971656288961
10-6,400,0.05,126,721,0.054705107535009956,0.28172531966151265
10-6,600,0.05,126,721,0.05011981594351055,0.258111569546321
10-6,800,0.05,126,721,0.047658787137350174,0.24543754040438012
10-6,1000,0.05,126,721,0.05790742812159102,0.29821692038336156
10-6,1200,0.05,126,721,0.05607940877041359,0.2888028206902332
10-6,400,0.07,126,721,0.07440799679150979,0.3831930440506918
10-6,600,0.07,126,721,0.07413640457358016,0.381794373837589
10-6,800,0.07,126,721,0.07423494555496073,0.38230184911238735
10-6,1000,0.07,126,721,0.07361850264211177,0.3791272355433654
10-6,1200,0.07,126,721,0.0745077353127619,0.38370668652483075
10-6,400,0.09,126,721,0.07968203352353065,0.4103537562983415
10-6,600,0.09,126,721,0.08296515626150576,0.42726147926099317
10-6,800,0.09,126,721,0.08430761585247121,0.4341749993039867
10-6,1000,0.09,126,721,0.0810498903090539,0.41739806911513083
10-6,1200,0.09,126,721,0.08314734925307804,0.4281997532376587
10-6,400,0.01,126,722,0.050313876888673434,0.259110962185753
10-6,600,0.01,126,722,0.05070761405155037,0.26113866550400594
10-6,800,0.01,126,722,0.048112093119763985,0.24777201662706697
10-6,1000,0.01,126,722,0.047710750651326336,0.24570514681711408
10-6,1200,0.01,126,722,0.0452161815721174,0.23285838893791427
10-6,400,0.03,126,722,0.03405085446175966,0.17535817568492307
10-6,600,0.03,126,722,0.03407867792460984,0.17550146347501727
10-6,800,0.03,126,722,0.033536802934108316,0.17271086654916493
10-6,1000,0.03,126,722,0.033708601294655305,0.17359560931310977
10-6,1200,0.03,126,722,0.03288436628136959,0.16935088915703436
10-6,400,0.05,126,722,0.059741853143604855,0.30766400858058673
10-6,600,0.05,126,722,0.053731425653489484,0.27671096448189025
10-6,800,0.05,126,722,0.059035741270781254,0.3040276096765044
10-6,1000,0.05,126,722,0.05519957409610098,0.2842717683618675
10-6,1200,0.05,126,722,0.05330926090997678,0.27453686223303125
10-6,400,0.07,126,722,0.07679105585738427,0.3954655375592019
10-6,600,0.07,126,722,0.07362030178624933,0.379136500938867
10-6,800,0.07,126,722,0.07569946906433407,0.3898439849827164
10-6,1000,0.07,126,722,0.0736353197888783,0.37921384200960007
10-6,1200,0.07,126,722,0.07213773467152271,0.3715014424747428
10-6,400,0.09,126,722,0.08297102501859788,0.4272917027180394
10-6,600,0.09,126,722,0.08094512340085833,0.4168585309982839
10-6,800,0.09,126,722,0.08295055014845774,0.4271862593765458
10-6,1000,0.09,126,722,0.08067547735434705,0.4154698833550956
10-6,1200,0.09,126,722,0.07934168978812946,0.4086010232909284
10-6,400,0.01,126,723,0.04820078586111268,0.24822877454299144
10-6,600,0.01,126,723,0.047885975772852134,0.2466075370252494
10-6,800,0.01,126,723,0.054548206946490575,0.2809172987938558
10-6,1000,0.01,126,723,0.045086779788910125,0.2321919839095445
10-6,1200,0.01,126,723,0.04816908636097759,0.2480655255848763
10-6,400,0.03,126,723,0.03391633459423806,0.1746654130821973
10-6,600,0.03,126,723,0.03337986786641632,0.17190266811754074
10-6,800,0.03,126,723,0.034604201480142635,0.17820785229944983
10-6,1000,0.03,126,723,0.03249618519987081,0.16735179905010408
10-6,1200,0.03,126,723,0.03351706455945565,0.1726092160788672
10-6,400,0.05,126,723,0.06058848764619775,0.3120240836563336
10-6,600,0.05,126,723,0.05622198097567579,0.2895370519514849
10-6,800,0.05,126,723,0.054440739981783504,0.2803638556813315
10-6,1000,0.05,126,723,0.05328844459542866,0.2744296604901869
10-6,1200,0.05,126,723,0.054624578166453365,0.2813106022224833
10-6,400,0.07,126,723,0.07829682813928299,0.4032201000958695
10-6,600,0.07,126,723,0.07433294620884187,0.38280654175966955
10-6,800,0.07,126,723,0.07690003563005778,0.39602677146726856
10-6,1000,0.07,126,723,0.07235876523589233,0.37263972570290654
10-6,1200,0.07,126,723,0.07329799662126307,0.37747666459586743
10-6,400,0.09,126,723,0.08723629112729989,0.44925735660413174
10-6,600,0.09,126,723,0.08042814254312111,0.41419613613302037
10-6,800,0.09,126,723,0.0846964159474192,0.436177277262467
10-6,1000,0.09,126,723,0.07981936335898852,0.41106098992855916
10-6,1200,0.09,126,723,0.08085884357508667,0.41641419933363444
10-6,400,0.01,126,724,0.04805393649470716,0.2474725163697266
10-6,600,0.01,126,724,0.04888725030610853,0.25176399134297583
10-6,800,0.01,126,724,0.046578330440439554,0.23987330660550196
10-6,1000,0.01,126,724,0.049935424178545386,0.257161972127204
10-6,1200,0.01,126,724,0.04814963085158459,0.2479653318397235
10-6,400,0.03,126,724,0.03454145461365156,0.17788471280084553
10-6,600,0.03,126,724,0.03350740960233257,0.17255949410583063
10-6,800,0.03,126,724,0.03260497920957615,0.16791207629920515
10-6,1000,0.03,126,724,0.0339316608697686,0.17474434172465172
10-6,1200,0.03,126,724,0.03357473584408098,0.17290621688607635
10-6,400,0.05,126,724,0.05882315392893252,0.3029328081207264
10-6,600,0.05,126,724,0.05518318910782016,0.2841873874645608
10-6,800,0.05,126,724,0.04972203271862832,0.25606302945133597
10-6,1000,0.05,126,724,0.05311686326644928,0.27354603541507433
10-6,1200,0.05,126,724,0.055177233699315514,0.2841567177622188
10-6,400,0.07,126,724,0.07749593851482892,0.39909560613854544
10-6,600,0.07,126,724,0.07430019983846041,0.38263790153430177
10-6,800,0.07,126,724,0.07402244648306312,0.381207502137202
10-6,1000,0.07,126,724,0.07369409431098914,0.37951652436917743
10-6,1200,0.07,126,724,0.07243549896544305,0.3730348960162573
10-6,400,0.09,126,724,0.08822226182494593,0.454334997842538
10-6,600,0.09,126,724,0.08052325068193701,0.41468593264412623
10-6,800,0.09,126,724,0.08045286161711324,0.4143234366600819
10-6,1000,0.09,126,724,0.08035845764451685,0.4138372665279784
10-6,1200,0.09,126,724,0.081517007282667,0.41980367043172173
10-6,400,0.01,126,725,0.05374465462724123,0.2767790922496059
10-6,600,0.01,126,725,0.04594735155295259,0.23662383435717183
10-6,800,0.01,126,725,0.045886436864502576,0.23631013037505866
10-6,1000,0.01,126,725,0.052462794397197206,0.27017765228644675
10-6,1200,0.01,126,725,0.051564234340559276,0.2655501662874588
10-6,400,0.03,126,725,0.03422472192064331,0.17625357407896486
10-6,600,0.03,126,725,0.03482477701590863,0.17934379218008006
10-6,800,0.03,126,725,0.03336624982101138,0.1718325366733713
10-6,1000,0.03,126,725,0.03386092808646791,0.17438007562805036
10-6,1200,0.03,126,725,0.03429258955973613,0.1766030849963113
10-6,400,0.05,126,725,0.0573853262593384,0.2955281529050259
10-6,600,0.05,126,725,0.06188890510715422,0.3187210913287326
10-6,800,0.05,126,725,0.0558893281445384,0.2878239262597291
10-6,1000,0.05,126,725,0.05436190690349038,0.27995787395160326
10-6,1200,0.05,126,725,0.053107040736193475,0.2734954504587349
10-6,400,0.07,126,725,0.07601284779045213,0.39145785114200005
10-6,600,0.07,126,725,0.07679322777303103,0.39547672268719875
10-6,800,0.07,126,725,0.07708183467385742,0.3969630166559986
10-6,1000,0.07,126,725,0.07336905491395562,0.3778426070302297
10-6,1200,0.07,126,725,0.07453759252302296,0.3838604478916211
10-6,400,0.09,126,725,0.08144788520603283,0.41944769929825915
10-6,600,0.09,126,725,0.08552579071375749,0.44044846658453013
10-6,800,0.09,126,725,0.08516630481056046,0.4385971535069135
10-6,1000,0.09,126,725,0.08115553163562907,0.4179421103909807
10-6,1200,0.09,126,725,0.08207455390695233,0.4226749745572544
10-6,400,0.01,136,721,0.054130917619079774,0.2787683044046041
10-6,600,0.01,136,721,0.0474231989861176,0.24422428719631384
10-6,800,0.01,136,721,0.047231178822583056,0.2432354043590284
10-6,1000,0.01,136,721,0.04919818595226572,0.2533652759077074
10-6,1200,0.01,136,721,0.05017939110195391,0.25841837509542986
10-6,400,0.03,136,721,0.03483002743124542,0.17937083124472622
10-6,600,0.03,136,721,0.032621217002427434,0.16799569915615134
10-6,800,0.03,136,721,0.03284825112482978,0.16916490005145968
10-6,1000,0.03,136,721,0.03344727739925411,0.17224981983778562
10-6,1200,0.03,136,721,0.0331171408890071,0.17054965292335714
10-6,400,0.05,136,721,0.054704955985573886,0.28172453919849477
10-6,600,0.05,136,721,0.050119889640993696,0.25811194908029744
10-6,800,0.05,136,721,0.0476590507110094,0.24543889777989303
10-6,1000,0.05,136,721,0.05790754741193766,0.2982175347155977
10-6,1200,0.05,136,721,0.05607946807886462,0.28880312612226827
10-6,400,0.07,136,721,0.07440816589759319,0.383193914928523
10-6,600,0.07,136,721,0.07413624284388366,0.3817935409473435
10-6,800,0.07,136,721,0.07423492111255801,0.3823017232366871
10-6,1000,0.07,136,721,0.07361841710219773,0.37912679502216523
10-6,1200,0.07,136,721,0.07450744941753017,0.3837052141956611
10-6,400,0.09,136,721,0.07968161756758743,0.41035161417073496
10-6,600,0.09,136,721,0.08296531835885304,0.4272623140446
10-6,800,0.09,136,721,0.08430746763936249,0.4341742360226897
10-6,1000,0.09,136,721,0.08104967691321503,0.4173969701499038
10-6,1200,0.09,136,721,0.0831471374650908,0.4281986625526917
10-6,400,0.01,136,722,0.05031380975060797,0.25911061643206007
10-6,600,0.01,136,722,0.05070757220329867,0.2611384499900874
10-6,800,0.01,136,722,0.048112057894163764,0.2477718352190791
10-6,1000,0.01,136,722,0.04771081195065033,0.24570546250192718
10-6,1200,0.01,136,722,0.045216175853996496,0.2328583594902171
10-6,400,0.03,136,722,0.034050912052052594,0.17535847226863194
10-6,600,0.03,136,722,0.03407858556519328,0.17550098783412513
10-6,800,0.03,136,722,0.03353673538563537,0.1727105186819183
10-6,1000,0.03,136,722,0.033708578078411586,0.1735954897519942
10-6,1200,0.03,136,722,0.03288439801838806,0.16935105259920777
10-6,400,0.05,136,722,0.059741877084916024,0.30766413187572034
10-6,600,0.05,136,722,0.0537316289331691,0.2767120113500037
10-6,800,0.05,136,722,0.059035381583742615,0.30402575732760123
10-6,1000,0.05,136,722,0.05519953657809685,0.2842715751482503
10-6,1200,0.05,136,722,0.05330923318498239,0.274536719452343
10-6,400,0.07,136,722,0.07679090822075414,0.3954647772467066
10-6,600,0.07,136,722,0.07362011130757944,0.37913551999455336
10-6,800,0.07,136,722,0.075699716003415,0.38984525669197073
10-6,1000,0.07,136,722,0.07363563095490111,0.37921544448057937
10-6,1200,0.07,136,722,0.07213774487445229,0.37150149501871405
10-6,400,0.09,136,722,0.08297096172659621,0.42729137677115425
10-6,600,0.09,136,722,0.08094497469464607,0.41685776517755757
10-6,800,0.09,136,722,0.08295026541529885,0.4271847930319242
10-6,1000,0.09,136,722,0.080675288214869,0.41546890930747343
10-6,1200,0.09,136,722,0.07934163484268757,0.4086007403279131
10-6,400,0.01,136,723,0.04820069428370475,0.24822830292935819
10-6,600,0.01,136,723,0.04788591474736502,0.2466072227506663
10-6,800,0.01,136,723,0.05454820986177851,0.28091731380726975
10-6,1000,0.01,136,723,0.04508673867217987,0.2321917721628814
10-6,1200,0.01,136,723,0.04816912049410107,0.24806570136672842
10-6,400,0.03,136,723,0.03391632829736592,0.1746653806539946
10-6,600,0.03,136,723,0.03337988807366279,0.17190277218264957
10-6,800,0.03,136,723,0.034604221795503876,0.17820795692133792
10-6,1000,0.03,136,723,0.03249623045991816,0.16735203213439698
10-6,1200,0.03,136,723,0.03351707330084175,0.1726092610960494
10-6,400,0.05,136,723,0.060588413218570863,0.31202370036219673
10-6,600,0.05,136,723,0.056221841028063095,0.2895363312365883
10-6,800,0.05,136,723,0.05444072515355919,0.2803637793175983
10-6,1000,0.05,136,723,0.05328848478846365,0.27442986747992043
10-6,1200,0.05,136,723,0.05462437377828727,0.28130954964578575
10-6,400,0.07,136,723,0.07829670766365067,0.4032194796595418
10-6,600,0.07,136,723,0.07433286317401926,0.3828061141394162
10-6,800,0.07,136,723,0.07690001902062576,0.3960266859305106
10-6,1000,0.07,136,723,0.0723587493267676,0.37263964377265446
10-6,1200,0.07,136,723,0.0732980453936842,0.37747691576850106
10-6,400,0.09,136,723,0.08723596593960439,0.4492556819230719
10-6,600,0.09,136,723,0.08042830456168278,0.41419697051088983
10-6,800,0.09,136,723,0.08469701304588736,0.436180352254262
10-6,1000,0.09,136,723,0.07981952599960668,0.4110618275099515
10-6,1200,0.09,136,723,0.08085877985572963,0.4164138711859159
10-6,400,0.01,136,724,0.04805397858443112,0.2474727331272008
10-6,600,0.01,136,724,0.04888722942317676,0.2517638837981616
10-6,800,0.01,136,724,0.0465783729501153,0.23987352552568195
10-6,1000,0.01,136,724,0.04993541583691678,0.25716192916872915
10-6,1200,0.01,136,724,0.048149723741655624,0.24796581021342814
10-6,400,0.03,136,724,0.03454149397940845,0.17788491553018734
10-6,600,0.03,136,724,0.03350739784962334,0.17255943358066372
10-6,800,0.03,136,724,0.032605032120167424,0.16791234878296238
10-6,1000,0.03,136,724,0.033931633956161895,0.17474420312252126
10-6,1200,0.03,136,724,0.033574765038760404,0.1729063672354818
10-6,400,0.05,136,724,0.05882293907150579,0.3029317016284819
10-6,600,0.05,136,724,0.05518304526228037,0.284186646675766
10-6,800,0.05,136,724,0.04972193415279453,0.256062521848074
10-6,1000,0.05,136,724,0.053116958623666076,0.27354652649430977
10-6,1200,0.05,136,724,0.05517724356313308,0.28415676855980027
10-6,400,0.07,136,724,0.07749564337090752,0.39909408617963577
10-6,600,0.07,136,724,0.07430031962258835,0.38263851840945756
10-6,800,0.07,136,724,0.07402257021419976,0.38120813933902087
10-6,1000,0.07,136,724,0.0736942955138391,0.3795175605418453
10-6,1200,0.07,136,724,0.07243564634349522,0.37303565499710445
10-6,400,0.09,136,724,0.08822181994385808,0.4543327222032726
10-6,600,0.09,136,724,0.08052366799963673,0.4146880817846298
10-6,800,0.09,136,724,0.08045296546137286,0.41432397144665956
10-6,1000,0.09,136,724,0.08035860055665169,0.41383800250983976
10-6,1200,0.09,136,724,0.0815169144104111,0.4198031921497631
10-6,400,0.01,136,725,0.053744608607897607,0.2767788552550203
10-6,600,0.01,136,725,0.045947308866310946,0.23662361452563682
10-6,800,0.01,136,725,0.04588646231014297,0.23631026141732323
10-6,1000,0.01,136,725,0.05246276006916703,0.2701774755008465
10-6,1200,0.01,136,725,0.051564265057031315,0.2655503244739298
10-6,400,0.03,136,725,0.03422469154211506,0.17625341763286748
10-6,600,0.03,136,725,0.034824842324982064,0.17934412851466414
10-6,800,0.03,136,725,0.033366199420812516,0.17183227711786042
10-6,1000,0.03,136,725,0.03386096062484394,0.17438024319712758
10-6,1200,0.03,136,725,0.03429253485084951,0.17660280325152974
10-6,400,0.05,136,725,0.05738504515175391,0.2955267052317159
10-6,600,0.05,136,725,0.06188899242560891,0.31872154100922256
10-6,800,0.05,136,725,0.05588918875098741,0.28782320839818964
10-6,1000,0.05,136,725,0.054361960745374846,0.27995815123141854
10-6,1200,0.05,136,725,0.05310700981888836,0.2734952912379956
10-6,400,0.07,136,725,0.07601283928680926,0.39145780734916946
10-6,600,0.07,136,725,0.07679291076793529,0.3954750901456326
10-6,800,0.07,136,725,0.07708165611225756,0.39696209708329205
10-6,1000,0.07,136,725,0.07336908356372109,0.37784275457338784
10-6,1200,0.07,136,725,0.07453745371646343,0.3838597330530235
10-6,400,0.09,136,725,0.08144753516080556,0.41944589660362985
10-6,600,0.09,136,725,0.08552472523236586,0.4404429794719153
10-6,800,0.09,136,725,0.08516599805230245,0.43859557373544067
10-6,1000,0.09,136,725,0.08115563622878842,0.41794264903431005
10-6,1200,0.09,136,725,0.08207464028385739,0.4226754193888667
10-6,400,0.01,146,721,0.05413086811277948,0.27876804945257305
10-6,600,0.01,146,721,0.04742319253790873,0.2442242539887435
10-6,800,0.01,146,721,0.047231127998822564,0.24323514262222146
10-6,1000,0.01,146,721,0.0491978790557276,0.25336369542410725
10-6,1200,0.01,146,721,0.05017929105492421,0.258417859864171
10-6,400,0.03,146,721,0.034830000255044694,0.17937069129026526
10-6,600,0.03,146,721,0.0326212163731256,0.16799569591531574
10-6,800,0.03,146,721,0.032848219824076985,0.16916473885600675
10-6,1000,0.03,146,721,0.03344736359563957,0.17225026373974178
10-6,1200,0.03,146,721,0.033117128306949295,0.17054958812713578
10-6,400,0.05,146,721,0.05470502286854883,0.28172488363849946
10-6,600,0.05,146,721,0.05011985123090336,0.2581117512725339
10-6,800,0.05,146,721,0.04765914722011225,0.24543939479121565
10-6,1000,0.05,146,721,0.05790740783973607,0.2982168159340272
10-6,1200,0.05,146,721,0.05607967993095424,0.28880421713735555
10-6,400,0.07,146,721,0.07440819150083681,0.3831940467824269
10-6,600,0.07,146,721,0.07413591576992454,0.38179185655223236
10-6,800,0.07,146,721,0.07423494272796205,0.3823018345536534
10-6,1000,0.07,146,721,0.07361778411508017,0.3791235352077517
10-6,1200,0.07,146,721,0.07450743918933274,0.38370516152156325
10-6,400,0.09,146,721,0.079681154978623,0.4103492318881704
10-6,600,0.09,146,721,0.08296478506788517,0.4272595676544517
10-6,800,0.09,146,721,0.08430737094596379,0.43417373806226356
10-6,1000,0.09,146,721,0.08104855373392876,0.4173911858994431
10-6,1200,0.09,146,721,0.08314662270599284,0.42819601159964626
10-6,400,0.01,146,722,0.05031379856251812,0.2591105588146212
10-6,600,0.01,146,722,0.05070761099916085,0.2611386497845338
10-6,800,0.01,146,722,0.048112042179654764,0.24777175429107676
10-6,1000,0.01,146,722,0.04771077907614909,0.2457052932018419
10-6,1200,0.01,146,722,0.04521620868508367,0.2328585285667247
10-6,400,0.03,146,722,0.034050899292084325,0.17535840655619114
10-6,600,0.03,146,722,0.03407867279096649,0.1755014370373156
10-6,800,0.03,146,722,0.033536800806666156,0.1727108555930705
10-6,1000,0.03,146,722,0.03370863865216841,0.17359580170021574
10-6,1200,0.03,146,722,0.03288440136180647,0.16935106981744685
10-6,400,0.05,146,722,0.05974186098402947,0.3076640489579158
10-6,600,0.05,146,722,0.053731382757810024,0.27671074357383335
10-6,800,0.05,146,722,0.059035617544134576,0.3040269724978083
10-6,1000,0.05,146,722,0.05519951109422967,0.28427144390912196
10-6,1200,0.05,146,722,0.05330924783890947,0.27453679491846444
10-6,400,0.07,146,722,0.07679107362188832,0.3954656290444545
10-6,600,0.07,146,722,0.07362030897660066,0.3791365379683898
10-6,800,0.07,146,722,0.07569928598924291,0.38984304216602333
10-6,1000,0.07,146,722,0.0736357637209096,0.3792161282109999
10-6,1200,0.07,146,722,0.07213779444305897,0.3715017502916162
10-6,400,0.09,146,722,0.08297150261761012,0.4272941623007083
10-6,600,0.09,146,722,0.08094500875672338,0.4168579405935297
10-6,800,0.09,146,722,0.0829496380502814,0.42718156217071124
10-6,1000,0.09,146,722,0.08067604112244504,0.4154727866991302
10-6,1200,0.09,146,722,0.07934218235125876,0.40860355993716324
10-6,400,0.01,146,723,0.048200715650966,0.2482284129684163
10-6,600,0.01,146,723,0.0478859287555751,0.24660729489141583
10-6,800,0.01,146,723,0.054548224031319384,0.28091738677885525
10-6,1000,0.01,146,723,0.04508671869703194,0.23219166929305463
10-6,1200,0.01,146,723,0.04816908751021472,0.24806553150332178
