stim,leak_rate,N_x,RMSE,NRMSE,csv_seed,reservoir_seed
10-5,0.9,1200,0.14938371662679215,0.815756214275994,146,722
10-5,0.1,400,0.06586766015890076,0.359690830485106,146,723
10-5,0.1,600,0.06667939610264449,0.36412356689984166,146,723
10-5,0.1,800,0.06602013743701926,0.3605234800534107,146,723
10-5,0.1,1000,0.08585328413326791,0.4688285418864386,146,723
10-5,0.1,1200,0.06716482393933458,0.36677439647688187,146,723
10-5,0.3,400,0.14304222257776766,0.7811265150350115,146,723
10-5,0.3,600,0.12843701619221193,0.7013702461535365,146,723
10-5,0.3,800,0.12577454223979498,0.6868309796184946,146,723
10-5,0.3,1000,0.1247658926700086,0.6813229351464475,146,723
10-5,0.3,1200,0.11505735086187144,0.6283064251118742,146,723
10-5,0.5,400,0.14687165107343214,0.8020382995521174,146,723
10-5,0.5,600,0.14420073514935158,0.787452933006975,146,723
10-5,0.5,800,0.14336769981550845,0.7829038846525835,146,723
10-5,0.5,1000,0.14389639188755313,0.7857909720336425,146,723
10-5,0.5,1200,0.14095484708369133,0.7697277523768679,146,723
10-5,0.7,400,0.15134994545406918,0.8264934179067421,146,723
10-5,0.7,600,0.1466865075180477,0.8010272656238658,146,723
10-5,0.7,800,0.14566726299810479,0.795461364133495,146,723
10-5,0.7,1000,0.14725326652040813,0.8041222293094156,146,723
10-5,0.7,1200,0.14529157236616919,0.793409788670204,146,723
10-5,0.9,400,0.15722945561491192,0.858600310538078,146,723
10-5,0.9,600,0.1525578384418793,0.833089492989331,146,723
10-5,0.9,800,0.1498905995164249,0.818524205838027,146,723
10-5,0.9,1000,0.15140779641197058,0.8268093310428959,146,723
10-5,0.9,1200,0.1472939543068775,0.8043444176135159,146,723
10-5,0.1,400,0.08209389311290442,0.44829921877141266,146,724
10-5,0.1,600,0.061068920603324264,0.33348582165584073,146,724
10-5,0.1,800,0.06336425973954657,0.34602023441866,146,724
10-5,0.1,1000,0.06537919436412715,0.3570234111937294,146,724
10-5,0.1,1200,0.059466025130150736,0.3247327127320422,146,724
10-5,0.3,400,0.1372135172245481,0.7492970578462363,146,724
10-5,0.3,600,0.14187439024752382,0.7747492036242312,146,724
10-5,0.3,800,0.11824648791956431,0.6457216992243153,146,724
10-5,0.3,1000,0.12428212758531472,0.678681185543479,146,724
10-5,0.3,1200,0.10288496210556872,0.5618353130338107,146,724
10-5,0.5,400,0.14700635780960913,0.8027739075529261,146,724
10-5,0.5,600,0.15013585863019377,0.8198635194572257,146,724
10-5,0.5,800,0.14454509825662662,0.7893334347850157,146,724
10-5,0.5,1000,0.14382876644582676,0.7854216822905759,146,724
10-5,0.5,1200,0.13492328008287902,0.7367905061104151,146,724
10-5,0.7,400,0.15063327235678098,0.822579801711358,146,724
10-5,0.7,600,0.14949835242435522,0.8163822186782956,146,724
10-5,0.7,800,0.1468050818505228,0.8016747776201822,146,724
10-5,0.7,1000,0.14512835585841308,0.7925184942006259,146,724
10-5,0.7,1200,0.1441088706205598,0.7869512781952887,146,724
10-5,0.9,400,0.15655634668096613,0.8549245899967102,146,724
10-5,0.9,600,0.15329987339954335,0.8371416055059633,146,724
10-5,0.9,800,0.15020991910277093,0.8202679496863113,146,724
10-5,0.9,1000,0.1496837654496326,0.8173947241306511,146,724
10-5,0.9,1200,0.1485915147845475,0.8114301498938465,146,724
10-5,0.1,400,0.07266013583177007,0.39678325505173284,146,725
10-5,0.1,600,0.0909982685600737,0.49692432845068374,146,725
10-5,0.1,800,0.06255553119263822,0.3416039208290665,146,725
10-5,0.1,1000,0.06962163910864241,0.3801905993063872,146,725
10-5,0.1,1200,0.05518606912920444,0.3013606827448489,146,725
10-5,0.3,400,0.14784063057051577,0.8073297132624001,146,725
10-5,0.3,600,0.13308574786277164,0.7267560903030357,146,725
10-5,0.3,800,0.12083773410643132,0.6598720044074214,146,725
10-5,0.3,1000,0.1252251482808847,0.6838308431498966,146,725
10-5,0.3,1200,0.11914136073594606,0.6506084303716856,146,725
10-5,0.5,400,0.15101097237508426,0.8246423500534429,146,725
10-5,0.5,600,0.14699777899960775,0.8027270602945519,146,725
10-5,0.5,800,0.14276057630973965,0.7795884980505667,146,725
10-5,0.5,1000,0.1454638831222963,0.7943507451095759,146,725
10-5,0.5,1200,0.14017535232878559,0.7654710789945974,146,725
10-5,0.7,400,0.15348683775651223,0.8381625824871861,146,725
10-5,0.7,600,0.1467650689577,0.8014562747826012,146,725
10-5,0.7,800,0.1459775598144943,0.7971558363420839,146,725
10-5,0.7,1000,0.1461188123413782,0.7979271896675308,146,725
10-5,0.7,1200,0.14529630665682627,0.7934356417357918,146,725
10-5,0.9,400,0.1583228773104798,0.8645712795507992,146,725
10-5,0.9,600,0.15077917773662547,0.8233765633865399,146,725
10-5,0.9,800,0.15139147638931763,0.826720210486808,146,725
10-5,0.9,1000,0.14874789593578966,0.8122841177746976,146,725
10-5,0.9,1200,0.15015754895780978,0.8199819662326975,146,725
10-5,0.1,400,0.07496310619962722,0.40935934052674106,156,721
10-5,0.1,600,0.0706823229495547,0.38598279308857847,156,721
10-5,0.1,800,0.08345235871377596,0.4557175424067772,156,721
10-5,0.1,1000,0.1062942810870439,0.5804529589753409,156,721
10-5,0.1,1200,0.09754562607415193,0.532678209126578,156,721
10-5,0.3,400,0.128563271718805,0.7020597036977096,156,721
10-5,0.3,600,0.12371343355291538,0.6755756550249792,156,721
10-5,0.3,800,0.12150563303418656,0.6635192740906747,156,721
10-5,0.3,1000,0.12094605208176891,0.660463508377832,156,721
10-5,0.3,1200,0.12019256835145967,0.6563488762798019,156,721
10-5,0.5,400,0.1432222195821408,0.7821094446218773,156,721
10-5,0.5,600,0.14420424711074095,0.787472111163687,156,721
10-5,0.5,800,0.1435471372073255,0.7838837583011549,156,721
10-5,0.5,1000,0.1446502538366465,0.7899076695128966,156,721
10-5,0.5,1200,0.1459510236589558,0.7970109274171197,156,721
10-5,0.7,400,0.1498127378480607,0.8180990179979047,156,721
10-5,0.7,600,0.14731522439538214,0.8044605695427065,156,721
10-5,0.7,800,0.1464444948395956,0.7997056801737319,156,721
10-5,0.7,1000,0.14652228059235817,0.8001304534531164,156,721
10-5,0.7,1200,0.14948609321215894,0.8163152734398382,156,721
10-5,0.9,400,0.15601342754235256,0.8519598112967675,156,721
10-5,0.9,600,0.15208343822024806,0.8304988831317892,156,721
10-5,0.9,800,0.14832514425706023,0.809975550838445,156,721
10-5,0.9,1000,0.14785506381531452,0.8074085304815898,156,721
10-5,0.9,1200,0.15052141603686087,0.8219689755106093,156,721
10-5,0.1,400,0.0985470026223063,0.5381465370034911,156,722
10-5,0.1,600,0.0896079737777019,0.4893321916769768,156,722
10-5,0.1,800,0.10010543893585798,0.5466568628679177,156,722
10-5,0.1,1000,0.12276240415117351,0.6703822633893411,156,722
10-5,0.1,1200,0.08585089143987898,0.46881547584052036,156,722
10-5,0.3,400,0.13482666123668682,0.7362628888708844,156,722
10-5,0.3,600,0.12133861157715131,0.6626072015129498,156,722
10-5,0.3,800,0.12022031758757937,0.6565004096083146,156,722
10-5,0.3,1000,0.13168422849710343,0.7191026582035498,156,722
10-5,0.3,1200,0.11801013100002158,0.6444309988035606,156,722
10-5,0.5,400,0.14532653923265826,0.793600736112645,156,722
10-5,0.5,600,0.14245296437523292,0.7779086874739813,156,722
10-5,0.5,800,0.14583748814538236,0.7963909314575204,156,722
10-5,0.5,1000,0.14590504416342767,0.7967598420909991,156,722
10-5,0.5,1200,0.14261842803135244,0.7788122531956292,156,722
10-5,0.7,400,0.15096598054191052,0.8243966581645816,156,722
10-5,0.7,600,0.14546606859065772,0.7943626795388242,156,722
10-5,0.7,800,0.1469761021534289,0.8026086871386579,156,722
10-5,0.7,1000,0.14808243579135888,0.8086501658257805,156,722
10-5,0.7,1200,0.14549165563282973,0.7945024055352586,156,722
10-5,0.9,400,0.15671810893240934,0.8558079430476973,156,722
10-5,0.9,600,0.15119081303391613,0.8256244258668871,156,722
10-5,0.9,800,0.14985115950015168,0.8183088313708995,156,722
10-5,0.9,1000,0.1502481084228204,0.8204764943379829,156,722
10-5,0.9,1200,0.14938565525265937,0.8157668007450821,156,722
10-5,0.1,400,0.08180699954023866,0.44673254724908984,156,723
10-5,0.1,600,0.08245029654341109,0.45024547047668684,156,723
10-5,0.1,800,0.08548624370175213,0.46682420353109044,156,723
10-5,0.1,1000,0.09403650682390857,0.51351557279873,156,723
10-5,0.1,1200,0.08076229716589717,0.44102762523227407,156,723
10-5,0.3,400,0.1424908728249212,0.7781156983457489,156,723
10-5,0.3,600,0.12790950539100568,0.698489609469039,156,723
10-5,0.3,800,0.12500553519622382,0.6826315776436298,156,723
10-5,0.3,1000,0.12468561191352871,0.6808845371237978,156,723
10-5,0.3,1200,0.11492362795524101,0.6275761896180865,156,723
10-5,0.5,400,0.14660912945959081,0.8006047186859521,156,723
10-5,0.5,600,0.14398007912930277,0.78624797222787,156,723
10-5,0.5,800,0.14330544935140835,0.7825639466454305,156,723
10-5,0.5,1000,0.1438408654279262,0.7854877525427887,156,723
10-5,0.5,1200,0.14097066462370206,0.7698141289703124,156,723
10-5,0.7,400,0.15117391513237954,0.8255321496235458,156,723
10-5,0.7,600,0.14652759196351817,0.8001594578461515,156,723
10-5,0.7,800,0.1457046606647617,0.7956655857157644,156,723
10-5,0.7,1000,0.14724462756913836,0.8040750536309529,156,723
10-5,0.7,1200,0.14531677648353705,0.7935474235867294,156,723
10-5,0.9,400,0.15714074268963177,0.8581158660369099,156,723
10-5,0.9,600,0.15244107518470743,0.8324518709326042,156,723
10-5,0.9,800,0.14995096735511138,0.8188538631839741,156,723
10-5,0.9,1000,0.15138730728762212,0.82669744381121,156,723
10-5,0.9,1200,0.14730117779911925,0.8043838637380203,156,723
10-5,0.1,400,0.06327992768937617,0.3455597130476392,156,724
10-5,0.1,600,0.0778679556608011,0.42522217385956673,156,724
10-5,0.1,800,0.07914685745651281,0.4322060146077989,156,724
10-5,0.1,1000,0.09901189866714386,0.5406852463496781,156,724
10-5,0.1,1200,0.0920373200184504,0.5025983918845246,156,724
10-5,0.3,400,0.13666276602549088,0.746289509745975,156,724
10-5,0.3,600,0.14195428443323072,0.7751854906570257,156,724
10-5,0.3,800,0.11770886771256268,0.6427858569873893,156,724
10-5,0.3,1000,0.12388851087489908,0.6765317191570814,156,724
10-5,0.3,1200,0.10267830777188686,0.5607068128149467,156,724
10-5,0.5,400,0.1465997242355802,0.8005533585370245,156,724
10-5,0.5,600,0.1504651062575057,0.8216614784589176,156,724
10-5,0.5,800,0.1443088120765458,0.7880431206590791,156,724
10-5,0.5,1000,0.14388699909572414,0.7857396797745065,156,724
10-5,0.5,1200,0.13481385587404093,0.7361929612081489,156,724
10-5,0.7,400,0.15042904405771318,0.8214645496085349,156,724
10-5,0.7,600,0.14978762973870952,0.8179619073629945,156,724
10-5,0.7,800,0.1466596443243933,0.8008805708056238,156,724
10-5,0.7,1000,0.14518218391688933,0.79281243904412,156,724
10-5,0.7,1200,0.1440841300074476,0.7868161743878122,156,724
10-5,0.9,400,0.15640937669900293,0.8541220147307724,156,724
10-5,0.9,600,0.15351955869089556,0.8383412653193104,156,724
10-5,0.9,800,0.150180479228439,0.820107184102377,156,724
10-5,0.9,1000,0.1496747251797953,0.8173453569274174,156,724
10-5,0.9,1200,0.14861620106660936,0.8115649570097363,156,724
10-5,0.1,400,0.08290125737293992,0.4527080822485058,156,725
10-5,0.1,600,0.09417777277018097,0.5142869994049188,156,725
10-5,0.1,800,0.08655417578132382,0.472655978573291,156,725
10-5,0.1,1000,0.08845521714701227,0.4830372058092583,156,725
10-5,0.1,1200,0.10610269899995216,0.5794067654435552,156,725
10-5,0.3,400,0.1481596579941542,0.8090718616654131,156,725
10-5,0.3,600,0.1327605116062692,0.7249800366384147,156,725
10-5,0.3,800,0.12070791746798996,0.6591631003051789,156,725
10-5,0.3,1000,0.12520215861149747,0.6837053009148374,156,725
10-5,0.3,1200,0.11892330117583641,0.6494176483690786,156,725
10-5,0.5,400,0.15098498747169573,0.8245004514121772,156,725
10-5,0.5,600,0.14680434083606783,0.8016707310804377,156,725
10-5,0.5,800,0.14257285765466815,0.7785634019901128,156,725
10-5,0.5,1000,0.14526384677355314,0.7932583844543916,156,725
10-5,0.5,1200,0.14033706549369157,0.7663541639932916,156,725
10-5,0.7,400,0.15342580126830765,0.8378292737727239,156,725
10-5,0.7,600,0.14673179596800726,0.8012745772808767,156,725
10-5,0.7,800,0.1458971828894463,0.7967169131610781,156,725
10-5,0.7,1000,0.14604246265885942,0.7975102584960546,156,725
10-5,0.7,1200,0.14536082386439128,0.7937879580001567,156,725
10-5,0.9,400,0.15829746045861393,0.8644324829314278,156,725
10-5,0.9,600,0.15077461070638298,0.8233516236984317,156,725
10-5,0.9,800,0.15141338214898928,0.8268398336959776,156,725
10-5,0.9,1000,0.14874872132921124,0.8122886250920149,156,725
10-5,0.9,1200,0.1502687012330203,0.8205889477784869,156,725
10-6,0.1,400,0.07670809627374435,0.3792273560007315,116,721
10-6,0.1,600,0.07318605608147113,0.36181519151319685,116,721
10-6,0.1,800,0.0736598304129273,0.3641574238952646,116,721
10-6,0.1,1000,0.06920654141294026,0.34214137741504097,116,721
10-6,0.1,1200,0.07706080758489046,0.3809710803851844,116,721
10-6,0.3,400,0.1022614615281043,0.5055573734704618,116,721
10-6,0.3,600,0.1036598726816201,0.5124707996941712,116,721
10-6,0.3,800,0.09164830092433333,0.453088324829024,116,721
10-6,0.3,1000,0.10165543306728528,0.5025613067966465,116,721
10-6,0.3,1200,0.11280439618072259,0.5576792410049247,116,721
10-6,0.5,400,0.10143290882141862,0.5014611976099327,116,721
10-6,0.5,600,0.09713960773250375,0.4802360949212413,116,721
10-6,0.5,800,0.09593782317440193,0.474294745799174,116,721
10-6,0.5,1000,0.09535055859763686,0.471391443494229,116,721
10-6,0.5,1200,0.10026642160822823,0.4956943505213514,116,721
10-6,0.7,400,0.11590360384376695,0.5730010177774738,116,721
10-6,0.7,600,0.10800880890581532,0.5339709498195481,116,721
10-6,0.7,800,0.1006041717573461,0.49736411032847444,116,721
10-6,0.7,1000,0.09976116588284124,0.493196481298278,116,721
10-6,0.7,1200,0.10225556714307228,0.505528232973441,116,721
10-6,0.9,400,0.1267747999344207,0.6267457350927335,116,721
10-6,0.9,600,0.11880433902702157,0.5873415918164683,116,721
10-6,0.9,800,0.10860794603594606,0.5369329473240946,116,721
10-6,0.9,1000,0.10886714622559686,0.5382143740231145,116,721
10-6,0.9,1200,0.11073223332130151,0.5474349398091701,116,721
10-6,0.1,400,0.08732227271099771,0.4317014266915276,116,722
10-6,0.1,600,0.06960823224045085,0.34412724537222456,116,722
10-6,0.1,800,0.0739753733878811,0.36571739649149876,116,722
10-6,0.1,1000,0.06847485175014355,0.33852407038078414,116,722
10-6,0.1,1200,0.06968237890116655,0.3444938095742503,116,722
10-6,0.3,400,0.09920535400015652,0.4904486739488149,116,722
10-6,0.3,600,0.09714398128854658,0.48025771678614226,116,722
10-6,0.3,800,0.10458480780843722,0.5170434682865883,116,722
10-6,0.3,1000,0.09748338890826354,0.4819356707503814,116,722
10-6,0.3,1200,0.09453252587789834,0.4673472760530054,116,722
10-6,0.5,400,0.10497588398407684,0.5189768598226452,116,722
10-6,0.5,600,0.09514070252411443,0.47035396286612685,116,722
10-6,0.5,800,0.0990099177853576,0.4894824818177979,116,722
10-6,0.5,1000,0.09673240564766493,0.47822298056313844,116,722
10-6,0.5,1200,0.09342400192451684,0.46186698611849647,116,722
10-6,0.7,400,0.11718236368065339,0.5793229151450188,116,722
10-6,0.7,600,0.10583009418694984,0.5231998805002586,116,722
10-6,0.7,800,0.10455848113797418,0.5169133152243044,116,722
10-6,0.7,1000,0.10041587512910179,0.49643321468718365,116,722
10-6,0.7,1200,0.09988306444084923,0.4937991200039591,116,722
10-6,0.9,400,0.12691064840601865,0.6274173389937999,116,722
10-6,0.9,600,0.11823150351542638,0.5845096235231824,116,722
10-6,0.9,800,0.11454916529057797,0.5663049820740416,116,722
10-6,0.9,1000,0.11054885591229555,0.546528363667332,116,722
10-6,0.9,1200,0.11194901660297814,0.553450439204298,116,722
10-6,0.1,400,0.07664865004264725,0.37893346737438993,116,723
10-6,0.1,600,0.06510163064855545,0.3218476335807357,116,723
10-6,0.1,800,0.06716446993882838,0.3320458411742722,116,723
10-6,0.1,1000,0.07723038627321409,0.38180943879493484,116,723
10-6,0.1,1200,0.06025373220304435,0.2978807278829274,116,723
10-6,0.3,400,0.09242643457756008,0.4569352403733141,116,723
10-6,0.3,600,0.09505467904355448,0.4699286823720013,116,723
10-6,0.3,800,0.10017818032996631,0.4952581057405401,116,723
10-6,0.3,1000,0.09385104544848648,0.4639781920323326,116,723
10-6,0.3,1200,0.0972700055574928,0.4808807520669795,116,723
10-6,0.5,400,0.10221623624771016,0.5053337899852577,116,723
10-6,0.5,600,0.09560743729351796,0.4726613932568234,116,723
10-6,0.5,800,0.10075095110930808,0.49808975401230937,116,723
10-6,0.5,1000,0.09633782309313778,0.4762722542885175,116,723
10-6,0.5,1200,0.09490603801989216,0.46919383500731704,116,723
10-6,0.7,400,0.11680565681073346,0.5774605621835108,116,723
10-6,0.7,600,0.1064891014871196,0.5264578624887138,116,723
10-6,0.7,800,0.10537517704295182,0.5209508737578395,116,723
10-6,0.7,1000,0.10254071092976268,0.5069379189069928,116,723
10-6,0.7,1200,0.10051022065954052,0.4968996375003778,116,723
10-6,0.9,400,0.1272734375401951,0.6292108858398663,116,723
10-6,0.9,600,0.11876396191973282,0.5871419765948178,116,723
10-6,0.9,800,0.11505569988603112,0.568809173739431,116,723
10-6,0.9,1000,0.11266173844648225,0.5569739736603153,116,723
10-6,0.9,1200,0.10803744167533551,0.5341125037103052,116,723
10-6,0.1,400,0.0789087747891236,0.3901070093272414,116,724
10-6,0.1,600,0.07165715016725789,0.3542566289156862,116,724
10-6,0.1,800,0.06433000656912681,0.31803289988660305,116,724
10-6,0.1,1000,0.07770779462712295,0.3841696369562792,116,724
10-6,0.1,1200,0.07461829986812506,0.3688958785690057,116,724
10-6,0.3,400,0.09337083639413547,0.46160414784592413,116,724
10-6,0.3,600,0.10050754144132276,0.4968863920557608,116,724
10-6,0.3,800,0.09854400231964155,0.4871791018779177,116,724
10-6,0.3,1000,0.09547413879154296,0.4720023958247604,116,724
10-6,0.3,1200,0.10163367673694619,0.5024537484549385,116,724
10-6,0.5,400,0.10035137725926316,0.49611435190952724,116,724
10-6,0.5,600,0.10006316422755451,0.49468949232769405,116,724
10-6,0.5,800,0.0955330001037387,0.47229339274528187,116,724
10-6,0.5,1000,0.09940768966796829,0.4914489754040234,116,724
10-6,0.5,1200,0.09355693850052624,0.46252419427102215,116,724
10-6,0.7,400,0.11356271904013274,0.5614282164969349,116,724
10-6,0.7,600,0.10838320485684133,0.5358218781244076,116,724
10-6,0.7,800,0.10376262874997515,0.5129788022911363,116,724
10-6,0.7,1000,0.10322182084953568,0.5103051712124029,116,724
10-6,0.7,1200,0.10021177912817246,0.495424210545997,116,724
10-6,0.9,400,0.1248591562213063,0.617275228905599,116,724
10-6,0.9,600,0.11927152360039638,0.5896512459355459,116,724
10-6,0.9,800,0.11426402536577983,0.5648953152328053,116,724
10-6,0.9,1000,0.11388514511462362,0.5630222175695012,116,724
10-6,0.9,1200,0.10995422864180672,0.5435886618816342,116,724
10-6,0.1,400,0.06526022202888494,0.32263167324236713,116,725
10-6,0.1,600,0.09578141413143534,0.47352149511638886,116,725
10-6,0.1,800,0.06796241367346827,0.3359906932488818,116,725
10-6,0.1,1000,0.07977316911950166,0.394380378011578,116,725
10-6,0.1,1200,0.06272250628434628,0.31008578462262537,116,725
10-6,0.3,400,0.09412265900615388,0.4653209875954056,116,725
10-6,0.3,600,0.09448056308178909,0.4670903838247249,116,725
10-6,0.3,800,0.09640320370033034,0.4765954811185887,116,725
10-6,0.3,1000,0.09783552933561353,0.4836765728153778,116,725
10-6,0.3,1200,0.10262098633033068,0.5073347822028913,116,725
10-6,0.5,400,0.10515072425686471,0.5198412303075438,116,725
10-6,0.5,600,0.09969993745772832,0.49289378191065664,116,725
10-6,0.5,800,0.09449024510564619,0.4671382495453779,116,725
10-6,0.5,1000,0.09661710599582868,0.4776529653465226,116,725
10-6,0.5,1200,0.09941752058828822,0.4914975772348742,116,725
10-6,0.7,400,0.11866387489656606,0.586647169149329,116,725
10-6,0.7,600,0.10517426986925649,0.5199576344521714,116,725
10-6,0.7,800,0.10646257779126679,0.5263267353777799,116,725
10-6,0.7,1000,0.10118837001218416,0.5002522534362354,116,725
10-6,0.7,1200,0.10607742904622004,0.5244226477084698,116,725
10-6,0.9,400,0.1281473909690909,0.633531512529977,116,725
10-6,0.9,600,0.11486267418734605,0.5678548986510321,116,725
10-6,0.9,800,0.11904841127115226,0.5885482293985631,116,725
10-6,0.9,1000,0.11069486244017394,0.5472501866849256,116,725
10-6,0.9,1200,0.11597882748135188,0.5733729063078356,116,725
10-6,0.1,400,0.07476395063383777,0.3696159427794849,126,721
10-6,0.1,600,0.07650494950285744,0.3782230446366663,126,721
10-6,0.1,800,0.07526448371625054,0.3720904643313808,126,721
10-6,0.1,1000,0.06882249466352706,0.3402427377611392,126,721
10-6,0.1,1200,0.07526523548271064,0.372094180893528,126,721
10-6,0.3,400,0.10233472337732749,0.5059195633660041,126,721
10-6,0.3,600,0.10370921304864365,0.5127147272303687,126,721
10-6,0.3,800,0.09162936623273052,0.45299471602653724,126,721
10-6,0.3,1000,0.10167656223323786,0.5026657645804781,126,721
10-6,0.3,1200,0.11302679314251787,0.5587787209281814,126,721
10-6,0.5,400,0.10133918837604537,0.5009978650749253,126,721
10-6,0.5,600,0.09733922947713529,0.48122297935840314,126,721
10-6,0.5,800,0.09596258940118786,0.4744171843833442,126,721
10-6,0.5,1000,0.0952497006207005,0.4708928246289053,126,721
10-6,0.5,1200,0.10028949237738252,0.4958084071491689,126,721
10-6,0.7,400,0.11579676973673068,0.5724728542861328,126,721
10-6,0.7,600,0.10829081915591891,0.5353651442619474,126,721
10-6,0.7,800,0.10061685634172202,0.4974268200244325,126,721
10-6,0.7,1000,0.09968249730792432,0.49280756178240803,126,721
10-6,0.7,1200,0.10224893244771782,0.5054954325508081,126,721
10-6,0.9,400,0.12667039377838096,0.6262295748380994,126,721
10-6,0.9,600,0.11903082043547993,0.5884612643137035,126,721
10-6,0.9,800,0.10860772050719442,0.5369318323613156,126,721
10-6,0.9,1000,0.10881014549828143,0.5379325754104516,126,721
10-6,0.9,1200,0.11077225922693579,0.5476328187698349,126,721
10-6,0.1,400,0.08778592818983291,0.4339936337710313,126,722
10-6,0.1,600,0.06711693090979193,0.3318108190427882,126,722
10-6,0.1,800,0.0757157036488224,0.37432119290263105,126,722
10-6,0.1,1000,0.08369716032571901,0.4137796967587605,126,722
10-6,0.1,1200,0.06896270797889875,0.34093592045563276,126,722
10-6,0.3,400,0.09905948132611607,0.48972751267410797,126,722
10-6,0.3,600,0.09727667024732378,0.4809137007754724,126,722
10-6,0.3,800,0.10489779787996643,0.518590819909772,126,722
10-6,0.3,1000,0.09761658822851509,0.48259417785059444,126,722
10-6,0.3,1200,0.09444019164817696,0.4668907966524393,126,722
10-6,0.5,400,0.10497648979302214,0.5189798548040843,126,722
10-6,0.5,600,0.09507289847384444,0.47001875508547397,126,722
10-6,0.5,800,0.09903890697827182,0.4896257977846318,126,722
10-6,0.5,1000,0.09674542693371002,0.4782873548354576,126,722
10-6,0.5,1200,0.09339077538316663,0.4617027216661455,126,722
10-6,0.7,400,0.1171749560127326,0.5792862933220797,126,722
10-6,0.7,600,0.10577279240248685,0.5229165935296306,126,722
10-6,0.7,800,0.10456435341746112,0.5169423464365455,126,722
10-6,0.7,1000,0.10035930155390235,0.4961535278172889,126,722
10-6,0.7,1200,0.09986573711252118,0.49371345763939,126,722
10-6,0.9,400,0.12688674640994,0.6272991729693987,126,722
10-6,0.9,600,0.11820617544438362,0.584384407308979,126,722
10-6,0.9,800,0.11456992112610385,0.5664075941972778,126,722
10-6,0.9,1000,0.11047253060836745,0.5461510287494987,126,722
10-6,0.9,1200,0.11195085904282574,0.5534595478072479,126,722
10-6,0.1,400,0.07812457357593607,0.386230097148527,126,723
10-6,0.1,600,0.06478688891323026,0.32029162213072515,126,723
10-6,0.1,800,0.07037262703735206,0.34790623914017166,126,723
10-6,0.1,1000,0.08173659526886037,0.4040871096799907,126,723
10-6,0.1,1200,0.060945321162814745,0.30129978617524994,126,723
10-6,0.3,400,0.09228218348953705,0.456222095850525,126,723
10-6,0.3,600,0.09470231903853059,0.4681866947649988,126,723
10-6,0.3,800,0.10009580504196305,0.49485086107945775,126,723
10-6,0.3,1000,0.09379547673229419,0.4637034729564901,126,723
10-6,0.3,1200,0.09709533869597091,0.48001723888788156,126,723
10-6,0.5,400,0.1021590735056164,0.5050511904084333,126,723
10-6,0.5,600,0.09566161088688005,0.4729292151631636,126,723
10-6,0.5,800,0.10067857901426999,0.4977319628587969,126,723
10-6,0.5,1000,0.09629740865516116,0.47607245451244906,126,723
10-6,0.5,1200,0.09485023902068968,0.4689179774647243,126,723
10-6,0.7,400,0.11678374081341845,0.5773522144846417,126,723
10-6,0.7,600,0.1066100777857112,0.5270559417539055,126,723
10-6,0.7,800,0.10531915958994974,0.5206739362294193,126,723
10-6,0.7,1000,0.10252894271308689,0.506879739524221,126,723
10-6,0.7,1200,0.10048459426945458,0.49677294646477377,126,723
10-6,0.9,400,0.12724475728219692,0.6290690971768905,126,723
10-6,0.9,600,0.11882780536367189,0.5874576040398869,126,723
10-6,0.9,800,0.11497852563222276,0.5684276418067568,126,723
10-6,0.9,1000,0.1126665096598975,0.5569975614526903,126,723
10-6,0.9,1200,0.10802310755461945,0.5340416390824001,126,723
10-6,0.1,400,0.07375559551634549,0.3646308647539298,126,724
10-6,0.1,600,0.06688234587393553,0.3306510840574786,126,724
10-6,0.1,800,0.06400777956665761,0.3164398829807688,126,724
10-6,0.1,1000,0.08924081009046081,0.44118623850599303,126,724
10-6,0.1,1200,0.06877827967664886,0.340024148936961,126,724
10-6,0.3,400,0.09315652497159085,0.46054464098706116,126,724
10-6,0.3,600,0.10018419167919478,0.495287824481907,126,724
10-6,0.3,800,0.0982101507592641,0.4855286158055369,126,724
10-6,0.3,1000,0.09564952142670637,0.4728694476257086,126,724
10-6,0.3,1200,0.1016586024136949,0.5025769753234064,126,724
10-6,0.5,400,0.10039367883188766,0.4963234812494578,126,724
10-6,0.5,600,0.09993031708088326,0.49403272629344663,126,724
10-6,0.5,800,0.09542588997400801,0.47176386466061,126,724
10-6,0.5,1000,0.09931450449417097,0.49098828912976733,126,724
10-6,0.5,1200,0.09355661822615703,0.4625226109074904,126,724
10-6,0.7,400,0.1136513836002032,0.5618665538865958,126,724
10-6,0.7,600,0.10831664865284746,0.5354928394115192,126,724
10-6,0.7,800,0.10370869517483083,0.5127121669801954,126,724
10-6,0.7,1000,0.10323142474389463,0.5103526506786128,126,724
10-6,0.7,1200,0.10018290238975891,0.49528145052860045,126,724
10-6,0.9,400,0.12493905460942349,0.6176702283378137,126,724
10-6,0.9,600,0.1192361293472549,0.5894762648098436,126,724
10-6,0.9,800,0.11421802054122886,0.5646678778588483,126,724
10-6,0.9,1000,0.11388073951604123,0.5630004372935831,126,724
10-6,0.9,1200,0.10988973216491821,0.5432698059904059,126,724
10-6,0.1,400,0.06608869190516393,0.32672743960823214,126,725
10-6,0.1,600,0.09723720586320243,0.4807185978492685,126,725
10-6,0.1,800,0.07175242917639862,0.35472766663496247,126,725
10-6,0.1,1000,0.07827709024764391,0.3869841048343832,126,725
10-6,0.1,1200,0.07394001299852321,0.3655425827806293,126,725
10-6,0.3,400,0.09416633894743437,0.46553693127601725,126,725
