stim,leak_rate,N_x,RMSE,NRMSE,csv_seed,reservoir_seed
10-6,0.3,600,0.09442470461098841,0.46681423226809665,126,725
10-6,0.3,800,0.09656566528943317,0.4773986542108693,126,725
10-6,0.3,1000,0.0977158194681229,0.4830847544970915,126,725
10-6,0.3,1200,0.10243964282442837,0.506438261214731,126,725
10-6,0.5,400,0.10507372266796224,0.5194605519908362,126,725
10-6,0.5,600,0.09965407271717001,0.4926670370800521,126,725
10-6,0.5,800,0.09445509742513132,0.46696448741857915,126,725
10-6,0.5,1000,0.09649673524573264,0.4770578797751659,126,725
10-6,0.5,1200,0.0993269550575466,0.4910498418792035,126,725
10-6,0.7,400,0.11862819247841053,0.5864707634014332,126,725
10-6,0.7,600,0.10508889389080404,0.5195355550609824,126,725
10-6,0.7,800,0.10636230656011406,0.5258310172499658,126,725
10-6,0.7,1000,0.10107636697124457,0.49969853591301616,126,725
10-6,0.7,1200,0.10595528569224587,0.5238187987872897,126,725
10-6,0.9,400,0.12813483318355812,0.6334694296986182,126,725
10-6,0.9,600,0.11478300128408553,0.5674610139645895,126,725
10-6,0.9,800,0.11891429395163607,0.5878851839190804,126,725
10-6,0.9,1000,0.11062032044571508,0.5468816680429198,126,725
10-6,0.9,1200,0.11588701654793684,0.5729190139650157,126,725
10-6,0.1,400,0.07224115862588505,0.35714383371421077,136,721
10-6,0.1,600,0.0728151104637504,0.35998132087030826,136,721
10-6,0.1,800,0.07146765888455871,0.35331982717487964,136,721
10-6,0.1,1000,0.06751374166313902,0.33377256102485303,136,721
10-6,0.1,1200,0.08278669119843686,0.40927854477309084,136,721
10-6,0.3,400,0.10142618256724344,0.5014279445413447,136,721
10-6,0.3,600,0.10387935379394388,0.5135558643217905,136,721
10-6,0.3,800,0.09157387164088115,0.45272036340456273,136,721
10-6,0.3,1000,0.10105582425466225,0.4995969774012942,136,721
10-6,0.3,1200,0.11416859470663218,0.5644235277904366,136,721
10-6,0.5,400,0.10131038324549711,0.5008554590705044,136,721
10-6,0.5,600,0.09753969859799576,0.48221405303063203,136,721
10-6,0.5,800,0.09601560085405163,0.47467926093176405,136,721
10-6,0.5,1000,0.09502347996371553,0.4697744412275625,136,721
10-6,0.5,1200,0.10058041995943362,0.4972466868495959,136,721
10-6,0.7,400,0.11576943280159348,0.5723377067054101,136,721
10-6,0.7,600,0.10865217989821321,0.5371516294638965,136,721
10-6,0.7,800,0.10065854088852567,0.4976328989292462,136,721
10-6,0.7,1000,0.09971369997694637,0.49296182067095057,136,721
10-6,0.7,1200,0.1023681010101168,0.5060845747800156,136,721
10-6,0.9,400,0.12662533549500468,0.6260068169481142,136,721
10-6,0.9,600,0.11928746090306501,0.5897300363298641,136,721
10-6,0.9,800,0.10861385403837032,0.536962155142401,136,721
10-6,0.9,1000,0.10880806960185173,0.5379223126513347,136,721
10-6,0.9,1200,0.11090583869054993,0.5482932052122466,136,721
10-6,0.1,400,0.08373889570006389,0.4139860269433609,136,722
10-6,0.1,600,0.07167187222324554,0.35432941140721314,136,722
10-6,0.1,800,0.06757241813397219,0.3340626441317797,136,722
10-6,0.1,1000,0.0733859385941952,0.36280336512841244,136,722
10-6,0.1,1200,0.07336552287359119,0.3627024344558811,136,722
10-6,0.3,400,0.09909162925978267,0.48988644473574805,136,722
10-6,0.3,600,0.09729731202406114,0.4810157490180377,136,722
10-6,0.3,800,0.10501918908249168,0.5191909503655079,136,722
10-6,0.3,1000,0.09723972415183538,0.4807310476946735,136,722
10-6,0.3,1200,0.09440894934938784,0.466736341843355,136,722
10-6,0.5,400,0.10507162379515704,0.5194501756417523,136,722
10-6,0.5,600,0.09496775500943858,0.4694989497462162,136,722
10-6,0.5,800,0.0991294413808535,0.49007337924976985,136,722
10-6,0.5,1000,0.0966927000160868,0.4780266849644577,136,722
10-6,0.5,1200,0.09334732336353246,0.46148790477823903,136,722
10-6,0.7,400,0.11718384527879624,0.5793302398287701,136,722
10-6,0.7,600,0.10571357235537052,0.5226238231053716,136,722
10-6,0.7,800,0.10486223235042336,0.5184149920325521,136,722
10-6,0.7,1000,0.10032394133688474,0.49597871495843043,136,722
10-6,0.7,1200,0.09985447223201899,0.49365776663601446,136,722
10-6,0.9,400,0.12686567990297148,0.6271950249573124,136,722
10-6,0.9,600,0.1181759346052002,0.5842349034880805,136,722
10-6,0.9,800,0.11475711485594528,0.5673330373600745,136,722
10-6,0.9,1000,0.11042733780739628,0.5459276058351638,136,722
10-6,0.9,1200,0.11194657403600107,0.5534383637095124,136,722
10-6,0.1,400,0.07976788988256649,0.39435427866663425,136,723
10-6,0.1,600,0.0719132889007886,0.35552292047296313,136,723
10-6,0.1,800,0.05771492727476658,0.2853294545868653,136,723
10-6,0.1,1000,0.07278112759721214,0.35981331731849747,136,723
10-6,0.1,1200,0.07091112371469006,0.35056844405832405,136,723
10-6,0.3,400,0.09189986542288135,0.4543320024104303,136,723
10-6,0.3,600,0.09422880018808096,0.46584572542283587,136,723
10-6,0.3,800,0.0990361884864261,0.4896123581801436,136,723
10-6,0.3,1000,0.09372556606778225,0.46335785055485335,136,723
10-6,0.3,1200,0.09702992929816104,0.4796938697235561,136,723
10-6,0.5,400,0.10223764662629369,0.5054396380202842,136,723
10-6,0.5,600,0.09587547717585863,0.47398652138306513,136,723
10-6,0.5,800,0.10061159086380912,0.49740078870096094,136,723
10-6,0.5,1000,0.09629150082599065,0.4760432475506697,136,723
10-6,0.5,1200,0.0948540484148007,0.4689368102415349,136,723
10-6,0.7,400,0.11681657948672133,0.5775145614057122,136,723
10-6,0.7,600,0.10676830184691326,0.527838165473436,136,723
10-6,0.7,800,0.10532922231075395,0.5207236840290667,136,723
10-6,0.7,1000,0.10253184663346572,0.5068940958451414,136,723
10-6,0.7,1200,0.10048284657208253,0.4967643062470434,136,723
10-6,0.9,400,0.12720870091817482,0.6288908427258049,136,723
10-6,0.9,600,0.11888624731374352,0.5877465277295858,136,723
10-6,0.9,800,0.11491076610296828,0.5680926541278639,136,723
10-6,0.9,1000,0.11266759449844908,0.5570029246473932,136,723
10-6,0.9,1200,0.10801430160195892,0.5339981044581982,136,723
10-6,0.1,400,0.09634849622474351,0.47632501982013287,136,724
10-6,0.1,600,0.07139420102473669,0.35295666824758254,136,724
10-6,0.1,800,0.07024265825406589,0.3472637030788887,136,724
10-6,0.1,1000,0.07241703811556678,0.3580133418507279,136,724
10-6,0.1,1200,0.07877023370127387,0.3894220937447294,136,724
10-6,0.3,400,0.09224697168412546,0.45604801670484263,136,724
10-6,0.3,600,0.1000459879346081,0.4946045766476501,136,724
10-6,0.3,800,0.09769910555309665,0.48300212470816795,136,724
10-6,0.3,1000,0.09501955969067791,0.469755060290594,136,724
10-6,0.3,1200,0.10126507402678439,0.5006314606133719,136,724
10-6,0.5,400,0.100799973352481,0.498332108816649,136,724
10-6,0.5,600,0.09993901743916966,0.4940757388831143,136,724
10-6,0.5,800,0.09529423126298833,0.4711129739815312,136,724
10-6,0.5,1000,0.09947527658669579,0.49178310973578676,136,724
10-6,0.5,1200,0.09353002870420739,0.46239115836732697,136,724
10-6,0.7,400,0.11389175509877879,0.5630548958255933,136,724
10-6,0.7,600,0.10829702572692429,0.5353958281353133,136,724
10-6,0.7,800,0.10379061949247693,0.5131171821465504,136,724
10-6,0.7,1000,0.10333959530327154,0.5108874212859191,136,724
10-6,0.7,1200,0.10017480126755163,0.4952414004256186,136,724
10-6,0.9,400,0.1250487119649876,0.6182123493268187,136,724
10-6,0.9,600,0.11918930277827484,0.5892447649185998,136,724
10-6,0.9,800,0.11421567633347461,0.5646562886296569,136,724
10-6,0.9,1000,0.11389903343826004,0.5630908782781847,136,724
10-6,0.9,1200,0.10985798045536875,0.5431128327705521,136,724
10-6,0.1,400,0.06012373336626467,0.29723804324401787,136,725
10-6,0.1,600,0.09379277368012788,0.4636901096822602,136,725
10-6,0.1,800,0.07925015913479384,0.3917947357743502,136,725
10-6,0.1,1000,0.07379897188580639,0.3648453076446107,136,725
10-6,0.1,1200,0.058274515801235015,0.2880959328029804,136,725
10-6,0.3,400,0.09408658613993108,0.46514265156119844,136,725
10-6,0.3,600,0.09447034331323217,0.4670398596167593,136,725
10-6,0.3,800,0.09584135428263478,0.47381782557121505,136,725
10-6,0.3,1000,0.09749926846957538,0.4820141756845835,136,725
10-6,0.3,1200,0.10087499217490108,0.4987029847874869,136,725
10-6,0.5,400,0.10522616924576275,0.5202142131483799,136,725
10-6,0.5,600,0.09967359674457127,0.492763559424492,136,725
10-6,0.5,800,0.0941984660920771,0.4656957605614585,136,725
10-6,0.5,1000,0.09642741719770474,0.4767151871344446,136,725
10-6,0.5,1200,0.09890264365851043,0.48895214296873607,136,725
10-6,0.7,400,0.1186987245186912,0.5868194577433385,136,725
10-6,0.7,600,0.10502968332928381,0.5192428315313499,136,725
10-6,0.7,800,0.10626902618497958,0.5253698603219832,136,725
10-6,0.7,1000,0.10105325550582114,0.4995842780921135,136,725
10-6,0.7,1200,0.10589792339075407,0.5235352126342554,136,725
10-6,0.9,400,0.1281481952915578,0.633535488917051,136,725
10-6,0.9,600,0.11472181093637675,0.5671585028229813,136,725
10-6,0.9,800,0.11883813162251856,0.5875086547115894,136,725
10-6,0.9,1000,0.11058106325542408,0.5466875894358201,136,725
10-6,0.9,1200,0.1158302899164453,0.5726385704196747,136,725
10-6,0.1,400,0.0776260496569598,0.3837655084430294,146,721
10-6,0.1,600,0.11713492138935767,0.5790883712628908,146,721
10-6,0.1,800,0.06980488665719713,0.3450994600161967,146,721
10-6,0.1,1000,0.06871183763839685,0.3396956746334964,146,721
10-6,0.1,1200,0.08746388524827522,0.4324015268204196,146,721
10-6,0.3,400,0.10119238964297786,0.5002721255753191,146,721
10-6,0.3,600,0.10391907690144275,0.5137522463174428,146,721
10-6,0.3,800,0.09170080641484103,0.4533479000147997,146,721
10-6,0.3,1000,0.10092967797517113,0.49897333892811363,146,721
10-6,0.3,1200,0.11424626144379711,0.5648074944486515,146,721
10-6,0.5,400,0.10134128676341347,0.5010082390241187,146,721
10-6,0.5,600,0.09751292895324898,0.48208171000438654,146,721
10-6,0.5,800,0.09602147684531052,0.47470831049416023,146,721
10-6,0.5,1000,0.09497511192836262,0.4695353206776746,146,721
10-6,0.5,1200,0.10066829892640755,0.4976811404459239,146,721
10-6,0.7,400,0.11580173590532226,0.5724974058924941,146,721
10-6,0.7,600,0.1086432597428423,0.5371075302475066,146,721
10-6,0.7,800,0.10066747006266341,0.497677042732365,146,721
10-6,0.7,1000,0.09975676935174084,0.49317474584992543,146,721
10-6,0.7,1200,0.10241330074084035,0.5063080319534677,146,721
10-6,0.9,400,0.12665483806382233,0.6261526709284818,146,721
10-6,0.9,600,0.11926099728777945,0.5895992062435699,146,721
10-6,0.9,800,0.10861323043286489,0.5369590721788222,146,721
10-6,0.9,1000,0.10882976401551488,0.5380295648910997,146,721
10-6,0.9,1200,0.110931672144347,0.548420919923675,146,721
10-6,0.1,400,0.081787453221078,0.40433853981172374,146,722
10-6,0.1,600,0.06286905289751893,0.3108102776988973,146,722
10-6,0.1,800,0.09481111083294928,0.46872453661685165,146,722
10-6,0.1,1000,0.1105976202779878,0.5467694435841446,146,722
10-6,0.1,1200,0.0652907182436482,0.32278243958196484,146,722
10-6,0.3,400,0.09914346666757212,0.49014271707273543,146,722
10-6,0.3,600,0.09733953601441611,0.48122449480889884,146,722
10-6,0.3,800,0.10492738909330591,0.5187371121284647,146,722
10-6,0.3,1000,0.09755392262500688,0.4822843733803362,146,722
10-6,0.3,1200,0.0943955079443462,0.46666989059840835,146,722
10-6,0.5,400,0.10510042235866641,0.5195925491802287,146,722
10-6,0.5,600,0.09495983521390412,0.46945979608100363,146,722
10-6,0.5,800,0.09916038914039584,0.49022637792390594,146,722
10-6,0.5,1000,0.09664421003929345,0.47778696156386313,146,722
10-6,0.5,1200,0.0933459343019652,0.46148103757424014,146,722
10-6,0.7,400,0.11718734718078117,0.5793475524345474,146,722
10-6,0.7,600,0.10571866009594336,0.5226489757359175,146,722
10-6,0.7,800,0.10496018556128248,0.5188992503960151,146,722
10-6,0.7,1000,0.10034040097678909,0.4960600876690681,146,722
10-6,0.7,1200,0.0998567985047905,0.4936692671987364,146,722
10-6,0.9,400,0.1268667515871019,0.6272003231195532,146,722
10-6,0.9,600,0.11817764238774585,0.5842433463760007,146,722
10-6,0.9,800,0.11480644603646592,0.5675769194802939,146,722
10-6,0.9,1000,0.11045052313368908,0.5460422288073812,146,722
10-6,0.9,1200,0.1119434036735541,0.5534226901596953,146,722
10-6,0.1,400,0.0766387354179239,0.37888445172803425,146,723
10-6,0.1,600,0.07689769087439964,0.38016466852198005,146,723
10-6,0.1,800,0.07596337764051582,0.3755456367042978,146,723
10-6,0.1,1000,0.0795356210713967,0.3932059945686035,146,723
10-6,0.1,1200,0.06601335815311037,0.32635500669701845,146,723
10-6,0.3,400,0.09180134516448579,0.4538449406931049,146,723
10-6,0.3,600,0.09413293690828846,0.4653717992025379,146,723
10-6,0.3,800,0.09850791098911339,0.4870006745603905,146,723
10-6,0.3,1000,0.09371229525815186,0.46329224269476305,146,723
10-6,0.3,1200,0.09703387244280635,0.4797133637325436,146,723
10-6,0.5,400,0.1022938639710376,0.5057175637679463,146,723
10-6,0.5,600,0.09592099933854119,0.47421157258668173,146,723
10-6,0.5,800,0.10058828347343063,0.4972855622717067,146,723
10-6,0.5,1000,0.0963053993734525,0.4761119588036175,146,723
10-6,0.5,1200,0.09487417803074064,0.46903632647777377,146,723
10-6,0.7,400,0.1168368696457754,0.5776148713305401,146,723
10-6,0.7,600,0.10676201131279668,0.5278070665055729,146,723
10-6,0.7,800,0.1053570778933496,0.5208613956846905,146,723
10-6,0.7,1000,0.1025373450812174,0.5069212789184319,146,723
10-6,0.7,1200,0.10049177469531238,0.49680844485471287,146,723
10-6,0.9,400,0.12721233092781142,0.6289087886666328,146,723
10-6,0.9,600,0.11886982024442709,0.5876653160405161,146,723
10-6,0.9,800,0.1149220863563464,0.5681486188821256,146,723
10-6,0.9,1000,0.11266678404406492,0.5569989179455169,146,723
10-6,0.9,1200,0.10801468101847966,0.5339999802070562,146,723
10-6,0.1,400,0.10294351683822354,0.5089292995704101,146,724
10-6,0.1,600,0.06940174967801492,0.3431064426145418,146,724
10-6,0.1,800,0.07743055693192306,0.38279903693826817,146,724
10-6,0.1,1000,0.07649563176853658,0.37817697988050536,146,724
10-6,0.1,1200,0.06266031069976208,0.3097783038188701,146,724
10-6,0.3,400,0.09200996111317765,0.45487629042651073,146,724
10-6,0.3,600,0.10005185905035045,0.494633602106603,146,724
10-6,0.3,800,0.09754306513622867,0.4822306964288515,146,724
10-6,0.3,1000,0.0952934406472938,0.4711090653576177,146,724
10-6,0.3,1200,0.10120814547911929,0.5003500188404598,146,724
10-6,0.5,400,0.10092687617295877,0.49895948745614854,146,724
10-6,0.5,600,0.09999708746860436,0.49436282388189745,146,724
10-6,0.5,800,0.09530676495873303,0.4711749377184647,146,724
10-6,0.5,1000,0.09951756087303545,0.4919921536162625,146,724
10-6,0.5,1200,0.09351902851568267,0.4623367759407986,146,724
10-6,0.7,400,0.11392468650750276,0.5632177012094631,146,724
10-6,0.7,600,0.10832280562298356,0.5355232780694851,146,724
10-6,0.7,800,0.10384778738853166,0.513399807203384,146,724
10-6,0.7,1000,0.10337176458745795,0.511046458899666,146,724
10-6,0.7,1200,0.10018187555836809,0.49527637410808795,146,724
10-6,0.9,400,0.12504039222796431,0.6181712184419809,146,724
10-6,0.9,600,0.11919364609160216,0.5892662372704037,146,724
10-6,0.9,800,0.11423899894441858,0.56477159030592,146,724
10-6,0.9,1000,0.11390532045786106,0.5631219598710835,146,724
10-6,0.9,1200,0.109873347389706,0.5431888033937541,146,724
10-6,0.1,400,0.06874147914560125,0.33984221549360183,146,725
10-6,0.1,600,0.09843924259187202,0.48666119364518534,146,725
10-6,0.1,800,0.07945611388423639,0.39281292914481486,146,725
10-6,0.1,1000,0.07301153746967956,0.3609524112469984,146,725
10-6,0.1,1200,0.06131603529225376,0.30313251239280037,146,725
10-6,0.3,400,0.09404084606215127,0.46491652303497605,146,725
10-6,0.3,600,0.0945333174078109,0.4673511891966045,146,725
10-6,0.3,800,0.0960521859392285,0.47486012925981086,146,725
10-6,0.3,1000,0.09739176071519644,0.4814826818342185,146,725
10-6,0.3,1200,0.10055125400214895,0.4971024969999766,146,725
10-6,0.5,400,0.10531199501194412,0.5206385161876517,146,725
10-6,0.5,600,0.09969741991320542,0.49288133574396226,146,725
10-6,0.5,800,0.09413620947836528,0.465387978043597,146,725
10-6,0.5,1000,0.09645560486080375,0.4768545405204383,146,725
10-6,0.5,1200,0.09879885041891384,0.48843901283339164,146,725
10-6,0.7,400,0.11873632743177617,0.58700535798073,146,725
10-6,0.7,600,0.10504516641095352,0.5193193763605083,146,725
10-6,0.7,800,0.10628064788398797,0.5254273153547799,146,725
10-6,0.7,1000,0.10109418508281053,0.4997866245981266,146,725
10-6,0.7,1200,0.10593168482910352,0.5237021214955359,146,725
10-6,0.9,400,0.12815563141057093,0.6335722513957104,146,725
10-6,0.9,600,0.11473762838690528,0.5672367006956178,146,725
10-6,0.9,800,0.11887086889624164,0.5876705003362335,146,725
10-6,0.9,1000,0.11060069997444663,0.5467846689019676,146,725
10-6,0.9,1200,0.11584702359263292,0.572721297903279,146,725
10-6,0.1,400,0.07266666311692246,0.359247430999779,156,721
10-6,0.1,600,0.07214828593850932,0.3566846923016473,156,721
10-6,0.1,800,0.07884411574414439,0.38978734973640117,156,721
10-6,0.1,1000,0.0902108893233024,0.44598208927601996,156,721
10-6,0.1,1200,0.08510097310169035,0.4207198273735503,156,721
10-6,0.3,400,0.10184739423465418,0.5035103190846888,156,721
10-6,0.3,600,0.10390999247819285,0.5137073349980749,156,721
10-6,0.3,800,0.09172813781778603,0.45348302024562426,156,721
10-6,0.3,1000,0.10122278311786974,0.5004223839923939,156,721
10-6,0.3,1200,0.11385435737190791,0.5628700099821086,156,721
10-6,0.5,400,0.10150151805351121,0.5018003860261184,156,721
10-6,0.5,600,0.0971365163536919,0.4802208118485259,156,721
10-6,0.5,800,0.0959446374994514,0.47432843427010435,156,721
10-6,0.5,1000,0.09514942426080998,0.47039708114577994,156,721
10-6,0.5,1200,0.10049642121979165,0.496831416213389,156,721
10-6,0.7,400,0.1159218345373861,0.5730911461742805,156,721
10-6,0.7,600,0.1081224059532801,0.5345325477479573,156,721
10-6,0.7,800,0.10062195873569489,0.4974520450980506,156,721
10-6,0.7,1000,0.09982988712464853,0.4935362234649805,156,721
10-6,0.7,1200,0.10235542147257717,0.5060218900344665,156,721
10-6,0.9,400,0.1267746272741125,0.6267448814994969,156,721
10-6,0.9,600,0.11885642050798599,0.5875990707956396,156,721
10-6,0.9,800,0.10860273169409168,0.5369071688056489,156,721
10-6,0.9,1000,0.10888221428180624,0.5382888670609283,156,721
10-6,0.9,1200,0.11079431400930939,0.5477418525904223,156,721
10-6,0.1,400,0.0900100631239226,0.44498925028892405,156,722
10-6,0.1,600,0.07189756376703377,0.3554451789934285,156,722
10-6,0.1,800,0.08504554216244117,0.42044578943553285,156,722
10-6,0.1,1000,0.10222701219947518,0.505387063836321,156,722
10-6,0.1,1200,0.07691900589144983,0.3802700451113065,156,722
10-6,0.3,400,0.0992142091204754,0.4904924516467207,156,722
10-6,0.3,600,0.09712025659500031,0.48014042730507667,156,722
10-6,0.3,800,0.10471716837482231,0.5176978287787305,156,722
10-6,0.3,1000,0.0977092005571062,0.4830520321086293,156,722
10-6,0.3,1200,0.09443574237691868,0.46686880046875895,156,722
10-6,0.5,400,0.10502313279925332,0.5192104472029082,156,722
10-6,0.5,600,0.09510687402872345,0.4701867224901068,156,722
10-6,0.5,800,0.09917122824344404,0.49027996398052925,156,722
10-6,0.5,1000,0.096496162129924,0.4770550464211479,156,722
10-6,0.5,1200,0.09340812878005689,0.46178851290774847,156,722
10-6,0.7,400,0.11717961821032241,0.5793093421650444,156,722
10-6,0.7,600,0.1058125112791069,0.5231129546087817,156,722
10-6,0.7,800,0.10474847834126169,0.5178526181212649,156,722
10-6,0.7,1000,0.1004252551366924,0.49647958730820607,156,722
10-6,0.7,1200,0.09988217218385363,0.4937947088886043,156,722
10-6,0.9,400,0.12690201838237988,0.6273746741226098,156,722
10-6,0.9,600,0.11822088011060171,0.584457103829446,156,722
10-6,0.9,800,0.11463918302390848,0.5667500092440847,156,722
10-6,0.9,1000,0.1105572370454999,0.5465697980809047,156,722
10-6,0.9,1200,0.11194568072666862,0.5534339473916439,156,722
10-6,0.1,400,0.0835180405385495,0.4128941693295136,156,723
10-6,0.1,600,0.07169869412220352,0.35446201276637673,156,723
10-6,0.1,800,0.07517085483646845,0.37162758447579997,156,723
10-6,0.1,1000,0.08242020690806988,0.40746672991647254,156,723
10-6,0.1,1200,0.07162259929544888,0.3540858172751927,156,723
10-6,0.3,400,0.09192252162692899,0.45444400952278696,156,723
10-6,0.3,600,0.09435124280370918,0.4664510538254702,156,723
10-6,0.3,800,0.10001651206966203,0.49445885468514117,156,723
10-6,0.3,1000,0.09379250070527602,0.4636887601567687,156,723
10-6,0.3,1200,0.09734996523706967,0.4812760545102104,156,723
10-6,0.5,400,0.10231272344509415,0.5058108007120168,156,723
10-6,0.5,600,0.09565777151137438,0.4729102341651668,156,723
10-6,0.5,800,0.10058571158250669,0.4972728474287842,156,723
10-6,0.5,1000,0.0963420863099447,0.47629333066136836,156,723
10-6,0.5,1200,0.09487982249558165,0.4690642314262952,156,723
10-6,0.7,400,0.1168298951156856,0.5775803908423807,156,723
10-6,0.7,600,0.10656388867268984,0.5268275932997267,156,723
10-6,0.7,800,0.10539570466794708,0.5210523576601925,156,723
10-6,0.7,1000,0.1025423432670924,0.5069459888109498,156,723
10-6,0.7,1200,0.10051810462408202,0.4969386140253225,156,723
10-6,0.9,400,0.12726907166320042,0.6291893019384303,156,723
10-6,0.9,600,0.11877666754607015,0.5872047903174403,156,723
10-6,0.9,800,0.11503370974146152,0.5687004594734237,156,723
10-6,0.9,1000,0.11266357605913385,0.5569830583987077,156,723
10-6,0.9,1200,0.10803228522801903,0.5340870114092681,156,723
10-6,0.1,400,0.07115563165643381,0.35177723563017793,156,724
10-6,0.1,600,0.07192175067389558,0.3555647535518468,156,724
10-6,0.1,800,0.0729812931695417,0.3608028903159295,156,724
10-6,0.1,1000,0.08979529573558637,0.44392748923904374,156,724
10-6,0.1,1200,0.07951522242144513,0.39310514828948956,156,724
10-6,0.3,400,0.09236822160156974,0.4566474486793191,156,724
10-6,0.3,600,0.10011826082922018,0.4949618773768515,156,724
10-6,0.3,800,0.09772429840782618,0.4831266724437172,156,724
10-6,0.3,1000,0.09618053080354627,0.4754946370355978,156,724
10-6,0.3,1200,0.10125678053527705,0.500590459480387,156,724
10-6,0.5,400,0.10063058638045137,0.49749469820858844,156,724
10-6,0.5,600,0.10010791061754605,0.49491070828782574,156,724
10-6,0.5,800,0.09550908126276263,0.47217514344354466,156,724
10-6,0.5,1000,0.0993057210532348,0.4909448657984032,156,724
10-6,0.5,1200,0.0935456842056593,0.4624685556006162,156,724
10-6,0.7,400,0.11365156049478504,0.5618674284131167,156,724
10-6,0.7,600,0.10838967333047507,0.535853856784714,156,724
10-6,0.7,800,0.1038637659957777,0.5134788017981249,156,724
10-6,0.7,1000,0.1032703092885651,0.5105448870106428,156,724
10-6,0.7,1200,0.10022175914936389,0.4954735494975954,156,724
10-6,0.9,400,0.12488154367946191,0.6173859073994784,156,724
10-6,0.9,600,0.11926547359748706,0.5896213360991851,156,724
10-6,0.9,800,0.11428659883874238,0.5650069133415212,156,724
10-6,0.9,1000,0.11389650801473139,0.5630783931594806,156,724
10-6,0.9,1200,0.10995635282106725,0.5435991633400692,156,724
10-6,0.1,400,0.06879016282218223,0.340082896501827,156,725
10-6,0.1,600,0.09474091009427726,0.4683774801546383,156,725
10-6,0.1,800,0.08114326072473631,0.401153798838993,156,725
10-6,0.1,1000,0.07955931712833868,0.39332314247682015,156,725
10-6,0.1,1200,0.0940120530024236,0.46477417670594284,156,725
10-6,0.3,400,0.09405471683501154,0.46498509697661994,156,725
10-6,0.3,600,0.09465130031305621,0.46793446980690406,156,725
10-6,0.3,800,0.09577671364316734,0.4734982569730327,156,725
10-6,0.3,1000,0.09774155369185188,0.4832119786376652,156,725
10-6,0.3,1200,0.10094999544631464,0.49907378387769075,156,725
10-6,0.5,400,0.10530626241882947,0.5206101755530186,156,725
10-6,0.5,600,0.09973239137891834,0.49305422670491705,156,725
10-6,0.5,800,0.09441440578722267,0.4667633172291852,156,725
10-6,0.5,1000,0.0966309082209505,0.4777212004037608,156,725
10-6,0.5,1200,0.09910069595013661,0.48993126838771733,156,725
10-6,0.7,400,0.11870810362258596,0.5868658258966944,156,725
10-6,0.7,600,0.1051614942673014,0.5198944747860332,156,725
10-6,0.7,800,0.10647329229179138,0.5263797054279074,156,725
10-6,0.7,1000,0.10120600613193838,0.5003394423952814,156,725
10-6,0.7,1200,0.10608217482361998,0.5244461097509787,156,725
10-6,0.9,400,0.128151892170001,0.6335537654420279,156,725
10-6,0.9,600,0.11485227294313384,0.5678034772687619,156,725
10-6,0.9,800,0.11905339244324914,0.5885728551788372,156,725
10-6,0.9,1000,0.11068921477018548,0.5472222658908852,156,725
10-6,0.9,1200,0.11595918592107753,0.5732758029076418,156,725
10-7,0.1,400,0.07341251250225667,0.9965523703818708,116,721
10-7,0.1,600,0.065152772680187,0.8844289323212537,116,721
10-7,0.1,800,0.05639231072775257,0.7655083447161045,116,721
10-7,0.1,1000,0.04612026734673097,0.6260685022272943,116,721
10-7,0.1,1200,0.049856927872214164,0.6767925242919004,116,721
10-7,0.3,400,0.12935283981739218,1.7559251787178116,116,721
10-7,0.3,600,0.12840501707012267,1.7430587752492714,116,721
10-7,0.3,800,0.12954921766849412,1.7585909478944233,116,721
10-7,0.3,1000,0.11382191604779275,1.5450976457909325,116,721
10-7,0.3,1200,0.1027380146140096,1.3946370789144604,116,721
10-7,0.5,400,0.14291972034486577,1.9400914262348934,116,721
10-7,0.5,600,0.14643312531098854,1.9877848224661345,116,721
10-7,0.5,800,0.14267682825039063,1.936794240452173,116,721
10-7,0.5,1000,0.1375522664350278,1.8672298835026506,116,721
10-7,0.5,1200,0.13116738531321892,1.7805570780139472,116,721
10-7,0.7,400,0.14785360885334276,2.00706745144819,116,721
10-7,0.7,600,0.1481766049293521,2.0114520242437512,116,721
10-7,0.7,800,0.1478141086426118,2.006531248186746,116,721
10-7,0.7,1000,0.14490980576318574,1.9671062262096006,116,721
10-7,0.7,1200,0.1431326827836292,1.9429823261090187,116,721
10-7,0.9,400,0.15063197864764488,2.0447829703690834,116,721
10-7,0.9,600,0.14954389537067436,2.0300125731727676,116,721
10-7,0.9,800,0.1504235179524876,2.0419531802854918,116,721
10-7,0.9,1000,0.14757865905219325,2.0033350921168958,116,721
10-7,0.9,1200,0.14686737845751205,1.993679675915,116,721
10-7,0.1,400,0.06503514766412997,0.8828322087577571,116,722
10-7,0.1,600,0.06660769102222527,0.9041790031613675,116,722
10-7,0.1,800,0.06193767205927546,0.8407849262032622,116,722
10-7,0.1,1000,0.04699347062831732,0.6379219693057212,116,722
10-7,0.1,1200,0.054670633697925665,0.7421371063995671,116,722
10-7,0.3,400,0.13241514384451372,1.7974950178779154,116,722
10-7,0.3,600,0.12535872339142412,1.7017062716649127,116,722
10-7,0.3,800,0.12445291122443788,1.6894101489555433,116,722
10-7,0.3,1000,0.1019562709586677,1.3840251482474915,116,722
10-7,0.3,1200,0.12301055187728656,1.6698305626241,116,722
10-7,0.5,400,0.14459266292469924,1.9628011093205193,116,722
10-7,0.5,600,0.1461325552061538,1.983704675360016,116,722
10-7,0.5,800,0.14411830970030778,1.9563619095975695,116,722
