2023/6/1 0:00 UPDATE
DATE,ÉsÅ[ÉNéûãüããóÕ(ñúkW),ó\ëzç≈ëÂìdóÕ(ñúkW),ó\ëzégópó¶(%),é¿ê—ç≈ëÂìdóÕ(ñúkW),é¿ê—ç≈ëÂìdóÕî≠ê∂éûä‘ë—
2023/5/1,973,848,87,838,19:00Å`20:00
2023/5/2,768,657,86,829,11:00Å`12:00
2023/5/3,825,682,83,792,4:00Å`5:00
2023/5/4,800,725,91,794,18:00Å`19:00
2023/5/5,727,658,91,811,19:00Å`20:00
2023/5/6,767,680,89,834,18:00Å`19:00
2023/5/7,767,695,91,851,18:00Å`19:00
2023/5/8,1042,893,86,899,19:00Å`20:00
2023/5/9,1006,879,87,919,11:00Å`12:00
2023/5/10,1054,917,87,928,14:00Å`15:00
2023/5/11,1066,914,86,936,14:00Å`15:00
2023/5/12,1008,863,86,949,13:00Å`14:00
2023/5/13,896,832,93,858,18:00Å`19:00
2023/5/14,978,828,85,819,19:00Å`20:00
2023/5/15,1025,925,90,970,14:00Å`15:00
2023/5/16,1064,960,90,1030,14:00Å`15:00
2023/5/17,984,842,86,1040,14:00Å`15:00
2023/5/18,967,888,92,963,10:00Å`11:00
2023/5/19,998,929,93,938,9:00Å`10:00
2023/5/20,952,835,88,862,17:00Å`18:00
2023/5/21,934,791,85,850,18:00Å`19:00
2023/5/22,774,678,88,998,11:00Å`12:00
2023/5/23,1028,920,90,992,11:00Å`12:00
2023/5/24,826,724,88,969,14:00Å`15:00
2023/5/25,972,840,86,966,13:00Å`14:00
2023/5/26,862,789,92,998,14:00Å`15:00
2023/5/27,1012,900,89,922,11:00Å`12:00
2023/5/28,784,703,90,917,19:00Å`20:00
2023/5/29,890,819,92,1162,13:00Å`14:00
2023/5/30,897,798,89,1085,14:00Å`15:00
2023/5/31,1138,1024,90,980,16:00Å`17:00
