2017/11/1 0:00 UPDATE
DATE,ÉsÅ[ÉNéûãüããóÕ(ñúkW),ó\ëzç≈ëÂìdóÕ(ñúkW),ó\ëzégópó¶(%),é¿ê—ç≈ëÂìdóÕ(ñúkW),é¿ê—ç≈ëÂìdóÕî≠ê∂éûä‘ë—
2017/10/1,1109,980,88,920,18:00Å`19:00
2017/10/2,1218,1080,89,1075,18:00Å`19:00
2017/10/3,1171,1040,89,1130,13:00Å`14:00
2017/10/4,1181,1030,87,1027,14:00Å`15:00
2017/10/5,1172,1060,90,1042,18:00Å`19:00
2017/10/6,1191,1080,91,1067,11:00Å`12:00
2017/10/7,1074,980,91,1047,13:00Å`14:00
2017/10/8,1055,980,93,990,18:00Å`19:00
2017/10/9,1163,1040,89,1053,18:00Å`19:00
2017/10/10,1252,1160,93,1192,14:00Å`15:00
2017/10/11,1228,1100,90,1192,13:00Å`14:00
2017/10/12,1184,1070,90,1150,13:00Å`14:00
2017/10/13,1220,1070,88,1057,11:00Å`12:00
2017/10/14,1133,970,86,964,18:00Å`19:00
2017/10/15,1116,930,83,923,18:00Å`19:00
2017/10/16,1189,1050,88,1032,18:00Å`19:00
2017/10/17,1165,1030,88,1022,18:00Å`19:00
2017/10/18,1168,1020,87,1028,18:00Å`19:00
2017/10/19,1159,1010,87,1030,18:00Å`19:00
2017/10/20,1121,1010,90,1019,18:00Å`19:00
2017/10/21,1074,970,90,959,18:00Å`19:00
2017/10/22,1062,930,88,928,18:00Å`19:00
2017/10/23,1132,1020,90,1007,18:00Å`19:00
2017/10/24,1098,1000,91,1005,18:00Å`19:00
2017/10/25,1105,1010,91,994,18:00Å`19:00
2017/10/26,1117,990,89,1014,18:00Å`19:00
2017/10/27,1110,1020,92,1008,18:00Å`19:00
2017/10/28,1092,970,89,961,18:00Å`19:00
2017/10/29,1054,930,88,899,18:00Å`19:00
2017/10/30,1125,1010,90,996,18:00Å`19:00
2017/10/31,1108,1000,90,1005,18:00Å`19:00
