stim,N_x,leak_rate,csv_seed,reservoir_seed,RMSE,NRMSE
10-6,1200,0.5,126,725,2.3028378433454435,1.1751620159515832
10-6,400,0.7,126,725,2.302843314111344,1.175164807740116
10-6,600,0.7,126,725,2.303102863682862,1.1752972585761947
10-6,800,0.7,126,725,2.3028963260162953,1.1751918602645794
10-6,1000,0.7,126,725,2.30271159875787,1.1750975920302615
10-6,1200,0.7,126,725,2.3026021200686677,1.1750417239206254
10-6,400,0.9,126,725,2.302679465231757,1.1750811939588839
10-6,600,0.9,126,725,2.302858754634727,1.1751726871992099
10-6,800,0.9,126,725,2.302626421432843,1.1750541251586009
10-6,1000,0.9,126,725,2.3025974228555453,1.1750393268840913
10-6,1200,0.9,126,725,2.3024771828201285,1.174977967147961
10-6,400,0.1,136,721,2.3039029931345776,1.1757055729272106
10-6,600,0.1,136,721,2.305206792843896,1.1763709154302562
10-6,800,0.1,136,721,2.3045166265395136,1.1760187164128815
10-6,1000,0.1,136,721,2.304872273717099,1.1762002068532031
10-6,1200,0.1,136,721,2.304899034458787,1.1762138631370105
10-6,400,0.3,136,721,2.303868902194373,1.1756881759671372
10-6,600,0.3,136,721,2.304308156307626,1.1759123318931557
10-6,800,0.3,136,721,2.304178422804645,1.1758461275421457
10-6,1000,0.3,136,721,2.3036774214635005,1.1755904613658428
10-6,1200,0.3,136,721,2.303519433165113,1.1755098382999303
10-6,400,0.5,136,721,2.303160294261143,1.1753265659954493
10-6,600,0.5,136,721,2.303493327763364,1.1754965164428854
10-6,800,0.5,136,721,2.3033380427963643,1.175417272914995
10-6,1000,0.5,136,721,2.302980186229069,1.175234655000208
10-6,1200,0.5,136,721,2.3028378441761697,1.1751620163755114
10-6,400,0.7,136,721,2.30284331241401,1.175164806873949
10-6,600,0.7,136,721,2.3031028613802778,1.1752972574011622
10-6,800,0.7,136,721,2.302896324240761,1.1751918593585058
10-6,1000,0.7,136,721,2.3027115972415264,1.1750975912564559
10-6,1200,0.7,136,721,2.302602117739965,1.1750417227322643
10-6,400,0.9,136,721,2.3026794640435484,1.1750811933525287
10-6,600,0.9,136,721,2.3028587523921704,1.17517268605481
10-6,800,0.9,136,721,2.3026264199483113,1.175054124401029
10-6,1000,0.9,136,721,2.3025974230972825,1.1750393270074524
10-6,1200,0.9,136,721,2.3024771825694104,1.1749779670200171
10-6,400,0.1,136,722,2.3039029931345776,1.1757055729272106
10-6,600,0.1,136,722,2.305206792843896,1.1763709154302562
10-6,800,0.1,136,722,2.3045166265395136,1.1760187164128815
10-6,1000,0.1,136,722,2.304872273717099,1.1762002068532031
10-6,1200,0.1,136,722,2.304899034458787,1.1762138631370105
10-6,400,0.3,136,722,2.303868902194373,1.1756881759671372
10-6,600,0.3,136,722,2.304308156307626,1.1759123318931557
10-6,800,0.3,136,722,2.304178422804645,1.1758461275421457
10-6,1000,0.3,136,722,2.3036774214635005,1.1755904613658428
10-6,1200,0.3,136,722,2.303519433165113,1.1755098382999303
10-6,400,0.5,136,722,2.303160294261143,1.1753265659954493
10-6,600,0.5,136,722,2.303493327763364,1.1754965164428854
10-6,800,0.5,136,722,2.3033380427963643,1.175417272914995
10-6,1000,0.5,136,722,2.302980186229069,1.175234655000208
10-6,1200,0.5,136,722,2.3028378441761697,1.1751620163755114
10-6,400,0.7,136,722,2.30284331241401,1.175164806873949
10-6,600,0.7,136,722,2.3031028613802778,1.1752972574011622
10-6,800,0.7,136,722,2.302896324240761,1.1751918593585058
10-6,1000,0.7,136,722,2.3027115972415264,1.1750975912564559
10-6,1200,0.7,136,722,2.302602117739965,1.1750417227322643
10-6,400,0.9,136,722,2.3026794640435484,1.1750811933525287
10-6,600,0.9,136,722,2.3028587523921704,1.17517268605481
10-6,800,0.9,136,722,2.3026264199483113,1.175054124401029
10-6,1000,0.9,136,722,2.3025974230972825,1.1750393270074524
10-6,1200,0.9,136,722,2.3024771825694104,1.1749779670200171
10-6,400,0.1,136,723,2.3039029931345776,1.1757055729272106
10-6,600,0.1,136,723,2.305206792843896,1.1763709154302562
10-6,800,0.1,136,723,2.3045166265395136,1.1760187164128815
10-6,1000,0.1,136,723,2.304872273717099,1.1762002068532031
10-6,1200,0.1,136,723,2.304899034458787,1.1762138631370105
10-6,400,0.3,136,723,2.303868902194373,1.1756881759671372
10-6,600,0.3,136,723,2.304308156307626,1.1759123318931557
10-6,800,0.3,136,723,2.304178422804645,1.1758461275421457
10-6,1000,0.3,136,723,2.3036774214635005,1.1755904613658428
10-6,1200,0.3,136,723,2.303519433165113,1.1755098382999303
10-6,400,0.5,136,723,2.303160294261143,1.1753265659954493
10-6,600,0.5,136,723,2.303493327763364,1.1754965164428854
10-6,800,0.5,136,723,2.3033380427963643,1.175417272914995
10-6,1000,0.5,136,723,2.302980186229069,1.175234655000208
10-6,1200,0.5,136,723,2.3028378441761697,1.1751620163755114
10-6,400,0.7,136,723,2.30284331241401,1.175164806873949
10-6,600,0.7,136,723,2.3031028613802778,1.1752972574011622
10-6,800,0.7,136,723,2.302896324240761,1.1751918593585058
10-6,1000,0.7,136,723,2.3027115972415264,1.1750975912564559
10-6,1200,0.7,136,723,2.302602117739965,1.1750417227322643
10-6,400,0.9,136,723,2.3026794640435484,1.1750811933525287
10-6,600,0.9,136,723,2.3028587523921704,1.17517268605481
10-6,800,0.9,136,723,2.3026264199483113,1.175054124401029
10-6,1000,0.9,136,723,2.3025974230972825,1.1750393270074524
10-6,1200,0.9,136,723,2.3024771825694104,1.1749779670200171
10-6,400,0.1,136,724,2.3039029931345776,1.1757055729272106
10-6,600,0.1,136,724,2.305206792843896,1.1763709154302562
10-6,800,0.1,136,724,2.3045166265395136,1.1760187164128815
10-6,1000,0.1,136,724,2.304872273717099,1.1762002068532031
10-6,1200,0.1,136,724,2.304899034458787,1.1762138631370105
10-6,400,0.3,136,724,2.303868902194373,1.1756881759671372
10-6,600,0.3,136,724,2.304308156307626,1.1759123318931557
10-6,800,0.3,136,724,2.304178422804645,1.1758461275421457
10-6,1000,0.3,136,724,2.3036774214635005,1.1755904613658428
10-6,1200,0.3,136,724,2.303519433165113,1.1755098382999303
10-6,400,0.5,136,724,2.303160294261143,1.1753265659954493
10-6,600,0.5,136,724,2.303493327763364,1.1754965164428854
10-6,800,0.5,136,724,2.3033380427963643,1.175417272914995
10-6,1000,0.5,136,724,2.302980186229069,1.175234655000208
10-6,1200,0.5,136,724,2.3028378441761697,1.1751620163755114
10-6,400,0.7,136,724,2.30284331241401,1.175164806873949
10-6,600,0.7,136,724,2.3031028613802778,1.1752972574011622
10-6,800,0.7,136,724,2.302896324240761,1.1751918593585058
10-6,1000,0.7,136,724,2.3027115972415264,1.1750975912564559
10-6,1200,0.7,136,724,2.302602117739965,1.1750417227322643
10-6,400,0.9,136,724,2.3026794640435484,1.1750811933525287
10-6,600,0.9,136,724,2.3028587523921704,1.17517268605481
10-6,800,0.9,136,724,2.3026264199483113,1.175054124401029
10-6,1000,0.9,136,724,2.3025974230972825,1.1750393270074524
10-6,1200,0.9,136,724,2.3024771825694104,1.1749779670200171
10-6,400,0.1,136,725,2.3039029931345776,1.1757055729272106
10-6,600,0.1,136,725,2.305206792843896,1.1763709154302562
10-6,800,0.1,136,725,2.3045166265395136,1.1760187164128815
10-6,1000,0.1,136,725,2.304872273717099,1.1762002068532031
10-6,1200,0.1,136,725,2.304899034458787,1.1762138631370105
10-6,400,0.3,136,725,2.303868902194373,1.1756881759671372
10-6,600,0.3,136,725,2.304308156307626,1.1759123318931557
10-6,800,0.3,136,725,2.304178422804645,1.1758461275421457
10-6,1000,0.3,136,725,2.3036774214635005,1.1755904613658428
10-6,1200,0.3,136,725,2.303519433165113,1.1755098382999303
10-6,400,0.5,136,725,2.303160294261143,1.1753265659954493
10-6,600,0.5,136,725,2.303493327763364,1.1754965164428854
10-6,800,0.5,136,725,2.3033380427963643,1.175417272914995
10-6,1000,0.5,136,725,2.302980186229069,1.175234655000208
10-6,1200,0.5,136,725,2.3028378441761697,1.1751620163755114
10-6,400,0.7,136,725,2.30284331241401,1.175164806873949
10-6,600,0.7,136,725,2.3031028613802778,1.1752972574011622
10-6,800,0.7,136,725,2.302896324240761,1.1751918593585058
10-6,1000,0.7,136,725,2.3027115972415264,1.1750975912564559
10-6,1200,0.7,136,725,2.302602117739965,1.1750417227322643
10-6,400,0.9,136,725,2.3026794640435484,1.1750811933525287
10-6,600,0.9,136,725,2.3028587523921704,1.17517268605481
10-6,800,0.9,136,725,2.3026264199483113,1.175054124401029
10-6,1000,0.9,136,725,2.3025974230972825,1.1750393270074524
10-6,1200,0.9,136,725,2.3024771825694104,1.1749779670200171
10-6,400,0.1,146,721,2.3039029942819873,1.1757055735127457
10-6,600,0.1,146,721,2.3052067931705285,1.1763709155969402
10-6,800,0.1,146,721,2.3045166280277667,1.1760187171723524
10-6,1000,0.1,146,721,2.304872271078592,1.176200205506746
10-6,1200,0.1,146,721,2.304899032392041,1.1762138620823284
10-6,400,0.3,146,721,2.303868902875914,1.1756881763149345
10-6,600,0.3,146,721,2.304308151680394,1.175912329531831
10-6,800,0.3,146,721,2.3041784215496275,1.175846126901697
10-6,1000,0.3,146,721,2.303677418485268,1.1755904598460198
10-6,1200,0.3,146,721,2.303519429637169,1.175509836499584
10-6,400,0.5,146,721,2.3031602937052544,1.1753265657117735
10-6,600,0.5,146,721,2.303493329239463,1.1754965171961538
10-6,800,0.5,146,721,2.303338044584945,1.1754172738277262
10-6,1000,0.5,146,721,2.302980187797754,1.175234655800724
10-6,1200,0.5,146,721,2.302837842992759,1.1751620157716045
10-6,400,0.7,146,721,2.3028433150597873,1.1751648082241166
10-6,600,0.7,146,721,2.3031028612093998,1.1752972573139613
10-6,800,0.7,146,721,2.3028963257956256,1.1751918601519695
10-6,1000,0.7,146,721,2.302711601074946,1.1750975932126897
10-6,1200,0.7,146,721,2.3026021191422545,1.1750417234478672
10-6,400,0.9,146,721,2.3026794615772292,1.1750811920939406
10-6,600,0.9,146,721,2.3028587546437445,1.1751726872038115
10-6,800,0.9,146,721,2.302626419765317,1.175054124307645
10-6,1000,0.9,146,721,2.3025974206900406,1.175039325779012
10-6,1200,0.9,146,721,2.302477181920174,1.174977966688705
10-6,400,0.1,146,722,2.3039029942819873,1.1757055735127457
10-6,600,0.1,146,722,2.3052067931705285,1.1763709155969402
10-6,800,0.1,146,722,2.3045166280277667,1.1760187171723524
10-6,1000,0.1,146,722,2.304872271078592,1.176200205506746
10-6,1200,0.1,146,722,2.304899032392041,1.1762138620823284
10-6,400,0.3,146,722,2.303868902875914,1.1756881763149345
10-6,600,0.3,146,722,2.304308151680394,1.175912329531831
10-6,800,0.3,146,722,2.3041784215496275,1.175846126901697
10-6,1000,0.3,146,722,2.303677418485268,1.1755904598460198
10-6,1200,0.3,146,722,2.303519429637169,1.175509836499584
10-6,400,0.5,146,722,2.3031602937052544,1.1753265657117735
10-6,600,0.5,146,722,2.303493329239463,1.1754965171961538
10-6,800,0.5,146,722,2.303338044584945,1.1754172738277262
10-6,1000,0.5,146,722,2.302980187797754,1.175234655800724
10-6,1200,0.5,146,722,2.302837842992759,1.1751620157716045
10-6,400,0.7,146,722,2.3028433150597873,1.1751648082241166
10-6,600,0.7,146,722,2.3031028612093998,1.1752972573139613
10-6,800,0.7,146,722,2.3028963257956256,1.1751918601519695
10-6,1000,0.7,146,722,2.302711601074946,1.1750975932126897
10-6,1200,0.7,146,722,2.3026021191422545,1.1750417234478672
10-6,400,0.9,146,722,2.3026794615772292,1.1750811920939406
10-6,600,0.9,146,722,2.3028587546437445,1.1751726872038115
10-6,800,0.9,146,722,2.302626419765317,1.175054124307645
10-6,1000,0.9,146,722,2.3025974206900406,1.175039325779012
10-6,1200,0.9,146,722,2.302477181920174,1.174977966688705
10-6,400,0.1,146,723,2.3039029942819873,1.1757055735127457
10-6,600,0.1,146,723,2.3052067931705285,1.1763709155969402
10-6,800,0.1,146,723,2.3045166280277667,1.1760187171723524
10-6,1000,0.1,146,723,2.304872271078592,1.176200205506746
10-6,1200,0.1,146,723,2.304899032392041,1.1762138620823284
10-6,400,0.3,146,723,2.303868902875914,1.1756881763149345
10-6,600,0.3,146,723,2.304308151680394,1.175912329531831
10-6,800,0.3,146,723,2.3041784215496275,1.175846126901697
10-6,1000,0.3,146,723,2.303677418485268,1.1755904598460198
10-6,1200,0.3,146,723,2.303519429637169,1.175509836499584
10-6,400,0.5,146,723,2.3031602937052544,1.1753265657117735
10-6,600,0.5,146,723,2.303493329239463,1.1754965171961538
10-6,800,0.5,146,723,2.303338044584945,1.1754172738277262
10-6,1000,0.5,146,723,2.302980187797754,1.175234655800724
10-6,1200,0.5,146,723,2.302837842992759,1.1751620157716045
