stim,N_x,leak_rate,csv_seed,reservoir_seed,RMSE,NRMSE
10-6,400,0.1,116,721,2.258063821314595,1.1523133685124767
10-6,600,0.1,116,721,2.252281729112955,1.1493627069416965
10-6,800,0.1,116,721,2.2586215247573724,1.1525979703588511
10-6,1000,0.1,116,721,2.263167255125668,1.1549177036735592
10-6,1200,0.1,116,721,2.260150234172765,1.1533780866156638
10-6,400,0.3,116,721,2.213882010434608,1.1297669325607862
10-6,600,0.3,116,721,2.2315350568197587,1.1387754650710575
10-6,800,0.3,116,721,2.2128308971207544,1.1292305385439554
10-6,1000,0.3,116,721,2.201585041817503,1.12349166204101
10-6,1200,0.3,116,721,2.208552990624352,1.1270474785265547
10-6,400,0.5,116,721,2.2106896131351395,1.1281378191357994
10-6,600,0.5,116,721,2.2264318221177484,1.1361712315173929
10-6,800,0.5,116,721,2.210561464018737,1.1280724233136796
10-6,1000,0.5,116,721,2.2019707303319933,1.1236884828868752
10-6,1200,0.5,116,721,2.209420952796628,1.1274904086178286
10-6,400,0.7,116,721,2.213861222907074,1.1297563244700628
10-6,600,0.7,116,721,2.226477492500391,1.1361945375869413
10-6,800,0.7,116,721,2.2130755213258526,1.1293553728108772
10-6,1000,0.7,116,721,2.206896388283468,1.1262020971844995
10-6,1200,0.7,116,721,2.2139705238265783,1.12981210186198
10-6,400,0.9,116,721,2.217889847652649,1.1318121734266895
10-6,600,0.9,116,721,2.228673929621277,1.1373154022115826
10-6,800,0.9,116,721,2.21556631324578,1.1306264497398917
10-6,1000,0.9,116,721,2.2129135189356153,1.1292727013122954
10-6,1200,0.9,116,721,2.2190818940246997,1.1324204870436188
10-6,400,0.1,116,722,2.258063821314595,1.1523133685124767
10-6,600,0.1,116,722,2.252281729112955,1.1493627069416965
10-6,800,0.1,116,722,2.2586215247573724,1.1525979703588511
10-6,1000,0.1,116,722,2.263167255125668,1.1549177036735592
10-6,1200,0.1,116,722,2.260150234172765,1.1533780866156638
10-6,400,0.3,116,722,2.213882010434608,1.1297669325607862
10-6,600,0.3,116,722,2.2315350568197587,1.1387754650710575
10-6,800,0.3,116,722,2.2128308971207544,1.1292305385439554
10-6,1000,0.3,116,722,2.201585041817503,1.12349166204101
10-6,1200,0.3,116,722,2.208552990624352,1.1270474785265547
10-6,400,0.5,116,722,2.2106896131351395,1.1281378191357994
10-6,600,0.5,116,722,2.2264318221177484,1.1361712315173929
10-6,800,0.5,116,722,2.210561464018737,1.1280724233136796
10-6,1000,0.5,116,722,2.2019707303319933,1.1236884828868752
10-6,1200,0.5,116,722,2.209420952796628,1.1274904086178286
10-6,400,0.7,116,722,2.213861222907074,1.1297563244700628
10-6,600,0.7,116,722,2.226477492500391,1.1361945375869413
10-6,800,0.7,116,722,2.2130755213258526,1.1293553728108772
10-6,1000,0.7,116,722,2.206896388283468,1.1262020971844995
10-6,1200,0.7,116,722,2.2139705238265783,1.12981210186198
10-6,400,0.9,116,722,2.217889847652649,1.1318121734266895
10-6,600,0.9,116,722,2.228673929621277,1.1373154022115826
10-6,800,0.9,116,722,2.21556631324578,1.1306264497398917
10-6,1000,0.9,116,722,2.2129135189356153,1.1292727013122954
10-6,1200,0.9,116,722,2.2190818940246997,1.1324204870436188
10-6,400,0.1,116,723,2.258063821314595,1.1523133685124767
10-6,600,0.1,116,723,2.252281729112955,1.1493627069416965
10-6,800,0.1,116,723,2.2586215247573724,1.1525979703588511
10-6,1000,0.1,116,723,2.263167255125668,1.1549177036735592
10-6,1200,0.1,116,723,2.260150234172765,1.1533780866156638
10-6,400,0.3,116,723,2.213882010434608,1.1297669325607862
10-6,600,0.3,116,723,2.2315350568197587,1.1387754650710575
10-6,800,0.3,116,723,2.2128308971207544,1.1292305385439554
10-6,1000,0.3,116,723,2.201585041817503,1.12349166204101
10-6,1200,0.3,116,723,2.208552990624352,1.1270474785265547
10-6,400,0.5,116,723,2.2106896131351395,1.1281378191357994
10-6,600,0.5,116,723,2.2264318221177484,1.1361712315173929
10-6,800,0.5,116,723,2.210561464018737,1.1280724233136796
10-6,1000,0.5,116,723,2.2019707303319933,1.1236884828868752
10-6,1200,0.5,116,723,2.209420952796628,1.1274904086178286
