stim,leak_rate1,leak_rate2,RMSE,NRMSE,csv_seed,reservoir_seed
10-6,0.3,0.3,0.10138176387025792,0.5012083486207954,146,722
10-6,0.3,0.5,0.09872982234257661,0.48809775374666153,146,722
10-6,0.3,0.7,0.09827645955803595,0.48585643140335977,146,722
10-6,0.3,0.9,0.0982296283442856,0.4856249085494296,146,722
10-6,0.5,0.1,0.07324682850484297,0.3621156365320748,146,722
10-6,0.5,0.3,0.09403274256136471,0.46487646117284,146,722
10-6,0.5,0.5,0.09476440002714537,0.468493609032383,146,722
10-6,0.5,0.7,0.09433438998571475,0.4663677373319102,146,722
10-6,0.5,0.9,0.0942957034082559,0.4661764797046829,146,722
10-6,0.7,0.1,0.07419392768102606,0.3667978791362016,146,722
10-6,0.7,0.3,0.09383882818858065,0.4639177926821111,146,722
10-6,0.7,0.5,0.0949806592824646,0.4695627455328214,146,722
10-6,0.7,0.7,0.0999986599664602,0.49437059795312527,146,722
10-6,0.7,0.9,0.10267000126525178,0.5075771008768986,146,722
10-6,0.9,0.1,0.07473217186758123,0.36945883579743405,146,722
10-6,0.9,0.3,0.09405869080542523,0.46500474338118497,146,722
10-6,0.9,0.5,0.09534149948209553,0.4713466572904079,146,722
10-6,0.9,0.7,0.10486527446745231,0.5184300315662334,146,722
10-6,0.9,0.9,0.11233836140141122,0.5553752712058054,146,722
10-6,0.1,0.1,0.08355257034350431,0.4130648768202784,146,723
10-6,0.1,0.3,0.07330133580561525,0.3623851082118417,146,723
10-6,0.1,0.5,0.07391352724454776,0.3654116432456948,146,723
10-6,0.1,0.7,0.07397402026982511,0.36571070698403274,146,723
10-6,0.1,0.9,0.0742869706564238,0.36725786241395897,146,723
10-6,0.3,0.1,0.06570851632167843,0.3248479381169327,146,723
10-6,0.3,0.3,0.10447852584851458,0.5165180344848134,146,723
10-6,0.3,0.5,0.09769966267617716,0.48300487899778083,146,723
10-6,0.3,0.7,0.09506117676541487,0.4699608056288782,146,723
10-6,0.3,0.9,0.09464189043959656,0.4678879495358277,146,723
10-6,0.5,0.1,0.06724869657547763,0.3324622384813745,146,723
10-6,0.5,0.3,0.09877440096841382,0.4883181403190262,146,723
10-6,0.5,0.5,0.09608297751128668,0.4750123557786005,146,723
10-6,0.5,0.7,0.09601524922036137,0.4746775225348918,146,723
10-6,0.5,0.9,0.09558438174945881,0.4725474118984084,146,723
10-6,0.7,0.1,0.06706980158242033,0.3315778223830166,146,723
10-6,0.7,0.3,0.09925922264491543,0.4907149882587199,146,723
10-6,0.7,0.5,0.0970667608250603,0.4798759564033458,146,723
10-6,0.7,0.7,0.10301500001175642,0.5092826960984724,146,723
10-6,0.7,0.9,0.10482076764936996,0.5182099999950529,146,723
10-6,0.9,0.1,0.06745108814333785,0.33346281629369,146,723
10-6,0.9,0.3,0.09960223498416389,0.49241076313526755,146,723
10-6,0.9,0.5,0.09874530531133638,0.48817429801761897,146,723
10-6,0.9,0.7,0.10535442304538543,0.5208482707210563,146,723
10-6,0.9,0.9,0.11438289336617713,0.5654829715519362,146,723
10-6,0.1,0.1,0.062286159515089305,0.30792858558310987,146,724
10-6,0.1,0.3,0.06712080384116487,0.3318299659333497,146,724
10-6,0.1,0.5,0.0673149031876543,0.33278954889194606,146,724
10-6,0.1,0.7,0.06740180714877839,0.33321918228143166,146,724
10-6,0.1,0.9,0.06762887882044569,0.33434177290552636,146,724
10-6,0.3,0.1,0.09342404249792499,0.46186718670418486,146,724
10-6,0.3,0.3,0.09505975392681175,0.4699537714389076,146,724
10-6,0.3,0.5,0.10022937576766382,0.4955112043236159,146,724
10-6,0.3,0.7,0.09974950068198639,0.4931388112022608,146,724
10-6,0.3,0.9,0.09945498935098027,0.4916828142632788,146,724
10-6,0.5,0.1,0.09489339526254355,0.46913133209465496,146,724
10-6,0.5,0.3,0.09236184084095002,0.45661590365217547,146,724
10-6,0.5,0.5,0.09466556468118528,0.46800498959390674,146,724
10-6,0.5,0.7,0.0983639735073763,0.48628908043564817,146,724
10-6,0.5,0.9,0.09949322921980693,0.49187186346477635,146,724
10-6,0.7,0.1,0.0965591329743446,0.47736635993295157,146,724
10-6,0.7,0.3,0.09255272746585176,0.4575596036470112,146,724
10-6,0.7,0.5,0.09704786233728253,0.47978252658432385,146,724
10-6,0.7,0.7,0.10196413578494137,0.5040874627188217,146,724
10-6,0.7,0.9,0.10633805695125362,0.5257111327071482,146,724
10-6,0.9,0.1,0.09688849562571152,0.47899465386163326,146,724
10-6,0.9,0.3,0.09251309551847749,0.45736367232625114,146,724
10-6,0.9,0.5,0.09826167370277997,0.4857833335027819,146,724
10-6,0.9,0.7,0.10343459924431471,0.511357099131174,146,724
10-6,0.9,0.9,0.11221720149847075,0.554776284242533,146,724
10-6,0.1,0.1,0.057484309523798946,0.28418933295440835,146,725
10-6,0.1,0.3,0.0945148850260979,0.4672600636998007,146,725
10-6,0.1,0.5,0.09554209937895598,0.4723383774893936,146,725
10-6,0.1,0.7,0.09664002991363702,0.4777662959747344,146,725
10-6,0.1,0.9,0.09683147778315805,0.47871277063513196,146,725
10-6,0.3,0.1,0.06505288962456354,0.32160666905997304,146,725
10-6,0.3,0.3,0.08768848091077894,0.4335118766191757,146,725
10-6,0.3,0.5,0.09082417971540643,0.4490140572840419,146,725
10-6,0.3,0.7,0.09265160823935421,0.45804844766890984,146,725
10-6,0.3,0.9,0.09292120252899302,0.4593812604307827,146,725
10-6,0.5,0.1,0.06609258628445637,0.32674669253242233,146,725
10-6,0.5,0.3,0.085272391338537,0.42156728009220046,146,725
10-6,0.5,0.5,0.09589410026801942,0.4740785897088843,146,725
10-6,0.5,0.7,0.09704772686477285,0.47978185683909286,146,725
10-6,0.5,0.9,0.09853380768255751,0.48712870191422974,146,725
10-6,0.7,0.1,0.06644125475426611,0.3284704300301554,146,725
10-6,0.7,0.3,0.08595871626240367,0.4249603141900164,146,725
10-6,0.7,0.5,0.0983552874745207,0.4862461386676475,146,725
10-6,0.7,0.7,0.10057811738476201,0.4972353034448821,146,725
10-6,0.7,0.9,0.10185049416870086,0.5035256444525366,146,725
10-6,0.9,0.1,0.06658392764375913,0.329175772298882,146,725
10-6,0.9,0.3,0.08578715140710659,0.4241121366231429,146,725
10-6,0.9,0.5,0.09876620760438436,0.4882776341934856,146,725
10-6,0.9,0.7,0.10409640577243329,0.5146289198650218,146,725
10-6,0.9,0.9,0.10974724124079585,0.5425653633170252,146,725
10-6,0.1,0.1,0.058675250496164164,0.2900770738584619,156,721
10-6,0.1,0.3,0.06966106043374495,0.34438841592707353,156,721
10-6,0.1,0.5,0.0701789599416586,0.34694879313105575,156,721
10-6,0.1,0.7,0.07071716477352333,0.3496095552316626,156,721
10-6,0.1,0.9,0.0711644954050457,0.35182105598439906,156,721
10-6,0.3,0.1,0.06772863900685305,0.334834964544521,156,721
10-6,0.3,0.3,0.09981317439590558,0.49345359954077134,156,721
10-6,0.3,0.5,0.1046689012802468,0.5174592072570546,156,721
10-6,0.3,0.7,0.10458277483614191,0.517033417734615,156,721
10-6,0.3,0.9,0.10468909638863094,0.5175590472730203,156,721
10-6,0.5,0.1,0.06855409261883531,0.33891581918672425,156,721
10-6,0.5,0.3,0.0972672468333476,0.48086711356316647,156,721
10-6,0.5,0.5,0.09456947127109196,0.46752992566181883,156,721
10-6,0.5,0.7,0.09675008123435457,0.47831036463772364,156,721
10-6,0.5,0.9,0.09706122800682976,0.47984860341023655,156,721
10-6,0.7,0.1,0.06968839935837351,0.34452357334338835,156,721
10-6,0.7,0.3,0.09743499830222993,0.48169643861618905,156,721
10-6,0.7,0.5,0.09402704579122748,0.4648482976388478,156,721
10-6,0.7,0.7,0.10204931620854457,0.504508575331378,156,721
10-6,0.7,0.9,0.1063195215302523,0.5256194978075724,156,721
10-6,0.9,0.1,0.07056149214422995,0.34883994521034317,156,721
10-6,0.9,0.3,0.09761133343393692,0.48256819934309647,156,721
10-6,0.9,0.5,0.09425544931867885,0.46597747265457906,156,721
10-6,0.9,0.7,0.10279214159978252,0.5081809348706382,156,721
10-6,0.9,0.9,0.11276073756330057,0.5574634027446123,156,721
10-6,0.1,0.1,0.04935627264281227,0.2440061699561624,156,722
10-6,0.1,0.3,0.06723646658710833,0.33240177620452876,156,722
10-6,0.1,0.5,0.06830638926168844,0.3376912302089443,156,722
10-6,0.1,0.7,0.06971628240547177,0.3446614207772574,156,722
10-6,0.1,0.9,0.0708055502915503,0.35004651310101853,156,722
10-6,0.3,0.1,0.06614103150155655,0.3269861946512889,156,722
10-6,0.3,0.3,0.10129663660082462,0.500787498790348,156,722
10-6,0.3,0.5,0.09821058826894483,0.48553077875374584,156,722
10-6,0.3,0.7,0.09792813097551369,0.4841343742309591,156,722
10-6,0.3,0.9,0.09796995529184929,0.4843411441245032,156,722
10-6,0.5,0.1,0.06712753471537601,0.3318632418423431,156,722
10-6,0.5,0.3,0.09456392997541796,0.46750253075816,156,722
10-6,0.5,0.5,0.09481153333932837,0.46872662539215465,156,722
10-6,0.5,0.7,0.09428647372111831,0.46613085023374146,156,722
10-6,0.5,0.9,0.0943171625481227,0.46628256880438756,156,722
10-6,0.7,0.1,0.06825422718540472,0.3374333527848717,156,722
10-6,0.7,0.3,0.0943001036348554,0.4661982334227413,156,722
10-6,0.7,0.5,0.0947876212123497,0.4686084092828913,156,722
10-6,0.7,0.7,0.10001378091873743,0.4944453524970504,156,722
10-6,0.7,0.9,0.10262968684802383,0.5073777955806297,156,722
10-6,0.9,0.1,0.06903578623800635,0.34129720272346026,156,722
10-6,0.9,0.3,0.09451669993528643,0.46726903619744287,156,722
10-6,0.9,0.5,0.09504113567506849,0.4698617270430102,156,722
10-6,0.9,0.7,0.10469793643969516,0.5176027504719632,156,722
10-6,0.9,0.9,0.11232138347583542,0.5552913362088593,156,722
10-6,0.1,0.1,0.05745408310649797,0.28403990043201177,156,723
10-6,0.1,0.3,0.06722190521681591,0.33232978810647934,156,723
10-6,0.1,0.5,0.06757540129580235,0.3340773922043865,156,723
10-6,0.1,0.7,0.06807946418558214,0.3365693643199128,156,723
10-6,0.1,0.9,0.0687959437497729,0.3401114760911003,156,723
10-6,0.3,0.1,0.06930224518253301,0.34261451505324336,156,723
10-6,0.3,0.3,0.10512134349325333,0.5196959785043722,156,723
10-6,0.3,0.5,0.0983470580556859,0.48620545429536155,156,723
10-6,0.3,0.7,0.09563702684057492,0.4728076772377949,156,723
10-6,0.3,0.9,0.09531430232603007,0.47121220074557807,156,723
10-6,0.5,0.1,0.06993164265320596,0.34572611278896437,156,723
10-6,0.5,0.3,0.09898417792161776,0.4893552297942952,156,723
10-6,0.5,0.5,0.09613285798105946,0.47525895345976965,156,723
10-6,0.5,0.7,0.0959401314685177,0.47430615747951704,156,723
10-6,0.5,0.9,0.09545045491720047,0.47188530814454077,156,723
10-6,0.7,0.1,0.07001830267737322,0.34615454020969744,156,723
10-6,0.7,0.3,0.09938060971248733,0.4913150982721883,156,723
10-6,0.7,0.5,0.09708703472628184,0.4799761859531528,156,723
10-6,0.7,0.7,0.10302864084517195,0.5093501332718753,156,723
10-6,0.7,0.9,0.10480185944258526,0.5181165221274744,156,723
10-6,0.9,0.1,0.07045376607298863,0.3483073720511371,156,723
10-6,0.9,0.3,0.0996259585174447,0.49252804688024504,156,723
10-6,0.9,0.5,0.09867239517460596,0.48781384690853064,156,723
10-6,0.9,0.7,0.10542897196123643,0.5212168235808484,156,723
10-6,0.9,0.9,0.11438654302728511,0.5655010146451626,156,723
10-6,0.1,0.1,0.06487919805450114,0.32074797749970646,156,724
10-6,0.1,0.3,0.06986186563809162,0.3453811511195076,156,724
10-6,0.1,0.5,0.07027300877431489,0.34741374913799306,156,724
10-6,0.1,0.7,0.07044301741085947,0.3482542331138176,156,724
10-6,0.1,0.9,0.07061010849109281,0.34908029335577784,156,724
10-6,0.3,0.1,0.08937427500777156,0.4418460586575712,156,724
10-6,0.3,0.3,0.09510379072311935,0.4701714793294916,156,724
10-6,0.3,0.5,0.10003947289827733,0.4945723677919754,156,724
10-6,0.3,0.7,0.0996876001447222,0.492832789045252,156,724
10-6,0.3,0.9,0.09943367462307595,0.49157743910342366,156,724
10-6,0.5,0.1,0.09118646105927265,0.45080509373047506,156,724
10-6,0.5,0.3,0.0920972139953236,0.4553076488020539,156,724
10-6,0.5,0.5,0.0946698502877192,0.4680261766564681,156,724
10-6,0.5,0.7,0.0982709538419022,0.4858292123968439,156,724
10-6,0.5,0.9,0.0993714331503437,0.4912697314391165,156,724
10-6,0.7,0.1,0.09291565220813885,0.45935382090868887,156,724
10-6,0.7,0.3,0.09257984127557747,0.45769364814652136,156,724
10-6,0.7,0.5,0.09705202648467694,0.4798031131805645,156,724
10-6,0.7,0.7,0.10208645542699847,0.5046921831681302,156,724
10-6,0.7,0.9,0.10638842770471271,0.5259601542391894,156,724
10-6,0.9,0.1,0.09336957698619709,0.46159792161993496,156,724
10-6,0.9,0.3,0.09272356672052318,0.4584041940096631,156,724
10-6,0.9,0.5,0.09821435568467614,0.4855494039990086,156,724
10-6,0.9,0.7,0.10362009836195198,0.5122741645172189,156,724
10-6,0.9,0.9,0.11231980319462032,0.555283523658476,156,724
10-6,0.1,0.1,0.06692815436786333,0.3308775508175533,156,725
10-6,0.1,0.3,0.09072552783544954,0.448526344859697,156,725
10-6,0.1,0.5,0.09202999375895174,0.45497532726433676,156,725
10-6,0.1,0.7,0.09304066483464746,0.45997185485973857,156,725
10-6,0.1,0.9,0.09330599103813336,0.46128356717582314,156,725
10-6,0.3,0.1,0.07213379491622487,0.35661305198812593,156,725
10-6,0.3,0.3,0.08741966882227208,0.4321829308815354,156,725
10-6,0.3,0.5,0.09081397622349995,0.4489636135441287,156,725
10-6,0.3,0.7,0.09285161912235437,0.4590372559175312,156,725
10-6,0.3,0.9,0.09320002441727657,0.4607596923385642,156,725
10-6,0.5,0.1,0.07324312561420615,0.3620973302841822,156,725
10-6,0.5,0.3,0.08505459328711762,0.420490536134338,156,725
10-6,0.5,0.5,0.0957591727115987,0.473411538602695,156,725
10-6,0.5,0.7,0.09694157884237461,0.47925708519393123,156,725
10-6,0.5,0.9,0.09854133533313744,0.4871659169041069,156,725
10-6,0.7,0.1,0.07366808609427501,0.3641982381034325,156,725
10-6,0.7,0.3,0.0857870321480475,0.42411154703351867,156,725
10-6,0.7,0.5,0.0982025878812701,0.4854912266593484,156,725
10-6,0.7,0.7,0.10055729277608477,0.49713235132285005,156,725
10-6,0.7,0.9,0.1019092924443134,0.5038163297345487,156,725
10-6,0.9,0.1,0.07386658566735939,0.3651795747800647,156,725
10-6,0.9,0.3,0.08558833488030383,0.42312923299952027,156,725
10-6,0.9,0.5,0.09855950210374606,0.48725572928010946,156,725
10-6,0.9,0.7,0.10406737931506943,0.5144854196712367,156,725
10-6,0.9,0.9,0.10977162027499741,0.5426858877092499,156,725
