mode,mask,stim,value
mixed,"[1, 1, 1, 1]",-6,"[1.50018871 1.33141192 1.20464709 1.29195656 1.33818191 1.31347362
 1.29286116 1.30138823 1.31843295 1.32431079 1.31641222 1.3017985
 1.28777869 1.27827111 1.27417156 1.27467822 1.2782271  1.28297097
 1.28706983 1.28894785 1.28752044 1.28233771 1.2736069  1.26209619
 1.24895385 1.23548973 1.22296393 1.21241564 1.20455074 1.19969272
 1.19779099 1.19847409 1.20113191 1.20501165 1.20931355 1.2132763
 1.21624507 1.21771876 1.21737584 1.21508044 1.21087167 1.20494012
 1.19759563 1.18923047 1.18028141 1.17119356 1.16238845 1.15423757
 1.1470425  1.14102168 1.13630381 1.1329271  1.13084372 1.12992839
 1.12999006 1.13078564 1.13203489 1.1334355  1.13467772 1.13545788
 1.13549044 1.13451813 1.13232024 1.12871865 1.12358204 1.11682799
 1.10842344 1.09838349 1.08676894 1.07368262 1.05926501 1.04368903
 1.02715458 1.00988275 0.99211002 0.97408259 0.95605086 0.93826435
 0.92096696 0.9043927  0.88876199 0.87427843 0.86112617 0.84946779
 0.83944271 0.83116608 0.82472818 0.82019422 0.81760456 0.81697526
 0.81829895 0.82154597 0.82666578 0.83358845 0.84222642 0.85247631
 0.8642208  0.87733059 0.89166636 0.90708073 0.92342018 0.94052694
 0.95824079 0.9764008  0.99484692 1.01342159 1.03197103 1.05034667
 1.06840619 1.08601466 1.10304538 1.1193807  1.13491269 1.14954363
 1.16318645 1.17576503 1.18721439 1.19748072 1.20652142 1.21430497
 1.22081072 1.2260286  1.22995879 1.23261133 1.23400557 1.23416974
 1.2331403  1.2309614  1.22768421 1.22336627 1.21807085 1.21186621
 1.20482496 1.19702333 1.18854052 1.17945801 1.16985887 1.15982716
 1.14944728 1.13880335 1.12797866 1.11705513 1.10611273 1.09522909
 1.08447895 1.07393381 1.0636615  1.05372587 1.04418645 1.03509816
 1.02651111 1.01847035 1.01101572 1.00418168 0.99799724 0.99248583
 0.98766531 0.98354788 0.98014016 0.97744315 0.97545234 0.97415773
 0.97354401 0.9735906  0.9742718  0.97555698 0.9774107  0.97979292
 0.98265916 0.98596074 0.98964494 0.99365524 0.99793155 1.00241043
 1.00702531 1.01170672 1.01638254 1.02097822 1.02541704 1.0296203
 1.03350757 1.03699693 1.04000519 1.04244808 1.04424049 1.04529671
 1.04553054 1.04485561 1.04318548 1.04043384 1.03651474 1.03134269
 1.02483288 1.01690132 1.00746495 0.99644185 0.98375132 0.96931403
 0.95305215 0.93488941 0.98035381 1.00051303 0.94575406 0.96337605
 1.02256681 1.03851082 1.05615818 1.07125565 1.08312137 1.08750067
 1.08013023 1.06696919 1.06321316 1.08537813 1.14390246 1.23966268
 1.36451945 1.50452546 1.64412698 1.76997462 1.87344818 1.95151092
 2.00597343 2.04163292 2.06400511 2.07740932 2.08396249 2.08364726
 2.07520379 2.05733457 2.02970127 1.99338961 1.95079216 1.905076
 1.85949442 1.81677675 1.77873904 1.74615585 1.71885637 1.69596833
 1.67622592 1.65827141 1.64090307 1.623245   1.60483376 1.58562985
 1.56596989 1.54647811 1.52795542 1.51126155 1.49720228 1.4864295
 1.47935921 1.47611015 1.47646559 1.47986148 1.48540621 1.49193852
 1.49813075 1.50264173 1.50431704 1.50242147 1.49687094 1.48840863
 1.47865052 1.46991844 1.46480185 1.4654611  1.47281053 1.4858706
 1.50167147 1.51600264 1.5249539  1.52667592 1.52243019 1.51617721
 1.5127319  1.51542659 1.52456924 1.53747452 1.54987464 1.55780298
 1.55899647 1.55334263 1.5424687  1.52889525 1.51519008 1.50338565
 1.49472608 1.48967947 1.48810418 1.48946778 1.4930513  1.49810582
 1.50395385 1.51004225 1.51595883 1.52142574 1.52628006 1.53044943
 1.53392777 1.53675358 1.53899235 1.54072297 1.54202798 1.54298705
 1.54367284 1.54414884 1.54446848 1.54467511 1.54480262 1.54487629
 1.54491387 1.54492667 1.54492059 1.54489715 1.54485433 1.54478743
 1.54468968 1.54455291 1.544368   1.54412532 1.54381508 1.54342764
 1.54295369 1.54238452 1.54171209 1.54092918 1.54002948 1.53900764
 1.53785928 1.53658107 1.53517067 1.53362678 1.53194906 1.53013815
 1.52819564 1.52612398 1.52392649 1.52160727 1.5191712  1.51662382
 1.51397133 1.51122055 1.50837879 1.50545389 1.50245409 1.49938804
 1.4962647  1.49309334 1.48988344 1.48664472 1.48338699 1.48012024
 1.47685447 1.47359977 1.47036618 1.46716376 1.46400248 1.46089222
 1.45784275 1.4548637  1.45196454 1.44915455 1.44644281 1.44383818
 1.4413493  1.43898452 1.43675197 1.4346595  1.43271464 1.43092469
 1.42929661 1.42783706 1.4265524  1.42544869 1.42453166 1.42380673
 1.42327899 1.42295325 1.42283395 1.42292527 1.42323104 1.42375479
 1.42449977 1.42546888 1.42666477 1.42808977 1.42974592 1.431635
 1.43375848 1.4361176  1.43871331 1.4415463  1.44461702 1.44792568
 1.45147224 1.45525644 1.45927781 1.46353563 1.44702864 1.45092361
 1.37250375 1.2400249  1.09199539 0.95548676 0.84679044 0.77492742
 0.74417323 0.7554069  0.80659358 0.89256461 1.00413049 1.12671756
 1.23948192 1.31753327 1.34149715 1.31453825 1.2686435  1.22930778
 1.17359972 1.08376816 0.9989692  0.94155132 0.88846748 0.82087499
 0.74836475 0.69377577 0.67196664 0.68108619 0.70652901 0.73078506
 0.74236065 0.73958207 0.72858396 0.71789774 0.71337706 0.71609728
 0.72340769 0.73146001 0.73735721 0.74006578 0.74026    0.73965981
 0.7402832  0.74377264 0.75084599 0.76097231 0.7724371  0.78290664
 0.79039536 0.79426168 0.79566774 0.79702181 0.80040395 0.8057611
 0.81027497 0.8100245  0.80353544 0.79480991 0.7927068  0.80545836
 0.8331209  0.86416068 0.88165956 0.87781853 0.8648939  0.86662021
 0.8912531  0.91703581 0.91522851 0.88483878 0.8537433  0.84735767
 0.86554704 0.88963767 0.90334763 0.90407885 0.89947245 0.89842213
 0.90526098 0.91915429 0.93644236 0.95325723 0.96706648 0.97703255
 0.98363607 0.98805137 0.99158769 0.99532298 0.99993496 1.00567865
 1.01244918 1.01987976 1.02744204 1.03453178 1.04053539 1.04488048
 1.04707876 1.04677189 1.04379041 1.03823123 1.03054618 1.02161029
 1.01270219 1.00529857 1.0006166  0.99901815 0.99970929 1.00127386
 1.0029125  1.00515873 1.009028   1.0144778  1.0200786  1.02425071
 1.02660227 1.02809035 1.0301141  1.03346482 1.03786097 1.04218912
 1.04514097 1.04584523 1.04422543 1.04100726 1.03744733 1.03492679
 1.0345577  1.03691102 1.04191846 1.04894407 1.05697865 1.06488861
 1.07165033 1.07651909 1.07910881 1.0793867  1.07760678 1.07421479
 1.06975369 1.06478885 1.05985937 1.05545228 1.05199124 1.04983126
 1.04925395 1.05046126 1.05356902 1.05860233 1.0654951  1.07409476
 1.08417182 1.09543349 1.10753965 1.12012001 1.13279113 1.14517277
 1.15690293 1.16765154 1.17713242 1.18511342 1.19142451 1.19596353
 1.19869954 1.19967341 1.19899577 1.1968423  1.19344659 1.18909083
 1.18409474 1.17880323 1.17357321 1.16876014 1.16470477 1.16172063
 1.16008255 1.16001673 1.16169258 1.16521656 1.17062833 1.17789907
 1.18693218 1.19756637 1.2095808  1.2227024  1.23661503 1.25097023
 1.2653993  1.27952645 1.29298256 1.30541929 1.31652306 1.32602859
 1.3337316  1.3395003  1.34328521 1.34512718 1.34516316 1.34362954]"
mixed,"[1, 1, 1, 1]",egl19,"[1.50018871 1.33141192 1.20464709 1.29195656 1.33818191 1.31347362
 1.29286116 1.30138823 1.31843295 1.32431079 1.31641222 1.3017985
 1.28777869 1.27827111 1.27417156 1.27467822 1.2782271  1.28297097
 1.28706983 1.28894785 1.28752044 1.28233771 1.2736069  1.26209619
 1.24895385 1.23548973 1.22296393 1.21241564 1.20455074 1.19969272
 1.19779099 1.19847409 1.20113191 1.20501165 1.20931355 1.2132763
 1.21624507 1.21771876 1.21737584 1.21508044 1.21087167 1.20494012
 1.19759563 1.18923047 1.18028141 1.17119356 1.16238845 1.15423757
 1.1470425  1.14102168 1.13630381 1.1329271  1.13084372 1.12992839
 1.12999006 1.13078564 1.13203489 1.1334355  1.13467772 1.13545788
 1.13549044 1.13451813 1.13232024 1.12871865 1.12358204 1.11682799
 1.10842344 1.09838349 1.08676894 1.07368262 1.05926501 1.04368903
 1.02715458 1.00988275 0.99211002 0.97408259 0.95605086 0.93826435
 0.92096696 0.9043927  0.88876199 0.87427843 0.86112617 0.84946779
 0.83944271 0.83116608 0.82472818 0.82019422 0.81760456 0.81697526
 0.81829895 0.82154597 0.82666578 0.83358845 0.84222642 0.85247631
 0.8642208  0.87733059 0.89166636 0.90708073 0.92342018 0.94052694
 0.95824079 0.9764008  0.99484692 1.01342159 1.03197103 1.05034667
 1.06840619 1.08601466 1.10304538 1.1193807  1.13491269 1.14954363
 1.16318645 1.17576503 1.18721439 1.19748072 1.20652142 1.21430497
 1.22081072 1.2260286  1.22995879 1.23261133 1.23400557 1.23416974
 1.2331403  1.2309614  1.22768421 1.22336627 1.21807085 1.21186621
 1.20482496 1.19702333 1.18854052 1.17945801 1.16985887 1.15982716
 1.14944728 1.13880335 1.12797866 1.11705513 1.10611273 1.09522909
 1.08447895 1.07393381 1.0636615  1.05372587 1.04418645 1.03509816
 1.02651111 1.01847035 1.01101572 1.00418168 0.99799724 0.99248583
 0.98766531 0.98354788 0.98014016 0.97744315 0.97545234 0.97415773
 0.97354401 0.9735906  0.9742718  0.97555698 0.9774107  0.97979292
 0.98265916 0.98596074 0.98964494 0.99365524 0.99793155 1.00241043
 1.00702531 1.01170672 1.01638254 1.02097822 1.02541704 1.0296203
 1.03350757 1.03699693 1.04000519 1.04244808 1.04424049 1.04529671
 1.04553054 1.04485561 1.04318548 1.04043384 1.03651474 1.03134269
 1.02483288 1.01690132 1.00746495 0.99644185 0.98375132 0.96931403
 0.95305215 0.93488941 0.98035381 1.00051303 0.94575406 0.96337605
 1.02256681 1.03851082 1.05615818 1.07125565 1.08312137 1.08750067
 1.08013023 1.06696919 1.06321316 1.08537813 1.14390246 1.23966268
 1.36451945 1.50452546 1.64412698 1.76997462 1.87344818 1.95151092
 2.00597343 2.04163292 2.06400511 2.07740932 2.08396249 2.08364726
 2.07520379 2.05733457 2.02970127 1.99338961 1.95079216 1.905076
 1.85949442 1.81677675 1.77873904 1.74615585 1.71885637 1.69596833
 1.67622592 1.65827141 1.64090307 1.623245   1.60483376 1.58562985
 1.56596989 1.54647811 1.52795542 1.51126155 1.49720228 1.4864295
 1.47935921 1.47611015 1.47646559 1.47986148 1.48540621 1.49193852
 1.49813075 1.50264173 1.50431704 1.50242147 1.49687094 1.48840863
 1.47865052 1.46991844 1.46480185 1.4654611  1.47281053 1.4858706
 1.50167147 1.51600264 1.5249539  1.52667592 1.52243019 1.51617721
 1.5127319  1.51542659 1.52456924 1.53747452 1.54987464 1.55780298
 1.55899647 1.55334263 1.5424687  1.52889525 1.51519008 1.50338565
 1.49472608 1.48967947 1.48810418 1.48946778 1.4930513  1.49810582
 1.50395385 1.51004225 1.51595883 1.52142574 1.52628006 1.53044943
 1.53392777 1.53675358 1.53899235 1.54072297 1.54202798 1.54298705
 1.54367284 1.54414884 1.54446848 1.54467511 1.54480262 1.54487629
 1.54491387 1.54492667 1.54492059 1.54489715 1.54485433 1.54478743
 1.54468968 1.54455291 1.544368   1.54412532 1.54381508 1.54342764
 1.54295369 1.54238452 1.54171209 1.54092918 1.54002948 1.53900764
 1.53785928 1.53658107 1.53517067 1.53362678 1.53194906 1.53013815
 1.52819564 1.52612398 1.52392649 1.52160727 1.5191712  1.51662382
 1.51397133 1.51122055 1.50837879 1.50545389 1.50245409 1.49938804
 1.4962647  1.49309334 1.48988344 1.48664472 1.48338699 1.48012024
 1.47685447 1.47359977 1.47036618 1.46716376 1.46400248 1.46089222
 1.45784275 1.4548637  1.45196454 1.44915455 1.44644281 1.44383818
 1.4413493  1.43898452 1.43675197 1.4346595  1.43271464 1.43092469
 1.42929661 1.42783706 1.4265524  1.42544869 1.42453166 1.42380673
 1.42327899 1.42295325 1.42283395 1.42292527 1.42323104 1.42375479
 1.42449977 1.42546888 1.42666477 1.42808977 1.42974592 1.431635
 1.43375848 1.4361176  1.43871331 1.4415463  1.44461702 1.44792568
 1.45147224 1.45525644 1.45927781 1.46353563 1.44702864 1.45092361
 1.37250375 1.2400249  1.09199539 0.95548676 0.84679044 0.77492742
 0.74417323 0.7554069  0.80659358 0.89256461 1.00413049 1.12671756
 1.23948192 1.31753327 1.34149715 1.31453825 1.2686435  1.22930778
 1.17359972 1.08376816 0.9989692  0.94155132 0.88846748 0.82087499
 0.74836475 0.69377577 0.67196664 0.68108619 0.70652901 0.73078506
 0.74236065 0.73958207 0.72858396 0.71789774 0.71337706 0.71609728
 0.72340769 0.73146001 0.73735721 0.74006578 0.74026    0.73965981
 0.7402832  0.74377264 0.75084599 0.76097231 0.7724371  0.78290664
 0.79039536 0.79426168 0.79566774 0.79702181 0.80040395 0.8057611
 0.81027497 0.8100245  0.80353544 0.79480991 0.7927068  0.80545836
 0.8331209  0.86416068 0.88165956 0.87781853 0.8648939  0.86662021
 0.8912531  0.91703581 0.91522851 0.88483878 0.8537433  0.84735767
 0.86554704 0.88963767 0.90334763 0.90407885 0.89947245 0.89842213
 0.90526098 0.91915429 0.93644236 0.95325723 0.96706648 0.97703255
 0.98363607 0.98805137 0.99158769 0.99532298 0.99993496 1.00567865
 1.01244918 1.01987976 1.02744204 1.03453178 1.04053539 1.04488048
 1.04707876 1.04677189 1.04379041 1.03823123 1.03054618 1.02161029
 1.01270219 1.00529857 1.0006166  0.99901815 0.99970929 1.00127386
 1.0029125  1.00515873 1.009028   1.0144778  1.0200786  1.02425071
 1.02660227 1.02809035 1.0301141  1.03346482 1.03786097 1.04218912
 1.04514097 1.04584523 1.04422543 1.04100726 1.03744733 1.03492679
 1.0345577  1.03691102 1.04191846 1.04894407 1.05697865 1.06488861
 1.07165033 1.07651909 1.07910881 1.0793867  1.07760678 1.07421479
 1.06975369 1.06478885 1.05985937 1.05545228 1.05199124 1.04983126
 1.04925395 1.05046126 1.05356902 1.05860233 1.0654951  1.07409476
 1.08417182 1.09543349 1.10753965 1.12012001 1.13279113 1.14517277
 1.15690293 1.16765154 1.17713242 1.18511342 1.19142451 1.19596353
 1.19869954 1.19967341 1.19899577 1.1968423  1.19344659 1.18909083
 1.18409474 1.17880323 1.17357321 1.16876014 1.16470477 1.16172063
 1.16008255 1.16001673 1.16169258 1.16521656 1.17062833 1.17789907
 1.18693218 1.19756637 1.2095808  1.2227024  1.23661503 1.25097023
 1.2653993  1.27952645 1.29298256 1.30541929 1.31652306 1.32602859
 1.3337316  1.3395003  1.34328521 1.34512718 1.34516316 1.34362954]"
mixed,"[0, 1, 1, 1]",-6,"[0.801696   0.83053531 0.98287855 1.04101109 1.0094463  1.02388006
 1.14529579 1.21853818 1.17761312 1.11644776 1.10898814 1.14240985
 1.1703055  1.16619412 1.13354263 1.09147944 1.05867046 1.0447893
 1.04975988 1.06732146 1.08943357 1.10945621 1.12353079 1.13052944
 1.13125584 1.12748484 1.12118172 1.11401797 1.10716261 1.10127131
 1.09658838 1.09309234 1.09063774 1.0890661  1.08827544 1.08824909
 1.08905156 1.09080213 1.09363674 1.0976673  1.10294509 1.10943249
 1.11698554 1.12534824 1.13415888 1.1429677  1.15126498 1.15851769
 1.16421211 1.16789863 1.16923428 1.16801765 1.16421139 1.15794838
 1.14951974 1.13934549 1.12793159 1.11581896 1.10353176 1.09153169
 1.08018389 1.06973775 1.06032325 1.05196111 1.04458328 1.03805954
 1.03222584 1.02691069 1.02195719 1.01723897 1.01266979 1.00820716
 1.00385094 0.99963809 0.99563493 0.99192814 0.98861543 0.98579688
 0.98356733 0.98201027 0.98119345 0.98116603 0.98195732 0.98357675
 0.98601498 0.98924567 0.99322783 0.9979084  1.00322493 1.00910812
 1.01548422 1.02227713 1.02941016 1.03680751 1.04439538 1.05210286
 1.05986249 1.06761066 1.0752878  1.08283842 1.09021109 1.09735831
 1.10423636 1.11080506 1.11702764 1.12287049 1.12830302 1.13329747
 1.13782879 1.14187452 1.14541472 1.14843186 1.15091082 1.15283883
 1.15420547 1.15500264 1.15522458 1.15486788 1.15393146 1.15241657
 1.15032685 1.14766822 1.14444898 1.14067969 1.13637321 1.13154463
 1.12621123 1.12039241 1.11410963 1.10738636 1.10024794 1.09272153
 1.084836   1.07662181 1.06811093 1.05933667 1.05033362 1.04113746
 1.0317849  1.02231351 1.01276159 1.00316805 0.99357229 0.98401407
 0.97453337 0.96517027 0.95596485 0.94695705 0.93818656 0.92969274
 0.92151447 0.9136901  0.9062573  0.89925305 0.89271347 0.88667379
 0.88116829 0.87623021 0.87189166 0.86818366 0.86513597 0.86277715
 0.86113446 0.86023382 0.86009986 0.8607558  0.86222348 0.86452336
 0.86767447 0.87169445 0.87659949 0.88240441 0.88912259 0.89676605
 0.9053454  0.9148699  0.92534745 0.93678466 0.94918679 0.96255787
 0.97690067 0.99221673 1.00850644 1.02576901 1.04400254 1.06320406
 1.08336956 1.104494   1.12657138 1.14959479 1.1735564  1.19844755
 1.22425873 1.25097968 1.27859941 1.30710621 1.33648771 1.36673092
 1.39782228 1.42974765 1.49346917 1.43391259 1.00945313 0.83982239
 0.86447349 0.94005439 1.01639259 1.04735932 1.03903217 1.05171763
 1.09622683 1.11787213 1.09682266 1.06486869 1.06627559 1.1296471
 1.26080531 1.44702374 1.66478461 1.88736035 2.09085101 2.25816425
 2.38063927 2.45730211 2.49239314 2.49243347 2.46404707 2.41301484
 2.34426608 2.26223168 2.17113625 2.07507903 1.97793754 1.88319018
 1.79374279 1.71180916 1.63886297 1.5756574  1.52229786 1.47835022
 1.4429673  1.41501975 1.39322042 1.37623511 1.36277526 1.35167068
 1.34192254 1.33273787 1.32354894 1.31402173 1.30406021 1.29381506
 1.28370752 1.27447327 1.26720191 1.26326469 1.26391953 1.26951774
 1.27889462 1.28985066 1.30043611 1.30975412 1.31785185 1.32522546
 1.332416   1.33981298 1.34760668 1.35581185 1.36431396 1.37291496
 1.38137096 1.38942094 1.39680743 1.40329136 1.40866219 1.41274459
 1.41540266 1.41654204 1.41611047 1.41409725 1.41053171 1.40548099
 1.39904726 1.39136455 1.38259525 1.37292621 1.36256453 1.35173303
 1.34066523 1.32959983 1.31877467 1.30842015 1.29875218 1.28996498
 1.28222387 1.27565869 1.27035834 1.26636696 1.26368249 1.26225777
 1.2620045  1.26279984 1.26449508 1.26692584 1.26992263 1.27332092
 1.27697    1.28073981 1.28452534 1.28824883 1.29185964 1.29533223
 1.29866294 1.30186569 1.30496754 1.30800409 1.31101534 1.31404205
 1.31712281 1.32029176 1.3235771  1.32700004 1.33057448 1.33430692
 1.33819686 1.34223731 1.34641547 1.35071359 1.35510972 1.35957857
 1.36409226 1.36862107 1.37313408 1.37759974 1.38198643 1.3862629
 1.39039858 1.39436403 1.39813103 1.40167296 1.40496485 1.40798353
 1.41070777 1.41311828 1.41519777 1.41693098 1.41830464 1.41930748
 1.41993015 1.42016522 1.42000711 1.41945201 1.4184978  1.41714404
 1.41539179 1.4132436  1.41070344 1.40777652 1.40446931 1.4007894
 1.3967454  1.39234691 1.38760438 1.38252906 1.37713292 1.37142856
 1.36542912 1.35914827 1.35260004 1.34579887 1.33875942 1.33149661
 1.32402553 1.31636133 1.30851927 1.30051456 1.29236241 1.2840779
 1.27567601 1.26717154 1.25857909 1.24991302 1.24118741 1.23241606
 1.22361244 1.2147897  1.20596059 1.19713749 1.1883324  1.17955689
 1.17082212 1.1621388  1.15351721 1.14496719 1.13649811 1.12811889
 1.119838   1.11166345 1.1036028  1.09566313 2.75206766 2.3617229
 1.48139094 0.76102759 0.37497347 0.2834245  0.37980037 0.56329381
 0.7657873  0.95329979 1.11550299 1.252253   1.36279575 1.44064734
 1.47465949 1.45444886 1.37675555 1.24918147 1.08939211 0.92041228
 0.76457114 0.63884041 0.5529019  0.50945911 0.50534397 0.5323565
 0.57798374 0.62706256 0.66518625 0.68322129 0.6807006  0.66541416
 0.64795679 0.63321765 0.61546985 0.58663937 0.55553704 0.55127609
 0.59006445 0.63763296 0.63784088 0.57931182 0.51089527 0.4973419
 0.55473204 0.64087598 0.70194353 0.71082837 0.68389952 0.65651634
 0.64760453 0.65606864 0.67254511 0.68870862 0.70111976 0.71037533
 0.71737649 0.72060636 0.71795589 0.71109095 0.70626578 0.70964042
 0.7220376  0.73858685 0.75290965 0.76130374 0.76396159 0.76368408
 0.76386483 0.76699065 0.7740306  0.78454814 0.79720208 0.81034344
 0.82252138 0.8328084  0.84092439 0.84718347 0.85231343 0.85720898
 0.86267991 0.86924611 0.87701655 0.88566892 0.89452634 0.9027078
 0.90931636 0.91362467 0.91522257 0.91410354 0.91068111 0.9057397
 0.90033269 0.89564573 0.89284537 0.89293343 0.89662755 0.90428455
 0.9158775  0.93102738 0.94908017 0.96921193 0.99054107 1.01222949
 1.03356004 1.05398586 1.07315273 1.0908993  1.10724067 1.12233979
 1.13647014 1.14997262 1.1632096  1.17651989 1.19017871 1.20436648
 1.21914956 1.23447423 1.25017368 1.26598613 1.28158095 1.29658904
 1.31063394 1.32336036 1.33445791 1.34367853 1.35084707 1.35586542
 1.35871093 1.35943029 1.35813014 1.3549658  1.3501291  1.34383624
 1.33631643 1.32780157 1.31851735 1.30867587 1.29846973 1.28806764
 1.27761141 1.26721443 1.25696136 1.246909   1.23708827 1.2275071
 1.21815397 1.209002   1.20001335 1.19114357 1.18234597 1.17357557
 1.16479272 1.15596609 1.14707524 1.13811246 1.12908418 1.12001176
 1.11093185 1.10189638 1.09297215 1.08424018 1.07579488 1.06774298
 1.06020243 1.05330121 1.04717601 1.04197103 1.03783666 1.03492825
 1.03340484 1.033428   1.0351606  1.03876576 1.04440574 1.05224093
 1.06242887 1.0751234  1.09047377 1.10862388 1.12971157 1.15386796
 1.18121693 1.21187451 1.24594854 1.28353822 1.32473381 1.3696164
 1.41825769 1.47071987 1.52705554 1.58730765 1.65150954 1.71968501
 1.7918484  1.86800472 1.94814987 2.03227076 2.12034563 2.21234425]"
