[I 2024-11-06 00:54:03,592] Using an existing study with name 'reproduct_sample08' instead of creating a new one.
[I 2024-11-06 00:59:28,120] Trial 16 finished with value: 0.2761525864407356 and parameters: {'nodeNum_01': 600, 'leaking_rate_01': 0.070360665125462, 'nodeNum_02': 450, 'leaking_rate_02': 0.0025617641286454465, 'nodeNum_03': 200, 'leaking_rate_03': 0.008494855660523904, 'nodeNum_04': 150, 'leaking_rate_04': 0.029970522204697165, 'tikhonov_beta': 5.049108120620219e-06, 'intensity': 1.3882329556395794}. Best is trial 4 with value: 0.24990214266131328.
[I 2024-11-06 01:05:08,661] Trial 36 finished with value: 0.23640988592594397 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.001074441226703947, 'nodeNum_02': 500, 'leaking_rate_02': 0.008610796175499782, 'nodeNum_03': 350, 'leaking_rate_03': 0.019333207523424798, 'nodeNum_04': 300, 'leaking_rate_04': 0.09891116921901287, 'tikhonov_beta': 2.9283840520285153e-07, 'intensity': 0.6029817292504172}. Best is trial 36 with value: 0.23640988592594397.
[I 2024-11-06 01:10:50,819] Trial 56 finished with value: 0.24760476260327383 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.0021306355940830814, 'nodeNum_02': 550, 'leaking_rate_02': 0.0068355523202600875, 'nodeNum_03': 400, 'leaking_rate_03': 0.011273666354914075, 'nodeNum_04': 250, 'leaking_rate_04': 0.09266014146738759, 'tikhonov_beta': 7.382985761491432e-07, 'intensity': 0.8313757454666293}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:16:21,604] Trial 77 finished with value: 0.2427359207199839 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.004566248301476332, 'nodeNum_02': 450, 'leaking_rate_02': 0.035027900553829476, 'nodeNum_03': 300, 'leaking_rate_03': 0.04645547063307759, 'nodeNum_04': 350, 'leaking_rate_04': 0.051447932353171376, 'tikhonov_beta': 1.3238964248921926e-06, 'intensity': 1.8338229847725718}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:21:59,423] Trial 97 finished with value: 0.23649337914089466 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.032065176887022706, 'nodeNum_02': 350, 'leaking_rate_02': 0.005545149209445168, 'nodeNum_03': 300, 'leaking_rate_03': 0.021793939025595715, 'nodeNum_04': 300, 'leaking_rate_04': 0.07390922033260153, 'tikhonov_beta': 2.931589511369978e-07, 'intensity': 0.46685340016027954}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:27:25,887] Trial 118 finished with value: 0.23449452752740424 and parameters: {'nodeNum_01': 400, 'leaking_rate_01': 0.010084862088464923, 'nodeNum_02': 300, 'leaking_rate_02': 0.0035842102353148735, 'nodeNum_03': 250, 'leaking_rate_03': 0.09190998898801447, 'nodeNum_04': 400, 'leaking_rate_04': 0.06796559635661924, 'tikhonov_beta': 4.986142993162467e-07, 'intensity': 1.9818427234596245}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:32:53,108] Trial 137 finished with value: 0.23493859923528848 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.007815079254932375, 'nodeNum_02': 300, 'leaking_rate_02': 0.09518443759343008, 'nodeNum_03': 200, 'leaking_rate_03': 0.09452896492694547, 'nodeNum_04': 450, 'leaking_rate_04': 0.06293534056002727, 'tikhonov_beta': 1.6543593730629557e-07, 'intensity': 1.1531339841797428}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:38:17,198] Trial 157 finished with value: 0.24180372839949124 and parameters: {'nodeNum_01': 500, 'leaking_rate_01': 0.006660617958027791, 'nodeNum_02': 250, 'leaking_rate_02': 0.07750216471430538, 'nodeNum_03': 150, 'leaking_rate_03': 0.08526850659991438, 'nodeNum_04': 450, 'leaking_rate_04': 0.0874111183707262, 'tikhonov_beta': 1.4186491139614521e-07, 'intensity': 0.9091022360818821}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:43:43,261] Trial 177 finished with value: 0.24239539563308463 and parameters: {'nodeNum_01': 500, 'leaking_rate_01': 0.005236360738681475, 'nodeNum_02': 200, 'leaking_rate_02': 0.07022109701022805, 'nodeNum_03': 150, 'leaking_rate_03': 0.06803461103664996, 'nodeNum_04': 500, 'leaking_rate_04': 0.0022108619539850187, 'tikhonov_beta': 2.1499947140113277e-07, 'intensity': 1.2980210343256973}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:49:08,512] Trial 196 finished with value: 0.2253683107900057 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.008587602438896242, 'nodeNum_02': 150, 'leaking_rate_02': 0.0595339016882283, 'nodeNum_03': 200, 'leaking_rate_03': 0.06739981162987425, 'nodeNum_04': 550, 'leaking_rate_04': 0.09874877412463262, 'tikhonov_beta': 1.1396506601696574e-07, 'intensity': 1.9458326020953738}. Best is trial 189 with value: 0.22196394849377712.
[I 2024-11-06 01:54:35,862] Trial 214 finished with value: 0.22617038722051522 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.008615027319573006, 'nodeNum_02': 150, 'leaking_rate_02': 0.05078657764605304, 'nodeNum_03': 200, 'leaking_rate_03': 0.07442169824118927, 'nodeNum_04': 550, 'leaking_rate_04': 0.09531984859518218, 'tikhonov_beta': 1.250259147362984e-07, 'intensity': 1.973099266534772}. Best is trial 189 with value: 0.22196394849377712.
[I 2024-11-06 02:00:08,487] Trial 234 finished with value: 0.22337460082621877 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.007255651845279361, 'nodeNum_02': 150, 'leaking_rate_02': 0.051678826588719765, 'nodeNum_03': 200, 'leaking_rate_03': 0.07219245966511575, 'nodeNum_04': 600, 'leaking_rate_04': 0.08180736891831202, 'tikhonov_beta': 1.3337770316301922e-07, 'intensity': 1.9207807848773104}. Best is trial 223 with value: 0.2204076541705011.
