[I 2024-11-06 00:52:11,618] Using an existing study with name 'reproduct_sample08' instead of creating a new one.
[I 2024-11-06 00:56:39,485] Trial 5 finished with value: 0.2836163029664728 and parameters: {'nodeNum_01': 400, 'leaking_rate_01': 0.02981690409538159, 'nodeNum_02': 250, 'leaking_rate_02': 0.02858549444072856, 'nodeNum_03': 300, 'leaking_rate_03': 0.002155175393050593, 'nodeNum_04': 500, 'leaking_rate_04': 0.011176828785645514, 'tikhonov_beta': 6.418346533412441e-06, 'intensity': 1.063351175976407}. Best is trial 4 with value: 0.24990214266131328.
[I 2024-11-06 01:02:07,390] Trial 26 finished with value: 0.2983587278457242 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.07269849369781611, 'nodeNum_02': 250, 'leaking_rate_02': 0.002096726573021665, 'nodeNum_03': 500, 'leaking_rate_03': 0.003240688281961195, 'nodeNum_04': 450, 'leaking_rate_04': 0.012202737210372709, 'tikhonov_beta': 3.5200576374763514e-06, 'intensity': 1.0451433956492338}. Best is trial 4 with value: 0.24990214266131328.
[I 2024-11-06 01:07:31,315] Trial 46 finished with value: 0.2399069979005757 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.0022292284469467025, 'nodeNum_02': 400, 'leaking_rate_02': 0.05124048123226256, 'nodeNum_03': 350, 'leaking_rate_03': 0.02882428126494013, 'nodeNum_04': 250, 'leaking_rate_04': 0.09335388345098702, 'tikhonov_beta': 1.7858708731626565e-07, 'intensity': 0.6139564535609562}. Best is trial 45 with value: 0.23625421486015064.
[I 2024-11-06 01:13:03,455] Trial 66 finished with value: 0.2627949159752027 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.017228274584009398, 'nodeNum_02': 550, 'leaking_rate_02': 0.015834759084931982, 'nodeNum_03': 400, 'leaking_rate_03': 0.010551426987177474, 'nodeNum_04': 350, 'leaking_rate_04': 0.048238672165444745, 'tikhonov_beta': 2.012581730655389e-06, 'intensity': 0.8203962255535718}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:18:33,478] Trial 85 finished with value: 0.23943126092797826 and parameters: {'nodeNum_01': 400, 'leaking_rate_01': 0.004275515928795211, 'nodeNum_02': 450, 'leaking_rate_02': 0.00456918071909633, 'nodeNum_03': 300, 'leaking_rate_03': 0.06127492924861196, 'nodeNum_04': 300, 'leaking_rate_04': 0.04403780188325097, 'tikhonov_beta': 3.2018661046816606e-07, 'intensity': 1.8508859558986808}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:23:58,631] Trial 104 finished with value: 0.2347966557279035 and parameters: {'nodeNum_01': 400, 'leaking_rate_01': 0.023644941653549363, 'nodeNum_02': 350, 'leaking_rate_02': 0.003214132046588674, 'nodeNum_03': 250, 'leaking_rate_03': 0.03286563782953825, 'nodeNum_04': 400, 'leaking_rate_04': 0.07460021241181752, 'tikhonov_beta': 1.0288834989910598e-07, 'intensity': 1.6361218883560682}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:29:27,999] Trial 124 finished with value: 0.23418940927101325 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.009612390489300624, 'nodeNum_02': 300, 'leaking_rate_02': 0.0035864977106776262, 'nodeNum_03': 200, 'leaking_rate_03': 0.07452377683647855, 'nodeNum_04': 400, 'leaking_rate_04': 0.06644306008566683, 'tikhonov_beta': 5.095247544763193e-07, 'intensity': 1.5106418283349052}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:34:55,836] Trial 144 finished with value: 0.23150928033890777 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.007809513408164256, 'nodeNum_02': 300, 'leaking_rate_02': 0.08892527068257863, 'nodeNum_03': 200, 'leaking_rate_03': 0.09594053633230092, 'nodeNum_04': 450, 'leaking_rate_04': 0.08820437441751412, 'tikhonov_beta': 1.5076230413664418e-07, 'intensity': 1.5259078243342659}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:40:25,039] Trial 164 finished with value: 0.2411140014124975 and parameters: {'nodeNum_01': 500, 'leaking_rate_01': 0.006176384822727308, 'nodeNum_02': 250, 'leaking_rate_02': 0.07828420305532914, 'nodeNum_03': 150, 'leaking_rate_03': 0.08470667572191745, 'nodeNum_04': 500, 'leaking_rate_04': 0.08611037922059345, 'tikhonov_beta': 1.6604762502951308e-07, 'intensity': 1.3237588690405269}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:45:58,703] Trial 184 finished with value: 0.22429421316351816 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.005258765747100609, 'nodeNum_02': 200, 'leaking_rate_02': 0.06283736483581528, 'nodeNum_03': 200, 'leaking_rate_03': 0.06759495251145095, 'nodeNum_04': 550, 'leaking_rate_04': 0.0991131144919734, 'tikhonov_beta': 2.1055639684797382e-07, 'intensity': 1.8606996354390364}. Best is trial 184 with value: 0.22429421316351816.
[I 2024-11-06 01:51:27,383] Trial 204 finished with value: 0.22988760737944247 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.008583855424750096, 'nodeNum_02': 150, 'leaking_rate_02': 0.08619171392298852, 'nodeNum_03': 200, 'leaking_rate_03': 0.005019861357609739, 'nodeNum_04': 550, 'leaking_rate_04': 0.09902604434318935, 'tikhonov_beta': 1.0479025913904978e-07, 'intensity': 1.969740332499642}. Best is trial 189 with value: 0.22196394849377712.
