[I 2024-11-06 00:54:13,711] Using an existing study with name 'reproduct_sample08' instead of creating a new one.
[I 2024-11-06 00:59:47,881] Trial 17 finished with value: 0.29655727191994147 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.04678758491421418, 'nodeNum_02': 350, 'leaking_rate_02': 0.004644347526858504, 'nodeNum_03': 250, 'leaking_rate_03': 0.008133298135819816, 'nodeNum_04': 550, 'leaking_rate_04': 0.05967653582703239, 'tikhonov_beta': 0.0001039291339592615, 'intensity': 0.05131167008834181}. Best is trial 4 with value: 0.24990214266131328.
[I 2024-11-06 01:05:16,594] Trial 38 finished with value: 0.2715232711541609 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.001225837683622176, 'nodeNum_02': 500, 'leaking_rate_02': 0.006664097439433473, 'nodeNum_03': 350, 'leaking_rate_03': 0.03310030439032636, 'nodeNum_04': 300, 'leaking_rate_04': 0.031490841954471306, 'tikhonov_beta': 5.728689507068782e-07, 'intensity': 0.6913420568622761}. Best is trial 36 with value: 0.23640988592594397.
[I 2024-11-06 01:10:46,918] Trial 57 finished with value: 0.2443897665645741 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.0022398545381836716, 'nodeNum_02': 550, 'leaking_rate_02': 0.009143330511220647, 'nodeNum_03': 400, 'leaking_rate_03': 0.012658379445566446, 'nodeNum_04': 250, 'leaking_rate_04': 0.09349435950967126, 'tikhonov_beta': 3.7146268827699066e-07, 'intensity': 0.7981185077279018}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:16:13,675] Trial 76 finished with value: 0.24509770718809984 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.00406395771199502, 'nodeNum_02': 450, 'leaking_rate_02': 0.017340301970785964, 'nodeNum_03': 300, 'leaking_rate_03': 0.045928815597614324, 'nodeNum_04': 350, 'leaking_rate_04': 0.05356302693792885, 'tikhonov_beta': 1.5949998555862023e-06, 'intensity': 1.869141726511631}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:21:44,765] Trial 96 finished with value: 0.23482302728413126 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.011365686321903875, 'nodeNum_02': 350, 'leaking_rate_02': 0.004937875441670754, 'nodeNum_03': 300, 'leaking_rate_03': 0.03141053041596492, 'nodeNum_04': 300, 'leaking_rate_04': 0.07563510226979948, 'tikhonov_beta': 2.929461743226788e-07, 'intensity': 0.48239950910390345}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:27:12,623] Trial 116 finished with value: 0.2356430552157673 and parameters: {'nodeNum_01': 400, 'leaking_rate_01': 0.01075922248976507, 'nodeNum_02': 300, 'leaking_rate_02': 0.0032288548566891955, 'nodeNum_03': 250, 'leaking_rate_03': 0.07328945445071954, 'nodeNum_04': 400, 'leaking_rate_04': 0.06884812438193699, 'tikhonov_beta': 5.380632989908904e-07, 'intensity': 1.9964932495279806}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:32:42,106] Trial 136 finished with value: 0.23038031610372856 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.005908848974853667, 'nodeNum_02': 300, 'leaking_rate_02': 0.09957305439759105, 'nodeNum_03': 200, 'leaking_rate_03': 0.09676624676156229, 'nodeNum_04': 450, 'leaking_rate_04': 0.06196729275061824, 'tikhonov_beta': 1.5045126211533743e-07, 'intensity': 1.5930097894080308}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:38:12,506] Trial 156 finished with value: 0.23150668032791896 and parameters: {'nodeNum_01': 500, 'leaking_rate_01': 0.007481166951553379, 'nodeNum_02': 250, 'leaking_rate_02': 0.07650040595359703, 'nodeNum_03': 150, 'leaking_rate_03': 0.08490983978518504, 'nodeNum_04': 500, 'leaking_rate_04': 0.0582633651993752, 'tikhonov_beta': 1.615846542159415e-07, 'intensity': 1.8914280492860018}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:43:43,097] Trial 176 finished with value: 0.2399103902364861 and parameters: {'nodeNum_01': 500, 'leaking_rate_01': 0.004982642915526832, 'nodeNum_02': 200, 'leaking_rate_02': 0.06787556015522322, 'nodeNum_03': 150, 'leaking_rate_03': 0.08315655229727086, 'nodeNum_04': 500, 'leaking_rate_04': 0.0019632348713716297, 'tikhonov_beta': 2.017639803113568e-07, 'intensity': 1.8587958362885555}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:49:10,493] Trial 195 finished with value: 0.2294447861755868 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.00529654780033058, 'nodeNum_02': 150, 'leaking_rate_02': 0.06058931058410461, 'nodeNum_03': 200, 'leaking_rate_03': 0.06706533120013718, 'nodeNum_04': 450, 'leaking_rate_04': 0.09901919093163114, 'tikhonov_beta': 1.062014220934941e-07, 'intensity': 1.9654430335122854}. Best is trial 189 with value: 0.22196394849377712.
[I 2024-11-06 01:54:45,028] Trial 215 finished with value: 0.23135761328068746 and parameters: {'nodeNum_01': 600, 'leaking_rate_01': 0.005810247058611041, 'nodeNum_02': 150, 'leaking_rate_02': 0.04655473882342849, 'nodeNum_03': 200, 'leaking_rate_03': 0.07590353497964414, 'nodeNum_04': 550, 'leaking_rate_04': 0.09491797268463498, 'tikhonov_beta': 1.1363895201140891e-07, 'intensity': 1.9628867897882882}. Best is trial 189 with value: 0.22196394849377712.
