[I 2024-11-06 00:52:21,648] Using an existing study with name 'reproduct_sample08' instead of creating a new one.
[I 2024-11-06 00:56:29,902] Trial 6 finished with value: 0.4753925215351497 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.0027522863706790526, 'nodeNum_02': 200, 'leaking_rate_02': 0.0021863848718700852, 'nodeNum_03': 200, 'leaking_rate_03': 0.008923356434384534, 'nodeNum_04': 200, 'leaking_rate_04': 0.004109870334469968, 'tikhonov_beta': 0.07051102443256713, 'intensity': 0.48403485051175066}. Best is trial 4 with value: 0.24990214266131328.
[I 2024-11-06 01:01:52,937] Trial 25 finished with value: 0.3255258375972839 and parameters: {'nodeNum_01': 200, 'leaking_rate_01': 0.005100610538070434, 'nodeNum_02': 150, 'leaking_rate_02': 0.006535249828973881, 'nodeNum_03': 600, 'leaking_rate_03': 0.08758025188709294, 'nodeNum_04': 150, 'leaking_rate_04': 0.033769381719131714, 'tikhonov_beta': 0.0006438943648197482, 'intensity': 0.39840156545219996}. Best is trial 4 with value: 0.24990214266131328.
[I 2024-11-06 01:07:16,778] Trial 45 finished with value: 0.23625421486015064 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.016896420604201646, 'nodeNum_02': 400, 'leaking_rate_02': 0.05406791348723942, 'nodeNum_03': 350, 'leaking_rate_03': 0.029058543310190896, 'nodeNum_04': 250, 'leaking_rate_04': 0.09892299223139774, 'tikhonov_beta': 1.4049584996624227e-07, 'intensity': 0.6737307749233119}. Best is trial 45 with value: 0.23625421486015064.
[I 2024-11-06 01:12:44,920] Trial 64 finished with value: 0.2617478052700145 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.015587426599488918, 'nodeNum_02': 400, 'leaking_rate_02': 0.037650422272953704, 'nodeNum_03': 400, 'leaking_rate_03': 0.011239806013265507, 'nodeNum_04': 350, 'leaking_rate_04': 0.051196309946173434, 'tikhonov_beta': 1.8710664940879322e-06, 'intensity': 0.7805111620174503}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:18:12,528] Trial 83 finished with value: 0.23943813610143835 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.003867573701729217, 'nodeNum_02': 450, 'leaking_rate_02': 0.005099166820426443, 'nodeNum_03': 300, 'leaking_rate_03': 0.058034538413668964, 'nodeNum_04': 300, 'leaking_rate_04': 0.042609526826948026, 'tikhonov_beta': 3.031646289076555e-07, 'intensity': 1.765277934291166}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:23:38,740] Trial 103 finished with value: 0.23323386021377146 and parameters: {'nodeNum_01': 400, 'leaking_rate_01': 0.0026482603630897353, 'nodeNum_02': 350, 'leaking_rate_02': 0.09730754232732841, 'nodeNum_03': 250, 'leaking_rate_03': 0.06666916014632267, 'nodeNum_04': 400, 'leaking_rate_04': 0.07562686059706723, 'tikhonov_beta': 1.0132365609259576e-07, 'intensity': 1.6912651547810436}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:29:12,933] Trial 123 finished with value: 0.23433808202836592 and parameters: {'nodeNum_01': 400, 'leaking_rate_01': 0.010389982048959422, 'nodeNum_02': 350, 'leaking_rate_02': 0.005878201700757144, 'nodeNum_03': 250, 'leaking_rate_03': 0.075015512842483, 'nodeNum_04': 400, 'leaking_rate_04': 0.06770799891048222, 'tikhonov_beta': 4.891557451346748e-07, 'intensity': 1.6560573083972823}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:34:41,322] Trial 143 finished with value: 0.2274428405660861 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.007604134258485505, 'nodeNum_02': 250, 'leaking_rate_02': 0.09428095111109193, 'nodeNum_03': 200, 'leaking_rate_03': 0.09954969075601211, 'nodeNum_04': 450, 'leaking_rate_04': 0.08675272754512131, 'tikhonov_beta': 1.6820600304478208e-07, 'intensity': 1.9265427209613692}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:40:13,211] Trial 163 finished with value: 0.24135460673544465 and parameters: {'nodeNum_01': 500, 'leaking_rate_01': 0.006157878036438849, 'nodeNum_02': 250, 'leaking_rate_02': 0.07564866394797129, 'nodeNum_03': 150, 'leaking_rate_03': 0.08423933625588427, 'nodeNum_04': 500, 'leaking_rate_04': 0.059167846128179206, 'tikhonov_beta': 1.9737570219656674e-07, 'intensity': 1.3229882891641347}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:45:44,489] Trial 183 finished with value: 0.243103317134472 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.005105243946804063, 'nodeNum_02': 200, 'leaking_rate_02': 0.060561650764889695, 'nodeNum_03': 200, 'leaking_rate_03': 0.06695049126900567, 'nodeNum_04': 500, 'leaking_rate_04': 0.01473001528797011, 'tikhonov_beta': 2.1287310922262226e-07, 'intensity': 1.8612776520969714}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:51:16,225] Trial 203 finished with value: 0.22349703222532866 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.008567643925816586, 'nodeNum_02': 150, 'leaking_rate_02': 0.09984740327178056, 'nodeNum_03': 200, 'leaking_rate_03': 0.09092819028497715, 'nodeNum_04': 550, 'leaking_rate_04': 0.09711579801383925, 'tikhonov_beta': 1.0258031684402493e-07, 'intensity': 1.9666115733138605}. Best is trial 189 with value: 0.22196394849377712.
[I 2024-11-06 01:56:56,958] Trial 223 finished with value: 0.2204076541705011 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.008615437671135203, 'nodeNum_02': 150, 'leaking_rate_02': 0.04494118562710125, 'nodeNum_03': 200, 'leaking_rate_03': 0.07792962395090348, 'nodeNum_04': 600, 'leaking_rate_04': 0.09438220606277506, 'tikhonov_beta': 1.2610266010169323e-07, 'intensity': 1.999736144522867}. Best is trial 223 with value: 0.2204076541705011.
[I 2024-11-06 02:02:35,901] Trial 243 finished with value: 0.23469223027401212 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.007198864918973026, 'nodeNum_02': 150, 'leaking_rate_02': 0.052165845114703166, 'nodeNum_03': 200, 'leaking_rate_03': 0.007457240988980553, 'nodeNum_04': 550, 'leaking_rate_04': 0.0809628962471764, 'tikhonov_beta': 1.532125646041804e-07, 'intensity': 1.9132630854236852}. Best is trial 223 with value: 0.2204076541705011.
[I 2024-11-06 02:08:09,033] Trial 264 finished with value: 0.3168896120269356 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.008416441303569201, 'nodeNum_02': 150, 'leaking_rate_02': 0.041852774758091855, 'nodeNum_03': 200, 'leaking_rate_03': 0.062318940551456974, 'nodeNum_04': 600, 'leaking_rate_04': 0.0897079319553416, 'tikhonov_beta': 0.0012641090860284485, 'intensity': 1.8040772578427158}. Best is trial 223 with value: 0.2204076541705011.
[I 2024-11-06 02:13:55,927] Trial 283 finished with value: 0.22857627901727343 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.008704028004352046, 'nodeNum_02': 200, 'leaking_rate_02': 0.03629270848396489, 'nodeNum_03': 200, 'leaking_rate_03': 0.051913264605434134, 'nodeNum_04': 600, 'leaking_rate_04': 0.0900023687881274, 'tikhonov_beta': 3.75833677522401e-07, 'intensity': 1.8700589742929752}. Best is trial 223 with value: 0.2204076541705011.
[I 2024-11-06 02:19:37,850] Trial 303 finished with value: 0.2274911880057408 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.009449850245658708, 'nodeNum_02': 200, 'leaking_rate_02': 0.024780440027559865, 'nodeNum_03': 200, 'leaking_rate_03': 0.06906715402282614, 'nodeNum_04': 600, 'leaking_rate_04': 0.07386068793915732, 'tikhonov_beta': 3.297854938067566e-07, 'intensity': 1.7168753752108477}. Best is trial 223 with value: 0.2204076541705011.
