[I 2024-11-06 00:53:12,935] Using an existing study with name 'reproduct_sample08' instead of creating a new one.
[I 2024-11-06 00:58:47,085] Trial 11 finished with value: 0.4718129439111296 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.00963827326671929, 'nodeNum_02': 400, 'leaking_rate_02': 0.0015625023737994952, 'nodeNum_03': 450, 'leaking_rate_03': 0.0013292392335233051, 'nodeNum_04': 250, 'leaking_rate_04': 0.07810578372879737, 'tikhonov_beta': 0.05839956733904708, 'intensity': 1.914332110382813}. Best is trial 4 with value: 0.24990214266131328.
[I 2024-11-06 01:04:21,865] Trial 31 finished with value: 0.23788377456409482 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.001612183413491508, 'nodeNum_02': 600, 'leaking_rate_02': 0.007547182937121801, 'nodeNum_03': 350, 'leaking_rate_03': 0.02253633310781914, 'nodeNum_04': 150, 'leaking_rate_04': 0.06720766001334773, 'tikhonov_beta': 1.8658159571645227e-07, 'intensity': 0.6881952164771772}. Best is trial 31 with value: 0.23788377456409482.
[I 2024-11-06 01:09:53,315] Trial 51 finished with value: 0.2319129467406371 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.002004136006440173, 'nodeNum_02': 550, 'leaking_rate_02': 0.006623051271751272, 'nodeNum_03': 350, 'leaking_rate_03': 0.032545139681832695, 'nodeNum_04': 250, 'leaking_rate_04': 0.09665325517201465, 'tikhonov_beta': 1.0418507286626816e-07, 'intensity': 1.9555321392263645}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:15:30,204] Trial 71 finished with value: 0.26401877313951294 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.019348861576324188, 'nodeNum_02': 450, 'leaking_rate_02': 0.040276795818341656, 'nodeNum_03': 400, 'leaking_rate_03': 0.04618669103762664, 'nodeNum_04': 350, 'leaking_rate_04': 0.048717447155484386, 'tikhonov_beta': 1.5288429298749438e-06, 'intensity': 0.8137853270017148}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:20:58,416] Trial 91 finished with value: 0.235146042817098 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.013270850625986538, 'nodeNum_02': 350, 'leaking_rate_02': 0.005144035280748841, 'nodeNum_03': 300, 'leaking_rate_03': 0.05913176543085828, 'nodeNum_04': 300, 'leaking_rate_04': 0.07278549219886289, 'tikhonov_beta': 2.826646978113681e-07, 'intensity': 1.7911820976393378}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:26:31,884] Trial 111 finished with value: 0.23246040569821025 and parameters: {'nodeNum_01': 400, 'leaking_rate_01': 0.010790765518327005, 'nodeNum_02': 500, 'leaking_rate_02': 0.0035534179738032044, 'nodeNum_03': 250, 'leaking_rate_03': 0.07622418802248561, 'nodeNum_04': 400, 'leaking_rate_04': 0.07031991269703222, 'tikhonov_beta': 2.2584618375604565e-07, 'intensity': 1.966269682101723}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:32:02,032] Trial 132 finished with value: 0.23177573682880834 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.009165285727210846, 'nodeNum_02': 300, 'leaking_rate_02': 0.09923785619856561, 'nodeNum_03': 200, 'leaking_rate_03': 0.09585055504816178, 'nodeNum_04': 450, 'leaking_rate_04': 0.06339251222788161, 'tikhonov_beta': 2.0897859905694617e-07, 'intensity': 1.937665557235451}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:37:37,445] Trial 152 finished with value: 0.22849082843421908 and parameters: {'nodeNum_01': 500, 'leaking_rate_01': 0.008080197293361673, 'nodeNum_02': 250, 'leaking_rate_02': 0.08109983540893159, 'nodeNum_03': 150, 'leaking_rate_03': 0.08545563986081571, 'nodeNum_04': 450, 'leaking_rate_04': 0.08591801871648852, 'tikhonov_beta': 1.4450029760994847e-07, 'intensity': 1.8826704364442226}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:43:10,763] Trial 171 finished with value: 0.27685872183631005 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.006284089548041277, 'nodeNum_02': 200, 'leaking_rate_02': 0.0693223911614354, 'nodeNum_03': 150, 'leaking_rate_03': 0.0992447651809643, 'nodeNum_04': 500, 'leaking_rate_04': 0.002313362917357735, 'tikhonov_beta': 8.59456606201233e-05, 'intensity': 1.86305670766141}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:48:45,380] Trial 190 finished with value: 0.234965892534082 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.005433151066129392, 'nodeNum_02': 200, 'leaking_rate_02': 0.06092645510694366, 'nodeNum_03': 200, 'leaking_rate_03': 0.09981030894051639, 'nodeNum_04': 550, 'leaking_rate_04': 0.0195276047812759, 'tikhonov_beta': 1.0240267394666517e-07, 'intensity': 1.8457226112420941}. Best is trial 189 with value: 0.22196394849377712.
[I 2024-11-06 01:54:13,855] Trial 211 finished with value: 0.22672414143030034 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.008576937745685801, 'nodeNum_02': 150, 'leaking_rate_02': 0.04636899459115304, 'nodeNum_03': 200, 'leaking_rate_03': 0.002068858676730071, 'nodeNum_04': 550, 'leaking_rate_04': 0.09686466167748382, 'tikhonov_beta': 1.1943953738684654e-07, 'intensity': 1.759018806540708}. Best is trial 189 with value: 0.22196394849377712.
