[I 2024-11-06 00:53:23,295] Using an existing study with name 'reproduct_sample08' instead of creating a new one.
[I 2024-11-06 00:58:55,212] Trial 12 finished with value: 0.353358695988239 and parameters: {'nodeNum_01': 200, 'leaking_rate_01': 0.04790369560229182, 'nodeNum_02': 300, 'leaking_rate_02': 0.02766886824980232, 'nodeNum_03': 600, 'leaking_rate_03': 0.003980740128513352, 'nodeNum_04': 300, 'leaking_rate_04': 0.0011717924587296622, 'tikhonov_beta': 0.0004732558015006878, 'intensity': 1.4036847268605364}. Best is trial 4 with value: 0.24990214266131328.
[I 2024-11-06 01:04:35,630] Trial 32 finished with value: 0.2379776091091741 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.001087672913154685, 'nodeNum_02': 600, 'leaking_rate_02': 0.006403590512851525, 'nodeNum_03': 350, 'leaking_rate_03': 0.015914618629320476, 'nodeNum_04': 200, 'leaking_rate_04': 0.06361725528696177, 'tikhonov_beta': 1.562750622696872e-07, 'intensity': 0.6940566440118789}. Best is trial 31 with value: 0.23788377456409482.
[I 2024-11-06 01:10:18,515] Trial 53 finished with value: 0.2336503789286865 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.0017570846075066111, 'nodeNum_02': 550, 'leaking_rate_02': 0.007860208810750191, 'nodeNum_03': 350, 'leaking_rate_03': 0.03655632967359127, 'nodeNum_04': 150, 'leaking_rate_04': 0.09561432807085507, 'tikhonov_beta': 1.0407602845511486e-07, 'intensity': 0.6983760486688153}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:15:55,956] Trial 74 finished with value: 0.2556792433039874 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.003779735802938318, 'nodeNum_02': 450, 'leaking_rate_02': 0.010097513892353282, 'nodeNum_03': 400, 'leaking_rate_03': 0.06435957688264718, 'nodeNum_04': 350, 'leaking_rate_04': 0.05147846977275781, 'tikhonov_beta': 1.1148101734955796e-06, 'intensity': 0.3854504544147419}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:21:21,011] Trial 95 finished with value: 0.2348798312640581 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.023394837982174142, 'nodeNum_02': 350, 'leaking_rate_02': 0.005234731313992795, 'nodeNum_03': 300, 'leaking_rate_03': 0.021160496408707614, 'nodeNum_04': 300, 'leaking_rate_04': 0.0741259471462004, 'tikhonov_beta': 3.015722021830113e-07, 'intensity': 0.4780077736071003}. Best is trial 51 with value: 0.2319129467406371.
[I 2024-11-06 01:26:48,108] Trial 114 finished with value: 0.23625230637605976 and parameters: {'nodeNum_01': 400, 'leaking_rate_01': 0.025040114490619974, 'nodeNum_02': 350, 'leaking_rate_02': 0.0031702798174041927, 'nodeNum_03': 250, 'leaking_rate_03': 0.07528533578736671, 'nodeNum_04': 400, 'leaking_rate_04': 0.07142643868000531, 'tikhonov_beta': 5.419509441719812e-07, 'intensity': 1.9510450627215163}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:32:12,411] Trial 135 finished with value: 0.4422223735262789 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.005815302529323147, 'nodeNum_02': 300, 'leaking_rate_02': 0.08871650035726647, 'nodeNum_03': 200, 'leaking_rate_03': 0.09264186016510795, 'nodeNum_04': 450, 'leaking_rate_04': 0.06293494932086374, 'tikhonov_beta': 0.016946919828746063, 'intensity': 1.5533305354606255}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:37:39,221] Trial 153 finished with value: 0.2325367269095742 and parameters: {'nodeNum_01': 500, 'leaking_rate_01': 0.006314592719025866, 'nodeNum_02': 250, 'leaking_rate_02': 0.07937937487336812, 'nodeNum_03': 150, 'leaking_rate_03': 0.0846313373229928, 'nodeNum_04': 450, 'leaking_rate_04': 0.08542038479435295, 'tikhonov_beta': 1.6143857792889672e-07, 'intensity': 1.900320695725229}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:43:10,385] Trial 172 finished with value: 0.2311504248237696 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.005179785941872156, 'nodeNum_02': 200, 'leaking_rate_02': 0.06844394901254586, 'nodeNum_03': 150, 'leaking_rate_03': 0.09954449904706252, 'nodeNum_04': 500, 'leaking_rate_04': 0.0576214178811303, 'tikhonov_beta': 1.895829373153235e-07, 'intensity': 1.2924285290787387}. Best is trial 110 with value: 0.2252776530975354.
[I 2024-11-06 01:48:37,728] Trial 191 finished with value: 0.23174922745370347 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.004930268475577565, 'nodeNum_02': 200, 'leaking_rate_02': 0.06193096740313716, 'nodeNum_03': 200, 'leaking_rate_03': 0.0033670751975706605, 'nodeNum_04': 550, 'leaking_rate_04': 0.09972160152058115, 'tikhonov_beta': 1.1211211846778138e-07, 'intensity': 1.8536089376478393}. Best is trial 189 with value: 0.22196394849377712.
[I 2024-11-06 01:54:10,157] Trial 210 finished with value: 0.23343113307310326 and parameters: {'nodeNum_01': 600, 'leaking_rate_01': 0.04115675724129195, 'nodeNum_02': 150, 'leaking_rate_02': 0.05747000238714191, 'nodeNum_03': 200, 'leaking_rate_03': 0.002343511590406351, 'nodeNum_04': 550, 'leaking_rate_04': 0.09744442112867681, 'tikhonov_beta': 1.1979343714984893e-07, 'intensity': 1.7640165493871343}. Best is trial 189 with value: 0.22196394849377712.
[I 2024-11-06 01:59:52,395] Trial 230 finished with value: 0.233225689212139 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.004497151027267412, 'nodeNum_02': 150, 'leaking_rate_02': 0.04917225034118746, 'nodeNum_03': 550, 'leaking_rate_03': 0.009103860868134176, 'nodeNum_04': 600, 'leaking_rate_04': 0.08075977619467711, 'tikhonov_beta': 1.2660878754442507e-07, 'intensity': 1.91778087726645}. Best is trial 223 with value: 0.2204076541705011.
[I 2024-11-06 02:05:32,543] Trial 252 finished with value: 0.2485642638934012 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.0806554548985979, 'nodeNum_02': 150, 'leaking_rate_02': 0.04075945966325165, 'nodeNum_03': 200, 'leaking_rate_03': 0.06132795981733268, 'nodeNum_04': 600, 'leaking_rate_04': 0.0809707544857142, 'tikhonov_beta': 2.5061237546623825e-07, 'intensity': 1.8070889729698547}. Best is trial 223 with value: 0.2204076541705011.
[I 2024-11-06 02:11:03,761] Trial 272 finished with value: 0.2275639386749228 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.0037097476765196925, 'nodeNum_02': 150, 'leaking_rate_02': 0.03150331181141172, 'nodeNum_03': 200, 'leaking_rate_03': 0.05227043563352807, 'nodeNum_04': 600, 'leaking_rate_04': 0.08991685325711025, 'tikhonov_beta': 1.7678156864284575e-07, 'intensity': 1.8117383646720757}. Best is trial 223 with value: 0.2204076541705011.
[I 2024-11-06 02:16:47,223] Trial 292 finished with value: 0.2278921418656244 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.00924877060600371, 'nodeNum_02': 200, 'leaking_rate_02': 0.024838767362860007, 'nodeNum_03': 200, 'leaking_rate_03': 0.07140016670918224, 'nodeNum_04': 600, 'leaking_rate_04': 0.07248208833540772, 'tikhonov_beta': 3.3742422205326437e-07, 'intensity': 1.7280492259462503}. Best is trial 223 with value: 0.2204076541705011.
[I 2024-11-06 02:22:37,642] Trial 313 finished with value: 0.3627149035441523 and parameters: {'nodeNum_01': 600, 'leaking_rate_01': 0.0040797207960400666, 'nodeNum_02': 200, 'leaking_rate_02': 0.01852796297020224, 'nodeNum_03': 250, 'leaking_rate_03': 0.06879814348237423, 'nodeNum_04': 600, 'leaking_rate_04': 0.0983647924865792, 'tikhonov_beta': 0.009406088910443726, 'intensity': 1.8779963437022318}. Best is trial 223 with value: 0.2204076541705011.
[I 2024-11-06 02:28:17,458] Trial 334 finished with value: 0.22898353185192252 and parameters: {'nodeNum_01': 600, 'leaking_rate_01': 0.00339451330868189, 'nodeNum_02': 200, 'leaking_rate_02': 0.015537822767282324, 'nodeNum_03': 250, 'leaking_rate_03': 0.07923227535064635, 'nodeNum_04': 550, 'leaking_rate_04': 0.09857607398395844, 'tikhonov_beta': 2.1126575058203594e-07, 'intensity': 1.6729972995651623}. Best is trial 223 with value: 0.2204076541705011.
