stim,leak_rate,tikhonov_beta,csv_seed,reservoir_seed,RMSE,NRMSE
10-6,0.9,1e-05,146,721,0.13507511099551736,0.7262638086790634
10-6,0.9,1e-06,146,721,0.13248438052616995,0.7123341234538438
10-6,0.9,1e-07,146,721,0.13125784821821598,0.7057393776203784
10-6,0.1,0.001,146,722,0.07494943193862112,0.4029836399681481
10-6,0.1,0.0001,146,722,0.07521038142458802,0.4043866976162551
10-6,0.1,1e-05,146,722,0.072312531936913,0.38880571315223067
10-6,0.1,1e-06,146,722,0.06525217620064801,0.3508440131035884
10-6,0.1,1e-07,146,722,0.05557634244301954,0.29881956666656934
10-6,0.3,0.001,146,722,0.09032566311804671,0.4856576436183838
10-6,0.3,0.0001,146,722,0.08654924085445559,0.46535280140043356
10-6,0.3,1e-05,146,722,0.08385433076242253,0.450862969387247
10-6,0.3,1e-06,146,722,0.08241896690289466,0.44314539050999857
10-6,0.3,1e-07,146,722,0.089379284060174,0.4805692090877059
10-6,0.5,0.001,146,722,0.11752462528574027,0.6318994028176964
10-6,0.5,0.0001,146,722,0.1132151855489343,0.608728664008313
10-6,0.5,1e-05,146,722,0.10862574133031402,0.5840524137844958
10-6,0.5,1e-06,146,722,0.10383235776751377,0.5582796346461211
10-6,0.5,1e-07,146,722,0.10337442360835114,0.5558174415440273
10-6,0.7,0.001,146,722,0.13177962888228326,0.7085448568059047
10-6,0.7,0.0001,146,722,0.12911572455695378,0.6942217347517269
10-6,0.7,1e-05,146,722,0.12619415181914206,0.6785131965298595
10-6,0.7,1e-06,146,722,0.12297369784268054,0.6611976514721309
10-6,0.7,1e-07,146,722,0.11964031996365869,0.6432749439034117
10-6,0.9,0.001,146,722,0.13906225427751173,0.7477016431134653
10-6,0.9,0.0001,146,722,0.13736579595119106,0.7385802270638435
10-6,0.9,1e-05,146,722,0.13530910024558546,0.7275219081371497
10-6,0.9,1e-06,146,722,0.13350152550596633,0.7178030479771057
10-6,0.9,1e-07,146,722,0.13383363708531032,0.7195887257288626
10-6,0.1,0.001,146,723,0.0768524888147383,0.4132158827906442
10-6,0.1,0.0001,146,723,0.07564603623678377,0.4067291004530379
10-6,0.1,1e-05,146,723,0.07092172441895468,0.3813277021575523
10-6,0.1,1e-06,146,723,0.0631655917544384,0.33962499017726283
10-6,0.1,1e-07,146,723,0.053011324113525146,0.28502812894291624
10-6,0.3,0.001,146,723,0.09222754601691334,0.49588357426994767
10-6,0.3,0.0001,146,723,0.08728618634961688,0.4693151660297136
10-6,0.3,1e-05,146,723,0.08392090688063278,0.45122093189286394
10-6,0.3,1e-06,146,723,0.08190051950059332,0.440357833407731
10-6,0.3,1e-07,146,723,0.08139850875206239,0.43765865192611814
10-6,0.5,0.001,146,723,0.11860477471420301,0.637707085906581
10-6,0.5,0.0001,146,723,0.11363007906607904,0.6109594387508768
10-6,0.5,1e-05,146,723,0.10874903712196361,0.5847153432507578
10-6,0.5,1e-06,146,723,0.1039484366749643,0.558903760799422
10-6,0.5,1e-07,146,723,0.1026569237246762,0.5519596309199677
10-6,0.7,0.001,146,723,0.13248822898053658,0.7123548155939815
10-6,0.7,0.0001,146,723,0.1293460803763215,0.6954602981961125
10-6,0.7,1e-05,146,723,0.12606817834798797,0.6778358698759809
10-6,0.7,1e-06,146,723,0.1228292585017137,0.6604210386296868
10-6,0.7,1e-07,146,723,0.12694003926045017,0.6825236396823977
10-6,0.9,0.001,146,723,0.13941556005277647,0.7496012765550444
10-6,0.9,0.0001,146,723,0.13737475080965555,0.7386283750132819
10-6,0.9,1e-05,146,723,0.13506657173698405,0.7262178953025724
10-6,0.9,1e-06,146,723,0.13305347233925988,0.7153939824065155
10-6,0.9,1e-07,146,723,0.132807739264713,0.714072739452699
10-6,0.1,0.001,146,724,0.07759114099212672,0.41718742380723456
10-6,0.1,0.0001,146,724,0.07568315733143598,0.40692869094299383
10-6,0.1,1e-05,146,724,0.0714447008841976,0.38413961085559095
10-6,0.1,1e-06,146,724,0.062394775497468385,0.3354805112539965
10-6,0.1,1e-07,146,724,0.05204413945183721,0.2798278280812959
10-6,0.3,0.001,146,724,0.09276506519215724,0.4987736753446277
10-6,0.3,0.0001,146,724,0.08749571576805304,0.47044175132246085
10-6,0.3,1e-05,146,724,0.08416884318247538,0.4525540210279303
10-6,0.3,1e-06,146,724,0.08202398357593607,0.4410216676917275
10-6,0.3,1e-07,146,724,0.08366811147249906,0.4498617166046095
10-6,0.5,0.001,146,724,0.11900479937392588,0.6398579146624834
10-6,0.5,0.0001,146,724,0.1137027618835923,0.6113502353934533
10-6,0.5,1e-05,146,724,0.10833861470325915,0.5825086084438882
10-6,0.5,1e-06,146,724,0.10300529632089905,0.5538327399384058
10-6,0.5,1e-07,146,724,0.10567092694151621,0.5681651438342293
10-6,0.7,0.001,146,724,0.1326508205591271,0.7132290283061237
10-6,0.7,0.0001,146,724,0.12932788870956546,0.6953624863262049
10-6,0.7,1e-05,146,724,0.1256498968877213,0.6755868790427014
10-6,0.7,1e-06,146,724,0.12241528761990032,0.6581952246577999
10-6,0.7,1e-07,146,724,0.12876900663774757,0.692357522502082
10-6,0.9,0.001,146,724,0.13950689244434689,0.750092347116222
10-6,0.9,0.0001,146,724,0.13729891113717974,0.7382206047810362
10-6,0.9,1e-05,146,724,0.13493925540519808,0.7255333484356592
10-6,0.9,1e-06,146,724,0.1327955931555747,0.7140074329767805
10-6,0.9,1e-07,146,724,0.13398391323044317,0.7203967215521747
10-6,0.1,0.001,146,725,0.08424485151000011,0.4529626980745941
10-6,0.1,0.0001,146,725,0.08460733240680407,0.4549116637629879
10-6,0.1,1e-05,146,725,0.07912521555348195,0.4254357445046315
10-6,0.1,1e-06,146,725,0.07031752856799534,0.37807909790565286
10-6,0.1,1e-07,146,725,0.06216381659749659,0.3342387052017519
10-6,0.3,0.001,146,725,0.0936345302426268,0.5034485632230342
10-6,0.3,0.0001,146,725,0.08867233337167207,0.4767681187477044
10-6,0.3,1e-05,146,725,0.08565361424658308,0.46053724961895554
10-6,0.3,1e-06,146,725,0.08338567365857075,0.44834312179504926
10-6,0.3,1e-07,146,725,0.0883387648561064,0.47497460742807873
10-6,0.5,0.001,146,725,0.12015955828331294,0.6460667535629775
10-6,0.5,0.0001,146,725,0.11582294794312728,0.6227499254722365
10-6,0.5,1e-05,146,725,0.1111587285752626,0.5976716286812571
10-6,0.5,1e-06,146,725,0.10575580607073788,0.5686215168789122
10-6,0.5,1e-07,146,725,0.10184008736840752,0.5475677138687879
10-6,0.7,0.001,146,725,0.13341206798870983,0.7173220581284293
10-6,0.7,0.0001,146,725,0.13092179212687174,0.7039324912515227
10-6,0.7,1e-05,146,725,0.1276194964998091,0.6861769048831775
10-6,0.7,1e-06,146,725,0.124204924540135,0.6678176378193589
10-6,0.7,1e-07,146,725,0.12248608398503727,0.6585758783356391
10-6,0.9,0.001,146,725,0.1401956601197819,0.7537956721149559
10-6,0.9,0.0001,146,725,0.13821154995784643,0.7431276268146347
10-6,0.9,1e-05,146,725,0.1360509861864189,0.7315108362603553
10-6,0.9,1e-06,146,725,0.13409903880448368,0.7210157218791986
10-6,0.9,1e-07,146,725,0.1339453026715441,0.7201891225996022
10-6,0.1,0.001,156,721,0.08096359098485824,0.43532021198893117
10-6,0.1,0.0001,156,721,0.07958161319902796,0.4278896761718607
10-6,0.1,1e-05,156,721,0.07583666425862175,0.4077540578427497
10-6,0.1,1e-06,156,721,0.06822441819435059,0.3668249867615255
10-6,0.1,1e-07,156,721,0.05817184949495561,0.31277493433645054
10-6,0.3,0.001,156,721,0.09145058231097929,0.4917060421093723
10-6,0.3,0.0001,156,721,0.0863694064647352,0.4643858785687793
10-6,0.3,1e-05,156,721,0.08352766103912419,0.44910655108283665
10-6,0.3,1e-06,156,721,0.08210723803931565,0.44146930532991235
10-6,0.3,1e-07,156,721,0.0877643762461627,0.4718862689736804
10-6,0.5,0.001,156,721,0.1181252197956082,0.6351286435933926
10-6,0.5,0.0001,156,721,0.11329818821117044,0.6091749477771128
10-6,0.5,1e-05,156,721,0.10894954894556756,0.5857934432769026
10-6,0.5,1e-06,156,721,0.1044860847622613,0.5617945550007482
10-6,0.5,1e-07,156,721,0.09869799378103662,0.5306734922822087
10-6,0.7,0.001,156,721,0.13216213013289602,0.7106014667397936
10-6,0.7,0.0001,156,721,0.12935418805813226,0.6955038910965962
10-6,0.7,1e-05,156,721,0.1261269020572631,0.6781516120171021
10-6,0.7,1e-06,156,721,0.1224620057040455,0.6584464156690484
10-6,0.7,1e-07,156,721,0.13195037952805333,0.7094629387043198
10-6,0.9,0.001,156,721,0.13932380937458566,0.7491079569752888
10-6,0.9,0.0001,156,721,0.1374133318382762,0.7388358151892128
10-6,0.9,1e-05,156,721,0.13507499536332346,0.7262631869547729
10-6,0.9,1e-06,156,721,0.13248326018596704,0.7123280996753936
10-6,0.9,1e-07,156,721,0.1298902866822316,0.6983863542365222
10-6,0.1,0.001,156,722,0.07494942729266449,0.4029836149880453
10-6,0.1,0.0001,156,722,0.07521029388253248,0.4043862269253468
10-6,0.1,1e-05,156,722,0.07231183721962522,0.3888019778377108
10-6,0.1,1e-06,156,722,0.06525380358313324,0.3508527631167714
10-6,0.1,1e-07,156,722,0.05557391195751913,0.2988064985769453
10-6,0.3,0.001,156,722,0.09032566445544919,0.4856576508092498
10-6,0.3,0.0001,156,722,0.0865492684354783,0.46535294969643315
10-6,0.3,1e-05,156,722,0.08385513921882988,0.4508673162474881
10-6,0.3,1e-06,156,722,0.08241881298655448,0.44314456294179144
10-6,0.3,1e-07,156,722,0.42471507826947735,2.2835827272254
10-6,0.5,0.001,156,722,0.11752462702724457,0.6318994121813131
10-6,0.5,0.0001,156,722,0.11321521277195422,0.6087288103794245
10-6,0.5,1e-05,156,722,0.10862598197647665,0.5840537076764447
10-6,0.5,1e-06,156,722,0.10383024378287559,0.5582682682994751
10-6,0.5,1e-07,156,722,0.1216776300083295,0.6542290311634388
10-6,0.7,0.001,156,722,0.13177962925610046,0.7085448588158227
10-6,0.7,0.0001,156,722,0.12911573541216934,0.6942217931174031
10-6,0.7,1e-05,156,722,0.12619434480790076,0.6785142341803185
10-6,0.7,1e-06,156,722,0.1229715351504377,0.6611860232373383
10-6,0.7,1e-07,156,722,0.13308155646136624,0.715544983440933
10-6,0.9,0.001,156,722,0.13906225371151396,0.7477016400702422
10-6,0.9,0.0001,156,722,0.13736580346423388,0.7385802674595245
10-6,0.9,1e-05,156,722,0.13530906124239184,0.7275216984271021
10-6,0.9,1e-06,156,722,0.1334983728917283,0.7177860971887116
10-6,0.9,1e-07,156,722,0.13407869217211632,0.7209063233185904
10-6,0.1,0.001,156,723,0.07685250020897975,0.4132159440545227
10-6,0.1,0.0001,156,723,0.07564599400363942,0.4067288733763837
10-6,0.1,1e-05,156,723,0.07092147990832474,0.3813263874873658
10-6,0.1,1e-06,156,723,0.06315649443491686,0.33957607625170105
10-6,0.1,1e-07,156,723,0.05294416920666341,0.2846670544409637
10-6,0.3,0.001,156,723,0.09222754597853562,0.4958835740636007
10-6,0.3,0.0001,156,723,0.08728617865615348,0.469315124663958
10-6,0.3,1e-05,156,723,0.08392079201896846,0.451220314311511
10-6,0.3,1e-06,156,723,0.08190131224185294,0.44036209577170216
10-6,0.3,1e-07,156,723,0.08379405884058798,0.4505389029090827
10-6,0.5,0.001,156,723,0.1186047721440603,0.6377070720875908
10-6,0.5,0.0001,156,723,0.11363004495524971,0.6109592553458021
10-6,0.5,1e-05,156,723,0.10874866171661988,0.5847133247936732
10-6,0.5,1e-06,156,723,0.10394457494388719,0.5588829972738584
10-6,0.5,1e-07,156,723,0.10019771380482004,0.538737097548921
10-6,0.7,0.001,156,723,0.13248822691631995,0.7123548044952246
10-6,0.7,0.0001,156,723,0.12934606683322566,0.6954602253784018
10-6,0.7,1e-05,156,723,0.1260678763699298,0.6778342462183503
10-6,0.7,1e-06,156,723,0.12282780580856259,0.6604132278757072
10-6,0.7,1e-07,156,723,0.11981526331456004,0.6442155688889644
10-6,0.9,0.001,156,723,0.1394155600204568,0.7496012763812698
10-6,0.9,0.0001,156,723,0.13737475139790647,0.7386283781761545
10-6,0.9,1e-05,156,723,0.13506663749677145,0.7262182488758792
10-6,0.9,1e-06,156,723,0.13305358705929485,0.7153945992263643
10-6,0.9,1e-07,156,723,0.13215691165751348,0.710573408352287
10-6,0.1,0.001,156,724,0.07759114939754891,0.4171874690010078
10-6,0.1,0.0001,156,724,0.07568325611547015,0.406929222079103
10-6,0.1,1e-05,156,724,0.07144488097177959,0.38414057913977173
10-6,0.1,1e-06,156,724,0.06239650976600411,0.33548983596572723
10-6,0.1,1e-07,156,724,0.051946031778418396,0.27930032858836445
10-6,0.3,0.001,156,724,0.09276506269760598,0.4987736619320731
10-6,0.3,0.0001,156,724,0.0874957257838817,0.4704418051749717
10-6,0.3,1e-05,156,724,0.08416899738057419,0.4525548501110805
10-6,0.3,1e-06,156,724,0.0820246503999928,0.44102525303158463
10-6,0.3,1e-07,156,724,1.9520116996298773,10.495460200705175
10-6,0.5,0.001,156,724,0.11900479738745048,0.6398579039817208
10-6,0.5,0.0001,156,724,0.11370275206012638,0.6113501825752271
10-6,0.5,1e-05,156,724,0.10833847999138013,0.5825078841330836
10-6,0.5,1e-06,156,724,0.10300430648326682,0.5538274178384018
10-6,0.5,1e-07,156,724,0.09906564319074805,0.5326502477228501
10-6,0.7,0.001,156,724,0.13265082159806174,0.7132290338922055
10-6,0.7,0.0001,156,724,0.12932789776278578,0.6953625350030205
10-6,0.7,1e-05,156,724,0.12564990549946958,0.6755869253458365
10-6,0.7,1e-06,156,724,0.12241612896858473,0.6581997483712765
10-6,0.7,1e-07,156,724,0.12331964981160276,0.6630577454059261
10-6,0.9,0.001,156,724,0.13950689359668347,0.7500923533120366
10-6,0.9,0.0001,156,724,0.13729889991135483,0.7382205444226897
10-6,0.9,1e-05,156,724,0.13493928244671136,0.7255334938308566
10-6,0.9,1e-06,156,724,0.1327947553752171,0.7140029284492707
10-6,0.9,1e-07,156,724,0.13118628200018156,0.7053545846433498
10-6,0.1,0.001,156,725,0.08424484908396172,0.4529626850304155
10-6,0.1,0.0001,156,725,0.08460722440819285,0.45491108308248995
10-6,0.1,1e-05,156,725,0.0791251360818547,0.4254353172063212
10-6,0.1,1e-06,156,725,0.07031022681385853,0.3780398382690673
10-6,0.1,1e-07,156,725,0.0620607196514084,0.33368437968480547
10-6,0.3,0.001,156,725,0.09363453171029024,0.5034485711142795
10-6,0.3,0.0001,156,725,0.08867232509948623,0.47676807427030843
10-6,0.3,1e-05,156,725,0.08565361271477234,0.4605372413828069
10-6,0.3,1e-06,156,725,0.08338154471731078,0.4483209215496956
10-6,0.3,1e-07,156,725,0.08462801450327712,0.45502286602701186
10-6,0.5,0.001,156,725,0.12015956260118273,0.6460667767790426
10-6,0.5,0.0001,156,725,0.11582292863678649,0.6227498216670536
10-6,0.5,1e-05,156,725,0.11115802443054024,0.5976678426778688
10-6,0.5,1e-06,156,725,0.10575225443819063,0.5686024206726474
10-6,0.5,1e-07,156,725,0.10115624714382304,0.5438908824941969
10-6,0.7,0.001,156,725,0.1334120701304439,0.7173220696439775
10-6,0.7,0.0001,156,725,0.13092176484932352,0.7039323445872268
10-6,0.7,1e-05,156,725,0.12761911900251244,0.686174875178205
10-6,0.7,1e-06,156,725,0.12420522839879476,0.667819271588496
10-6,0.7,1e-07,156,725,0.12314083806083427,0.662096321038457
10-6,0.9,0.001,156,725,0.1401956606165107,0.7537956747857377
10-6,0.9,0.0001,156,725,0.13821153431887717,0.7431275427279566
10-6,0.9,1e-05,156,725,0.13605101333073877,0.7315109822083171
10-6,0.9,1e-06,156,725,0.13410099662187128,0.7210262485550765
10-6,0.9,1e-07,156,725,0.14213132973853573,0.7642032651889098
