[I 2024-11-07 18:52:39,167] Using an existing study with name 'reproduct_sample09' instead of creating a new one.
[I 2024-11-07 18:57:54,229] Trial 9 finished with value: 0.3289169198532628 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.37995242383747446, 'nodeNum_02': 550, 'leaking_rate_02': 0.003301976189226598, 'nodeNum_03': 150, 'leaking_rate_03': 0.06712622664906168, 'nodeNum_04': 150, 'leaking_rate_04': 0.5302435419827425, 'tikhonov_beta': 1.5945556034058527e-07, 'intensity': 3.049414243848439}. Best is trial 8 with value: 0.2253558518694178.
[I 2024-11-07 19:04:11,364] Trial 29 finished with value: 0.24561285451684473 and parameters: {'nodeNum_01': 400, 'leaking_rate_01': 0.00952299647453595, 'nodeNum_02': 350, 'leaking_rate_02': 0.01861328574180533, 'nodeNum_03': 600, 'leaking_rate_03': 0.4293906407795837, 'nodeNum_04': 600, 'leaking_rate_04': 0.007456377713206314, 'tikhonov_beta': 5.718973442137625e-06, 'intensity': 4.7413045800267675}. Best is trial 25 with value: 0.22288089504396397.
[I 2024-11-07 19:10:09,530] Trial 51 finished with value: 0.23766111836010523 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.0011588680909312382, 'nodeNum_02': 300, 'leaking_rate_02': 0.06257249756060637, 'nodeNum_03': 300, 'leaking_rate_03': 0.17091114303923458, 'nodeNum_04': 250, 'leaking_rate_04': 0.32788957494671966, 'tikhonov_beta': 3.0056322258774004e-07, 'intensity': 2.6694231726074538}. Best is trial 44 with value: 0.2220072375203437.
[I 2024-11-07 19:16:26,116] Trial 72 finished with value: 0.22683573152586353 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.0022093706628072336, 'nodeNum_02': 550, 'leaking_rate_02': 0.0481227962087078, 'nodeNum_03': 350, 'leaking_rate_03': 0.04109996975206991, 'nodeNum_04': 550, 'leaking_rate_04': 0.4721210895007963, 'tikhonov_beta': 1.9631890193080417e-07, 'intensity': 4.622470990231726}. Best is trial 57 with value: 0.2179151496612292.
[I 2024-11-07 19:22:29,266] Trial 95 finished with value: 0.2317883427459244 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.0035842470771245798, 'nodeNum_02': 450, 'leaking_rate_02': 0.02756070865982485, 'nodeNum_03': 400, 'leaking_rate_03': 0.00866722442502948, 'nodeNum_04': 350, 'leaking_rate_04': 0.15366548474145972, 'tikhonov_beta': 1.1705847033102836e-07, 'intensity': 3.746572876949113}. Best is trial 97 with value: 0.21526481779577486.
[I 2024-11-07 19:28:20,495] Trial 119 finished with value: 0.4912279052534015 and parameters: {'nodeNum_01': 200, 'leaking_rate_01': 0.005177461305602229, 'nodeNum_02': 150, 'leaking_rate_02': 0.22966541589934159, 'nodeNum_03': 450, 'leaking_rate_03': 0.09737975521990025, 'nodeNum_04': 150, 'leaking_rate_04': 0.09726699740125694, 'tikhonov_beta': 4.072738133521828e-08, 'intensity': 4.2825042153792205}. Best is trial 97 with value: 0.21526481779577486.
[I 2024-11-07 19:34:12,933] Trial 141 finished with value: 0.22342489981286717 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.007584332823579088, 'nodeNum_02': 250, 'leaking_rate_02': 0.10395197960656903, 'nodeNum_03': 400, 'leaking_rate_03': 0.006744565202679422, 'nodeNum_04': 200, 'leaking_rate_04': 0.19549572123903097, 'tikhonov_beta': 1.449889622862271e-07, 'intensity': 3.457415582618922}. Best is trial 97 with value: 0.21526481779577486.
[I 2024-11-07 19:40:08,533] Trial 163 finished with value: 0.22881969666632093 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.055235461016481434, 'nodeNum_02': 200, 'leaking_rate_02': 0.1601695053059048, 'nodeNum_03': 500, 'leaking_rate_03': 0.03385983120357879, 'nodeNum_04': 250, 'leaking_rate_04': 0.12361071395194591, 'tikhonov_beta': 2.0073886409380117e-08, 'intensity': 3.5866354668616447}. Best is trial 151 with value: 0.21394422899201615.
[I 2024-11-07 19:46:04,035] Trial 185 finished with value: 0.23182261458552816 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.030460836160368467, 'nodeNum_02': 250, 'leaking_rate_02': 0.016795771906941766, 'nodeNum_03': 400, 'leaking_rate_03': 0.00820801787680934, 'nodeNum_04': 150, 'leaking_rate_04': 0.12127974525474906, 'tikhonov_beta': 1.0355653617834934e-07, 'intensity': 4.898154206218676}. Best is trial 172 with value: 0.21026677483052886.
[I 2024-11-07 19:51:59,589] Trial 205 finished with value: 0.21610627361170326 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.01465597831134763, 'nodeNum_02': 250, 'leaking_rate_02': 0.008918343955955333, 'nodeNum_03': 400, 'leaking_rate_03': 0.05543299024827983, 'nodeNum_04': 300, 'leaking_rate_04': 0.14954338811050388, 'tikhonov_beta': 5.492215403921428e-08, 'intensity': 4.182333912775016}. Best is trial 194 with value: 0.2079221796202857.
[I 2024-11-07 19:58:03,513] Trial 225 finished with value: 0.21915505615567651 and parameters: {'nodeNum_01': 150, 'leaking_rate_01': 0.015564673777271018, 'nodeNum_02': 250, 'leaking_rate_02': 0.005235919958332951, 'nodeNum_03': 550, 'leaking_rate_03': 0.03913227245530949, 'nodeNum_04': 350, 'leaking_rate_04': 0.14995999728265694, 'tikhonov_beta': 7.60356354813002e-08, 'intensity': 3.760646622874555}. Best is trial 194 with value: 0.2079221796202857.
