[I 2024-11-07 18:53:00,430] Using an existing study with name 'reproduct_sample09' instead of creating a new one.
[I 2024-11-07 18:58:33,708] Trial 11 finished with value: 0.26948459906999844 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.0016969216348406797, 'nodeNum_02': 400, 'leaking_rate_02': 0.005183906838411759, 'nodeNum_03': 350, 'leaking_rate_03': 0.4463002980119088, 'nodeNum_04': 200, 'leaking_rate_04': 0.003653291324290962, 'tikhonov_beta': 2.2661498669124596e-08, 'intensity': 4.3819592491779344}. Best is trial 8 with value: 0.2253558518694178.
[I 2024-11-07 19:04:38,136] Trial 32 finished with value: 0.2326339399151 and parameters: {'nodeNum_01': 600, 'leaking_rate_01': 0.013523471631323376, 'nodeNum_02': 350, 'leaking_rate_02': 0.8048018717778816, 'nodeNum_03': 600, 'leaking_rate_03': 0.13409384513396871, 'nodeNum_04': 600, 'leaking_rate_04': 0.24599759725041842, 'tikhonov_beta': 2.226603172063079e-06, 'intensity': 4.927462372658907}. Best is trial 25 with value: 0.22288089504396397.
[I 2024-11-07 19:10:10,292] Trial 53 finished with value: 0.2260066938206198 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.0010168672519970973, 'nodeNum_02': 300, 'leaking_rate_02': 0.06058093066581614, 'nodeNum_03': 300, 'leaking_rate_03': 0.016663146636185892, 'nodeNum_04': 500, 'leaking_rate_04': 0.3046737585014155, 'tikhonov_beta': 3.355185625557323e-07, 'intensity': 4.117271345942321}. Best is trial 44 with value: 0.2220072375203437.
[I 2024-11-07 19:15:53,062] Trial 73 finished with value: 0.22956256081209708 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.00218460947343552, 'nodeNum_02': 600, 'leaking_rate_02': 0.1313872024524929, 'nodeNum_03': 350, 'leaking_rate_03': 0.046929437698544026, 'nodeNum_04': 400, 'leaking_rate_04': 0.4630910959398368, 'tikhonov_beta': 1.98695024751781e-07, 'intensity': 4.714869307603938}. Best is trial 57 with value: 0.2179151496612292.
[I 2024-11-07 19:21:13,958] Trial 93 finished with value: 0.21752881894393047 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.003652834569213064, 'nodeNum_02': 200, 'leaking_rate_02': 0.20457427189858435, 'nodeNum_03': 400, 'leaking_rate_03': 0.008770246301318218, 'nodeNum_04': 150, 'leaking_rate_04': 0.14929496164183384, 'tikhonov_beta': 8.610834972244109e-08, 'intensity': 3.802035228362815}. Best is trial 90 with value: 0.21651843075257002.
[I 2024-11-07 19:26:31,264] Trial 111 finished with value: 0.23459105961516455 and parameters: {'nodeNum_01': 200, 'leaking_rate_01': 0.004873526725580444, 'nodeNum_02': 150, 'leaking_rate_02': 0.23073545848618435, 'nodeNum_03': 400, 'leaking_rate_03': 0.07979258428226135, 'nodeNum_04': 150, 'leaking_rate_04': 0.1027765101103523, 'tikhonov_beta': 4.305193371561307e-08, 'intensity': 4.3022072956803585}. Best is trial 97 with value: 0.21526481779577486.
[I 2024-11-07 19:31:53,454] Trial 131 finished with value: 0.21529936335299302 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.006234152048073085, 'nodeNum_02': 250, 'leaking_rate_02': 0.19653033364159012, 'nodeNum_03': 450, 'leaking_rate_03': 0.06337778368110357, 'nodeNum_04': 200, 'leaking_rate_04': 0.1923196944639714, 'tikhonov_beta': 2.6752748361150358e-08, 'intensity': 3.401667246674652}. Best is trial 97 with value: 0.21526481779577486.
[I 2024-11-07 19:37:15,897] Trial 150 finished with value: 0.22987874835413383 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.002926633068736943, 'nodeNum_02': 250, 'leaking_rate_02': 0.09993663385695961, 'nodeNum_03': 550, 'leaking_rate_03': 0.0072924021930623525, 'nodeNum_04': 200, 'leaking_rate_04': 0.18395182944000787, 'tikhonov_beta': 6.057477724780035e-08, 'intensity': 3.2081320854564286}. Best is trial 97 with value: 0.21526481779577486.
[I 2024-11-07 19:42:45,036] Trial 170 finished with value: 0.21401607480924603 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.010556217377067804, 'nodeNum_02': 200, 'leaking_rate_02': 0.32283591248779464, 'nodeNum_03': 500, 'leaking_rate_03': 0.03560063841661879, 'nodeNum_04': 250, 'leaking_rate_04': 0.12044460821420802, 'tikhonov_beta': 6.387890840253018e-08, 'intensity': 3.5903125177258555}. Best is trial 151 with value: 0.21394422899201615.
[I 2024-11-07 19:48:08,758] Trial 190 finished with value: 0.22775404021086687 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.0041842900688105625, 'nodeNum_02': 250, 'leaking_rate_02': 0.034268229947351736, 'nodeNum_03': 550, 'leaking_rate_03': 0.027833050453915903, 'nodeNum_04': 300, 'leaking_rate_04': 0.32291465158898236, 'tikhonov_beta': 1.0146060864125768e-07, 'intensity': 4.130977817680918}. Best is trial 172 with value: 0.21026677483052886.
[I 2024-11-07 19:54:08,945] Trial 210 finished with value: 0.21620503869593088 and parameters: {'nodeNum_01': 150, 'leaking_rate_01': 0.0061553993715852484, 'nodeNum_02': 250, 'leaking_rate_02': 0.08398757638345934, 'nodeNum_03': 550, 'leaking_rate_03': 0.04012745502416505, 'nodeNum_04': 300, 'leaking_rate_04': 0.15549080121256267, 'tikhonov_beta': 7.892560711349592e-08, 'intensity': 3.7000836612032684}. Best is trial 194 with value: 0.2079221796202857.
