[I 2024-11-07 18:52:29,216] Using an existing study with name 'reproduct_sample09' instead of creating a new one.
[I 2024-11-07 18:57:41,736] Trial 8 finished with value: 0.2253558518694178 and parameters: {'nodeNum_01': 500, 'leaking_rate_01': 0.005488146350207657, 'nodeNum_02': 350, 'leaking_rate_02': 0.019112185459165123, 'nodeNum_03': 500, 'leaking_rate_03': 0.005666118186824367, 'nodeNum_04': 600, 'leaking_rate_04': 0.20465613665256063, 'tikhonov_beta': 1.7800334036996093e-07, 'intensity': 4.981689172683445}. Best is trial 8 with value: 0.2253558518694178.
[I 2024-11-07 19:03:17,265] Trial 28 finished with value: 0.2238921635173146 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.00258700063594139, 'nodeNum_02': 500, 'leaking_rate_02': 0.01571156135676325, 'nodeNum_03': 200, 'leaking_rate_03': 0.026727286841321002, 'nodeNum_04': 450, 'leaking_rate_04': 0.2548570558329719, 'tikhonov_beta': 1.3838511754960639e-07, 'intensity': 4.784364548559966}. Best is trial 25 with value: 0.22288089504396397.
[I 2024-11-07 19:08:52,314] Trial 48 finished with value: 0.23066799953608083 and parameters: {'nodeNum_01': 450, 'leaking_rate_01': 0.0010161345761392467, 'nodeNum_02': 300, 'leaking_rate_02': 0.015800680701295342, 'nodeNum_03': 300, 'leaking_rate_03': 0.022543193132081054, 'nodeNum_04': 500, 'leaking_rate_04': 0.25569901525913713, 'tikhonov_beta': 3.733259084189205e-07, 'intensity': 4.064294778368794}. Best is trial 44 with value: 0.2220072375203437.
[I 2024-11-07 19:14:39,657] Trial 68 finished with value: 0.24522911417770063 and parameters: {'nodeNum_01': 550, 'leaking_rate_01': 0.0023850854587824572, 'nodeNum_02': 550, 'leaking_rate_02': 0.05160663086586529, 'nodeNum_03': 350, 'leaking_rate_03': 0.004718712208186022, 'nodeNum_04': 500, 'leaking_rate_04': 0.4235745508178006, 'tikhonov_beta': 2.5492749071585123e-07, 'intensity': 4.6439209625617766}. Best is trial 57 with value: 0.2179151496612292.
[I 2024-11-07 19:20:13,541] Trial 88 finished with value: 0.22335242897186747 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.003810806551833865, 'nodeNum_02': 200, 'leaking_rate_02': 0.1429696337198251, 'nodeNum_03': 400, 'leaking_rate_03': 0.050405885470729356, 'nodeNum_04': 150, 'leaking_rate_04': 0.13104357872314518, 'tikhonov_beta': 8.256434462896814e-08, 'intensity': 3.683188685529603}. Best is trial 87 with value: 0.21726939187334535.
[I 2024-11-07 19:26:06,262] Trial 108 finished with value: 0.2212478004966876 and parameters: {'nodeNum_01': 350, 'leaking_rate_01': 0.004837047291847646, 'nodeNum_02': 150, 'leaking_rate_02': 0.026970384634051735, 'nodeNum_03': 400, 'leaking_rate_03': 0.07824791252159607, 'nodeNum_04': 150, 'leaking_rate_04': 0.06061063714314644, 'tikhonov_beta': 3.804850750789245e-08, 'intensity': 4.348785447717752}. Best is trial 97 with value: 0.21526481779577486.
[I 2024-11-07 19:32:02,518] Trial 129 finished with value: 0.2236150595735739 and parameters: {'nodeNum_01': 200, 'leaking_rate_01': 0.003019948473934289, 'nodeNum_02': 250, 'leaking_rate_02': 0.20488443217566696, 'nodeNum_03': 450, 'leaking_rate_03': 0.0661803050325845, 'nodeNum_04': 200, 'leaking_rate_04': 0.18454768239049227, 'tikhonov_beta': 1.3644279423388784e-07, 'intensity': 3.3758252199899292}. Best is trial 97 with value: 0.21526481779577486.
[I 2024-11-07 19:37:28,245] Trial 151 finished with value: 0.21394422899201615 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.028039687756894697, 'nodeNum_02': 250, 'leaking_rate_02': 0.09424255505376593, 'nodeNum_03': 500, 'leaking_rate_03': 0.005943540224606429, 'nodeNum_04': 200, 'leaking_rate_04': 0.21168703214943407, 'tikhonov_beta': 2.641356412096342e-08, 'intensity': 4.8459183401608}. Best is trial 151 with value: 0.21394422899201615.
[I 2024-11-07 19:42:51,754] Trial 171 finished with value: 0.26973400182387963 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.010252311316855743, 'nodeNum_02': 200, 'leaking_rate_02': 0.021150467763148665, 'nodeNum_03': 500, 'leaking_rate_03': 0.004050076864584683, 'nodeNum_04': 250, 'leaking_rate_04': 0.23445227939156335, 'tikhonov_beta': 1.4692048650720736e-08, 'intensity': 3.587320918709593}. Best is trial 172 with value: 0.21026677483052886.
[I 2024-11-07 19:48:18,945] Trial 192 finished with value: 0.2224818484417988 and parameters: {'nodeNum_01': 150, 'leaking_rate_01': 0.011363515042834093, 'nodeNum_02': 200, 'leaking_rate_02': 0.016907341952443346, 'nodeNum_03': 550, 'leaking_rate_03': 0.027271130460454297, 'nodeNum_04': 350, 'leaking_rate_04': 0.3194598328574023, 'tikhonov_beta': 4.9218949086905096e-08, 'intensity': 3.893487201848525}. Best is trial 172 with value: 0.21026677483052886.
[I 2024-11-07 19:53:46,002] Trial 212 finished with value: 0.24026240799123327 and parameters: {'nodeNum_01': 250, 'leaking_rate_01': 0.006288412393165893, 'nodeNum_02': 250, 'leaking_rate_02': 0.12079842153880524, 'nodeNum_03': 550, 'leaking_rate_03': 0.05632211282857502, 'nodeNum_04': 300, 'leaking_rate_04': 0.16765942561160155, 'tikhonov_beta': 3.007666090190492e-08, 'intensity': 4.182853401417379}. Best is trial 194 with value: 0.2079221796202857.
[I 2024-11-07 19:59:34,746] Trial 231 finished with value: 0.21665677379034634 and parameters: {'nodeNum_01': 300, 'leaking_rate_01': 0.01664081005677442, 'nodeNum_02': 300, 'leaking_rate_02': 0.06394334416402596, 'nodeNum_03': 550, 'leaking_rate_03': 0.039012228912222745, 'nodeNum_04': 300, 'leaking_rate_04': 0.13863998528244292, 'tikhonov_beta': 7.523395996606182e-08, 'intensity': 3.698599746054247}. Best is trial 194 with value: 0.2079221796202857.
