stim,feedback_scale,leak_rate,tikhonov_beta,csv_seed,reservoir_seed,RMSE,NRMSE
10-6,0.2,0.5,0.0001,126,723,0.7569539909964961,1.5377077170005147
10-6,0.2,0.5,1e-05,126,723,1.0465901984034434,2.126086715658157
10-6,0.2,0.5,1e-06,126,723,1.1818305917910934,2.4008196572053766
10-6,0.2,0.5,1e-07,126,723,1.066671428734473,2.166880559424326
10-6,0.2,0.7,0.001,126,723,0.6598530651837428,1.3404528709647583
10-6,0.2,0.7,0.0001,126,723,0.727088777969719,1.477038285189101
10-6,0.2,0.7,1e-05,126,723,0.8813930677798104,1.7904984162267874
10-6,0.2,0.7,1e-06,126,723,0.9617043809933469,1.9536461472114994
10-6,0.2,0.7,1e-07,126,723,0.8932269830848792,1.8145383223550042
10-6,0.2,0.9,0.001,126,723,0.657699450968823,1.3360779297700305
10-6,0.2,0.9,0.0001,126,723,0.7025906068572133,1.427271684814213
10-6,0.2,0.9,1e-06,126,723,0.8292533660247954,1.684579664619118
10-6,0.2,0.9,1e-05,126,723,0.7897944396304067,1.6044211657632905
10-6,0.2,0.9,1e-07,126,723,0.8177797825898334,1.6612717515894715
10-6,0.2,0.1,0.001,126,724,0.6620260341953542,1.3448671302958426
10-6,0.2,0.1,0.0001,126,724,0.7140920707719345,1.4506362354062339
10-6,0.2,0.1,1e-06,126,724,0.9832193741755672,1.9973525962705239
10-6,0.2,0.1,1e-05,126,724,0.814237487727394,1.654075786959318
10-6,0.2,0.1,1e-07,126,724,1.049291373768966,2.1315739952734845
10-6,0.2,0.3,0.001,126,724,0.6650185134646893,1.3509461767374407
10-6,0.2,0.3,0.0001,126,724,0.7427486442985136,1.5088503868325356
10-6,0.2,0.3,1e-06,126,724,1.1784207296090354,2.393892721812175
10-6,0.2,0.3,1e-05,126,724,1.0363073421370408,2.1051976951605726
10-6,0.2,0.3,1e-07,126,724,1.1842396058035198,2.405713428136413
10-6,0.2,0.5,0.001,126,724,0.6621191888948236,1.3450563686140928
10-6,0.2,0.5,0.0001,126,724,0.7473910211734422,1.5182811036669956
10-6,0.2,0.5,1e-07,126,724,1.0459645689073023,2.124815785964091
10-6,0.2,0.5,1e-05,126,724,1.000263019725856,2.0319757643893666
10-6,0.2,0.5,1e-06,126,724,1.142982694218214,2.321902427627894
10-6,0.2,0.7,0.001,126,724,0.6591933707740574,1.33911274039315
10-6,0.2,0.7,0.0001,126,724,0.725791336220152,1.4744026082333044
10-6,0.2,0.7,1e-06,126,724,1.038048245366235,2.1087342381498746
10-6,0.2,0.7,1e-07,126,724,0.9735265044409153,1.9776620988715559
10-6,0.2,0.7,1e-05,126,724,0.8868767256201533,1.8016381460898732
10-6,0.2,0.9,0.001,126,724,0.6575895612080254,1.3358546951544426
10-6,0.2,0.9,0.0001,126,724,0.7038148973331133,1.429758759240181
10-6,0.2,0.9,1e-05,126,724,0.8115712956799587,1.648659573906594
10-6,0.2,0.9,1e-07,126,724,0.8659869874572772,1.7592018659972257
10-6,0.2,0.9,1e-06,126,724,0.9039256666530832,1.8362720716716783
10-6,0.2,0.1,0.001,126,725,0.6640389497710906,1.348956250442241
10-6,0.2,0.1,0.0001,126,725,0.7098815389308095,1.4420827864756711
10-6,0.2,0.1,1e-06,126,725,0.8900204917382524,1.8080245229076792
10-6,0.2,0.1,1e-07,126,725,0.9799648404165126,1.9907412014749846
10-6,0.2,0.1,1e-05,126,725,0.80138055014406,1.6279576709654249
10-6,0.2,0.3,0.001,126,725,0.6662538998477099,1.3534557918491164
10-6,0.2,0.3,0.0001,126,725,0.7495991723947601,1.5227668335973639
10-6,0.2,0.3,1e-05,126,725,1.0851036068815436,2.204324450222188
10-6,0.2,0.3,1e-06,126,725,1.301921617254472,2.644777544730931
10-6,0.2,0.3,1e-07,126,725,1.209294963590374,2.4566119206198653
10-6,0.2,0.5,0.001,126,725,0.6630196792009267,1.3468856619519298
10-6,0.2,0.5,0.0001,126,725,0.7604229825862054,1.5447547703236415
10-6,0.2,0.5,1e-05,126,725,1.03827192524828,2.1091886307349585
10-6,0.2,0.5,1e-07,126,725,1.0420894125499458,2.1169436326943183
10-6,0.2,0.5,1e-06,126,725,1.2201073354398002,2.4785766210239863
10-6,0.2,0.7,0.001,126,725,0.6598804162159786,1.340508432985485
10-6,0.2,0.7,0.0001,126,725,0.7326760044278132,1.4883884086357462
10-6,0.2,0.7,1e-07,126,725,0.9849534588113328,2.000875287686469
10-6,0.2,0.7,1e-06,126,725,1.0351028151999735,2.102750769206691
10-6,0.2,0.7,1e-05,126,725,0.8965626143597023,1.8213144620059907
10-6,0.2,0.9,0.001,126,725,0.6580397470728387,1.3367692213827762
10-6,0.2,0.9,0.0001,126,725,0.7048490169774837,1.4318595127554068
10-6,0.2,0.9,1e-07,126,725,0.9505378464790659,1.930961986088103
10-6,0.2,0.9,1e-05,126,725,0.8117647515195257,1.6490525681188437
10-6,0.2,0.9,1e-06,126,725,0.8938735124226378,1.8158517088537396
10-6,0.2,0.1,0.001,136,721,0.6333627091961209,1.2866392636481077
10-6,0.2,0.1,0.0001,136,721,0.7356285453757392,1.4943863227155818
10-6,0.2,0.1,1e-06,136,721,1.4557600611699835,2.9572913371066263
10-6,0.2,0.1,1e-05,136,721,1.002287807758368,2.036089002736634
10-6,0.2,0.1,1e-07,136,721,2.32417315956467,4.721421705437055
10-6,0.2,0.3,0.001,136,721,0.6394717780204479,1.2990494793106053
10-6,0.2,0.3,0.0001,136,721,0.7365363063028051,1.4962303858942476
10-6,0.2,0.3,1e-05,136,721,1.2532609790915696,2.545926307129607
10-6,0.2,0.3,1e-06,136,721,2.3773489257332105,4.8294451612446325
10-6,0.2,0.3,1e-07,136,721,6.209198008128163,12.613622237348238
10-6,0.2,0.5,0.001,136,721,0.6638674939755729,1.3486079480314894
10-6,0.2,0.5,0.0001,136,721,0.8854105270597723,1.7986596495527392
10-6,0.2,0.5,1e-07,136,721,6.064884085075636,12.320456951494666
10-6,0.2,0.5,1e-06,136,721,1.6973395044231414,3.448045832858784
10-6,0.2,0.5,1e-05,136,721,1.2782774302626279,2.59674576310085
10-6,0.2,0.7,0.001,136,721,0.6433769867912291,1.3069826822988384
10-6,0.2,0.7,0.0001,136,721,0.853769565120806,1.734382887787052
10-6,0.2,0.7,1e-05,136,721,1.0337655589388257,2.10003421140155
10-6,0.2,0.7,1e-06,136,721,1.2184915321616299,2.4752942112612395
10-6,0.2,0.7,1e-07,136,721,2.377457562704629,4.829665850891941
10-6,0.2,0.9,0.001,136,721,0.6287933450752631,1.2773568679490261
10-6,0.2,0.9,0.0001,136,721,0.7542366342404198,1.5321875658376134
10-6,0.2,0.9,1e-05,136,721,0.8569092983229781,1.7407610719722584
10-6,0.2,0.9,1e-06,136,721,0.9372454258434774,1.9039592117688169
10-6,0.2,0.9,1e-07,136,721,13.04382365291006,26.49776410303184
10-6,0.2,0.1,0.001,136,722,0.6237960639702462,1.2672051839489338
10-6,0.2,0.1,0.0001,136,722,0.7281914428909252,1.4792782844212502
10-6,0.2,0.1,1e-06,136,722,1.9338749631364822,3.928553769317295
10-6,0.2,0.1,1e-05,136,722,1.2824635818837968,2.605249685041907
10-6,0.2,0.1,1e-07,136,722,1.726267259365077,3.5068108734541243
10-6,0.2,0.3,0.001,136,722,0.6179324022339415,1.255293498418448
10-6,0.2,0.3,0.0001,136,722,0.7045857694144227,1.4313247407428205
10-6,0.2,0.3,1e-06,136,722,2.2040728914564496,4.477445042019613
10-6,0.2,0.3,1e-05,136,722,1.1927507371413604,2.4230032931668792
10-6,0.2,0.3,1e-07,136,722,4.433672836308578,9.006746798536687
10-6,0.2,0.5,0.001,136,722,0.6125246062812596,1.2443078775388277
10-6,0.2,0.5,0.0001,136,722,0.7123518502159643,1.447101079227619
10-6,0.2,0.5,1e-06,136,722,2.3141173360382434,4.7009938886591485
10-6,0.2,0.5,1e-05,136,722,1.1196468852266068,2.2744970978513708
10-6,0.2,0.5,1e-07,136,722,3.3942347289466506,6.895189137111736
10-6,0.2,0.7,0.001,136,722,0.608193694003876,1.2355098827996522
10-6,0.2,0.7,0.0001,136,722,0.6917562258259816,1.405262274045777
10-6,0.2,0.7,1e-06,136,722,792.7129179215004,1610.3498835499624
10-6,0.2,0.7,1e-05,136,722,0.9260709713500312,1.88125896167142
10-6,0.2,0.7,1e-07,136,722,173.9532578974655,353.37585936256943
10-6,0.2,0.9,0.001,136,722,0.6059170071589236,1.230884926762274
10-6,0.2,0.9,0.0001,136,722,0.6713926709772777,1.363894904550581
10-6,0.2,0.9,1e-06,136,722,1.1803839690168216,2.3978809277316633
10-6,0.2,0.9,1e-05,136,722,0.8187867121002402,1.6633172699393908
10-6,0.2,0.9,1e-07,136,722,1.2513096757068236,2.5419623485421337
10-6,0.2,0.1,0.001,136,723,0.6169629540927701,1.2533241212757915
10-6,0.2,0.1,0.0001,136,723,0.7449746395990878,1.5133723659652352
10-6,0.2,0.1,1e-05,136,723,1.314020177897752,2.669355062370119
10-6,0.2,0.1,1e-06,136,723,1.7856402778790306,3.6274236845846013
10-6,0.2,0.1,1e-07,136,723,10.601825648596895,21.536988123518455
10-6,0.2,0.3,0.001,136,723,0.6242140889017794,1.2680543771241637
10-6,0.2,0.3,0.0001,136,723,0.7617890130427343,1.54752978122212
10-6,0.2,0.3,1e-05,136,723,1.623324138908365,3.297687951029197
10-6,0.2,0.3,1e-06,136,723,2.2420847856518984,4.554663979679484
10-6,0.2,0.3,1e-07,136,723,3.153415850742487,6.405979684729493
10-6,0.2,0.5,0.001,136,723,0.6301590802211118,1.280131278941147
10-6,0.2,0.5,0.0001,136,723,0.7733198084528234,1.5709539170297748
10-6,0.2,0.5,1e-06,136,723,1.9583167304700988,3.978205788717517
10-6,0.2,0.5,1e-05,136,723,1.2846968136928625,2.609786364717947
10-6,0.2,0.5,1e-07,136,723,3642.669029726779,7399.868874613773
10-6,0.2,0.7,0.001,136,723,0.6219873420344583,1.2635308712276179
10-6,0.2,0.7,0.0001,136,723,0.7504410705332589,1.5244771003769784
10-6,0.2,0.7,1e-05,136,723,0.9845594187805335,2.0000748184328896
10-6,0.2,0.7,1e-07,136,723,212.59662309053525,431.87759338477304
10-6,0.2,0.7,1e-06,136,723,1.6109744853291188,3.2726003527907754
10-6,0.2,0.9,0.001,136,723,0.6149204128459218,1.2491748183129578
10-6,0.2,0.9,0.0001,136,723,0.7076957408283578,1.437642465597621
10-6,0.2,0.9,1e-05,136,723,0.8270066226676328,1.6800155370241496
10-6,0.2,0.9,1e-06,136,723,1.411699197574095,2.867784272245377
10-6,0.2,0.9,1e-07,136,723,172.27662877185585,349.96988545178556
10-6,0.2,0.1,0.001,136,724,0.6333298699627302,1.2865725526680403
10-6,0.2,0.1,0.0001,136,724,0.7088242396374105,1.439934944860491
10-6,0.2,0.1,1e-06,136,724,1.4811322909713933,3.0088335365364447
10-6,0.2,0.1,1e-07,136,724,2.4444202746002306,4.965696679790266
10-6,0.2,0.1,1e-05,136,724,1.0113530934759463,2.0545045999466884
10-6,0.2,0.3,0.001,136,724,0.6371176699043094,1.2942672464934242
10-6,0.2,0.3,0.0001,136,724,0.7664135381573605,1.5569242332506534
10-6,0.2,0.3,1e-07,136,724,3.376169734463755,6.858491158430957
10-6,0.2,0.3,1e-05,136,724,1.283653592484857,2.6076671219090457
10-6,0.2,0.3,1e-06,136,724,1.947406744310955,3.9560427905580133
10-6,0.2,0.5,0.001,136,724,0.6296354268468266,1.279067507768461
10-6,0.2,0.5,1e-05,136,724,1.3001782672918152,2.641236031345843
10-6,0.2,0.5,0.0001,136,724,0.8256823649830439,1.6773253850662893
10-6,0.2,0.5,1e-07,136,724,4.259792883648078,8.653519854471375
10-6,0.2,0.5,1e-06,136,724,1.8500523312887391,3.758273000096588
10-6,0.2,0.7,0.001,136,724,0.6188938186278117,1.2572465595366789
10-6,0.2,0.7,0.0001,136,724,0.7745171018433625,1.5733861484573706
10-6,0.2,0.7,1e-07,136,724,4.632564562232536,9.410783695677821
10-6,0.2,0.7,1e-05,136,724,1.077843624791433,2.189576221640221
10-6,0.2,0.7,1e-06,136,724,1.5546801101360808,3.1582416253282264
10-6,0.2,0.9,0.001,136,724,0.6137135780864312,1.2467232041529348
10-6,0.2,0.9,1e-06,136,724,1.2235081589085184,2.4854851948002077
10-6,0.2,0.9,1e-05,136,724,0.9139704045896494,1.8566773687227869
10-6,0.2,0.9,0.0001,136,724,0.7196909245983281,1.4620099791708574
10-6,0.2,0.9,1e-07,136,724,2.298709135468785,4.669693031272088
10-6,0.2,0.1,0.001,136,725,0.6273042400360671,1.2743318382412343
10-6,0.2,0.1,1e-05,136,725,1.1032762227702126,2.2412410554881244
10-6,0.2,0.1,0.0001,136,725,0.6956764995466896,1.413226080597812
10-6,0.2,0.1,1e-06,136,725,3.1237132473522977,6.345640584874861
10-6,0.2,0.1,1e-07,136,725,372.1138271367859,755.9274545042724
10-6,0.2,0.3,0.001,136,725,0.6239677646412567,1.2675539838099126
10-6,0.2,0.3,1e-05,136,725,1.4756011025918951,2.99759725116573
10-6,0.2,0.3,1e-06,136,725,2.3027421355858073,4.677885834898692
10-6,0.2,0.3,0.0001,136,725,0.779380644617724,1.5832661508684187
10-6,0.2,0.3,1e-07,136,725,283.22181948345593,575.3485451200335
10-6,0.2,0.5,0.001,136,725,0.6223934986421775,1.2643559545978482
10-6,0.2,0.5,0.0001,136,725,0.7594631962433828,1.5428050205586825
10-6,0.2,0.5,1e-06,136,725,2.1257513005435063,4.318339315400691
10-6,0.2,0.5,1e-05,136,725,1.3443573913919897,2.730983335498013
10-6,0.2,0.5,1e-07,136,725,1539.7286916327425,3127.8686939662807
10-6,0.2,0.7,0.001,136,725,0.6166241300823971,1.2526358201350978
10-6,0.2,0.7,1e-06,136,725,1.864490088461905,3.7876024585384807
10-6,0.2,0.7,1e-05,136,725,1.0577822701854354,2.1488227542458347
10-6,0.2,0.7,0.0001,136,725,0.7339069041450376,1.4908889093485278
10-6,0.2,0.7,1e-07,136,725,2201.6538930141255,4472.530988303776
10-6,0.2,0.9,0.001,136,725,0.6117630662344916,1.242760853518017
10-6,0.2,0.9,1e-06,136,725,1.481156223068607,3.0088821531908345
10-6,0.2,0.9,0.0001,136,725,0.6936765270817856,1.409163253623318
10-6,0.2,0.9,1e-05,136,725,0.8979244631182653,1.8240809780298683
10-6,0.2,0.9,1e-07,136,725,1057.7550121446131,2148.7673811317204
10-6,0.2,0.1,0.001,146,721,0.6514997750527518,1.3030687978163435
10-6,0.2,0.1,1e-06,146,721,0.800509458204213,1.6011040023126875
10-6,0.2,0.1,1e-05,146,721,0.6925113710650117,1.385096348950798
10-6,0.2,0.1,0.0001,146,721,0.6599007089316794,1.3198715585068785
10-6,0.2,0.1,1e-07,146,721,1.015578779946778,2.0312655054499196
10-6,0.2,0.3,0.001,146,721,0.6536390425113002,1.3073475601155211
10-6,0.2,0.3,0.0001,146,721,0.6829171113147369,1.3659068096793283
10-6,0.2,0.3,1e-05,146,721,0.8258541138032712,1.6517960073864573
10-6,0.2,0.3,1e-06,146,721,1.080749083799422,2.161613040086773
10-6,0.2,0.3,1e-07,146,721,1.3917813970393291,2.7837107260955603
10-6,0.2,0.5,0.001,146,721,0.6556600883147308,1.3113898665387194
10-6,0.2,0.5,1e-05,146,721,0.7872624257290369,1.574608529339325
10-6,0.2,0.5,0.0001,146,721,0.6867551028215134,1.373583200631819
10-6,0.2,0.5,1e-06,146,721,0.9245785616573992,1.8492553964859308
10-6,0.2,0.5,1e-07,146,721,1.1411568264917924,2.282434946191917
10-6,0.2,0.7,0.001,146,721,0.6560207490164756,1.312111226276724
10-6,0.2,0.7,0.0001,146,721,0.6817583375773532,1.3635891390388566
10-6,0.2,0.7,1e-05,146,721,0.7355104110480674,1.4710989992716526
10-6,0.2,0.7,1e-07,146,721,0.9994646273916075,1.9990354875712566
10-6,0.2,0.7,1e-06,146,721,0.8008251451769993,1.6017354098125314
10-6,0.2,0.9,0.001,146,721,0.6560444258419272,1.31215858244423
10-6,0.2,0.9,0.0001,146,721,0.6754182978497112,1.3509083857026987
10-6,0.2,0.9,1e-05,146,721,0.7074232361370478,1.4149216640724251
10-6,0.2,0.9,1e-07,146,721,0.9059819602195827,1.812060216983247
10-6,0.2,0.9,1e-06,146,721,0.7496278209319153,1.4993353195745056
10-6,0.2,0.1,0.001,146,722,0.6505179474070335,1.3011050381667484
10-6,0.2,0.1,1e-05,146,722,0.6863167121712885,1.3727063727349618
10-6,0.2,0.1,0.0001,146,722,0.657659195908937,1.3153882942116635
10-6,0.2,0.1,1e-07,146,722,0.9928303974211554,1.985766322480088
10-6,0.2,0.1,1e-06,146,722,0.7819955404236508,1.5640741989129328
10-6,0.2,0.3,0.001,146,722,0.6512917624545097,1.3026527505102643
10-6,0.2,0.3,0.0001,146,722,0.6712546685211965,1.3425806844947878
10-6,0.2,0.3,1e-05,146,722,0.7933901765190499,1.586864682236099
10-6,0.2,0.3,1e-06,146,722,1.018336918589864,2.0367820758978006
10-6,0.2,0.3,1e-07,146,722,1.344519289110457,2.689181486762891
10-6,0.2,0.5,0.001,146,722,0.6519680737952074,1.3040054450765841
10-6,0.2,0.5,1e-05,146,722,0.7670871316080087,1.5342557966714578
10-6,0.2,0.5,0.0001,146,722,0.6747881106366497,1.3496479442941705
10-6,0.2,0.5,1e-07,146,722,1.0593123012828034,2.118737196544511
10-6,0.2,0.5,1e-06,146,722,0.8958572777023606,1.79180977579941
10-6,0.2,0.7,0.001,146,722,0.6526044489160341,1.3052782629583535
10-6,0.2,0.7,0.0001,146,722,0.6722408259648076,1.3445531042003815
10-6,0.2,0.7,1e-05,146,722,0.7303278812305241,1.4607333887870646
10-6,0.2,0.7,1e-06,146,722,0.8053398532871097,1.6107653058996894
10-6,0.2,0.7,1e-07,146,722,0.9263132477884012,1.8527249531271905
10-6,0.2,0.9,0.001,146,722,0.6530247205536114,1.3061188509040513
10-6,0.2,0.9,1e-05,146,722,0.7080858936869554,1.4162470496059076
10-6,0.2,0.9,0.0001,146,722,0.6692262677715319,1.3385236673973664
10-6,0.2,0.9,1e-07,146,722,0.8569151555624788,1.7139213923734538
10-6,0.2,0.9,1e-06,146,722,0.7580925981116667,1.516265773652573
10-6,0.2,0.1,0.001,146,723,0.6511636615043629,1.30239653499416
10-6,0.2,0.1,1e-05,146,723,0.6982155759913755,1.3965053651017139
10-6,0.2,0.1,0.0001,146,723,0.6591863280265121,1.3184427207652172
10-6,0.2,0.1,1e-07,146,723,1.0455227604698603,2.09115664923257
10-6,0.2,0.1,1e-06,146,723,0.8173031241026849,1.6346931191032177
10-6,0.2,0.3,0.001,146,723,0.6523956797128847,1.3048607023620404
10-6,0.2,0.3,1e-05,146,723,0.8259052372285478,1.6518982596709035
10-6,0.2,0.3,0.0001,146,723,0.6801268389563597,1.3603259683853828
10-6,0.2,0.3,1e-07,146,723,1.2761824667782917,2.5525005785987194
10-6,0.2,0.3,1e-06,146,723,1.091255647842675,2.1826272849127415
10-6,0.2,0.5,0.001,146,723,0.6535460504087514,1.3071615660263214
10-6,0.2,0.5,1e-05,146,723,0.7893036076351168,1.5786911101080823
10-6,0.2,0.5,0.0001,146,723,0.6813320028363545,1.3627364242418707
10-6,0.2,0.5,1e-07,146,723,1.029561954778657,2.0592333413810326
10-6,0.2,0.5,1e-06,146,723,0.9393477690589228,1.8787953811034932
10-6,0.2,0.7,0.001,146,723,0.6539907241951483,1.3080509608633553
10-6,0.2,0.7,0.0001,146,723,0.678027394411564,1.3561268561464759
10-6,0.2,0.7,1e-05,146,723,0.7370255688992229,1.4741294760196257
10-6,0.2,0.7,1e-06,146,723,0.8060267947139867,1.6121392617682366
10-6,0.2,0.7,1e-07,146,723,0.8821583493122624,1.7644104629643258
10-6,0.2,0.9,0.001,146,723,0.6539090302540977,1.3078875642980303
10-6,0.2,0.9,1e-05,146,723,0.7089035689076509,1.4178824869577467
10-6,0.2,0.9,0.0001,146,723,0.6731286839826135,1.3463289146061492
10-6,0.2,0.9,1e-06,146,723,0.7421747665397829,1.4844284186073804
10-6,0.2,0.9,1e-07,146,723,0.8239315918762303,1.6479507591881108
10-6,0.2,0.1,0.001,146,724,0.6499849117320218,1.3000389101605268
10-6,0.2,0.1,0.0001,146,724,0.6577112367224665,1.3154923813701245
10-6,0.2,0.1,1e-05,146,724,0.6902885423126163,1.380650455182222
10-6,0.2,0.1,1e-06,146,724,0.8136561707957239,1.6273988248557496
10-6,0.2,0.1,1e-07,146,724,1.0352614816625472,2.0706330009497735
10-6,0.2,0.3,0.001,146,724,0.6526310194242614,1.3053314067989794
10-6,0.2,0.3,0.0001,146,724,0.6746616047187132,1.3493949190120222
10-6,0.2,0.3,1e-05,146,724,0.7899108915985127,1.5799057425829
10-6,0.2,0.3,1e-07,146,724,1.223996570712619,2.4481232396445214
10-6,0.2,0.3,1e-06,146,724,0.9979311488129832,1.9959683674210413
10-6,0.2,0.5,0.001,146,724,0.6534420054607635,1.30695346507144
10-6,0.2,0.5,0.0001,146,724,0.6807670493215675,1.3616064571635613
10-6,0.2,0.5,1e-05,146,724,0.780301981614764,1.560686901287314
10-6,0.2,0.5,1e-06,146,724,0.9222560816592891,1.8446101896340255
10-6,0.2,0.5,1e-07,146,724,1.0434578995010526,2.0870267078215172
10-6,0.2,0.7,0.001,146,724,0.6539330830663818,1.3079356724791644
10-6,0.2,0.7,0.0001,146,724,0.6786382675279984,1.3573486673088604
10-6,0.2,0.7,1e-05,146,724,0.744832764101905,1.4897446962493686
10-6,0.2,0.7,1e-07,146,724,0.9485325174232091,1.8971658540761462
10-6,0.2,0.7,1e-06,146,724,0.8522477590793001,1.7045861033109588
10-6,0.2,0.9,0.001,146,724,0.654114934468388,1.3082993946121064
10-6,0.2,0.9,0.0001,146,724,0.6741854514593456,1.3484425618831035
10-6,0.2,0.9,1e-05,146,724,0.7202209110087835,1.440518374076825
10-6,0.2,0.9,1e-07,146,724,0.8627545652105917,1.7256008323387362
10-6,0.2,0.9,1e-06,146,724,0.7913761454648671,1.5828364060569917
10-6,0.2,0.1,0.001,146,725,0.6520900985505095,1.304249507557162
10-6,0.2,0.1,0.0001,146,725,0.6611004299582922,1.3222711280780834
10-6,0.2,0.1,1e-05,146,725,0.6926550819408415,1.3853837859774423
10-6,0.2,0.1,1e-07,146,725,0.9385465371341378,1.8771928320912283
10-6,0.2,0.1,1e-06,146,725,0.7753688322888552,1.5508200782925707
10-6,0.2,0.3,0.001,146,725,0.6523494529587205,1.3047682439402843
10-6,0.2,0.3,1e-05,146,725,0.8164697044198127,1.6330261911535513
10-6,0.2,0.3,0.0001,146,725,0.672043881384281,1.3441591941061493
10-6,0.2,0.3,1e-06,146,725,1.1024827938305204,2.2050827702183287
10-6,0.2,0.3,1e-07,146,725,1.326425453708715,2.6529918927712037
10-6,0.2,0.5,0.001,146,725,0.6537252612904046,1.3075200068378974
10-6,0.2,0.5,1e-05,146,725,0.785546260258166,1.5711760159868828
10-6,0.2,0.5,0.0001,146,725,0.6806672462760961,1.3614068404645834
10-6,0.2,0.5,1e-07,146,725,1.0935863471366856,2.1872889312300745
10-6,0.2,0.5,1e-06,146,725,0.9692961701045919,1.9386953664011735
10-6,0.2,0.7,0.001,146,725,0.6544192584390139,1.3089080748998596
10-6,0.2,0.7,1e-05,146,725,0.7422131405680549,1.484505170742688
10-6,0.2,0.7,0.0001,146,725,0.6790210156751132,1.358114204285273
10-6,0.2,0.7,1e-07,146,725,0.9559750701638791,1.9120517506241295
10-6,0.2,0.7,1e-06,146,725,0.8517813243290493,1.703653184233251
10-6,0.2,0.9,0.001,146,725,0.6545656669908712,1.3092009075652942
10-6,0.2,0.9,0.0001,146,725,0.6743365739622268,1.3487448229516303
10-6,0.2,0.9,1e-05,146,725,0.7163472476603998,1.432770635649571
10-6,0.2,0.9,1e-07,146,725,0.8684248564154169,1.736942017441896
10-6,0.2,0.9,1e-06,146,725,0.7798488450017571,1.5597805798975486
10-6,0.2,0.1,0.001,156,721,0.7202264108144824,1.4466934134434883
10-6,0.2,0.1,1e-05,156,721,1.3198329992598887,2.6511020398646163
10-6,0.2,0.1,0.0001,156,721,0.9042086720973295,1.8162520988676103
10-6,0.2,0.1,1e-06,156,721,1.9602166030659816,3.9374180202183457
10-6,0.2,0.1,1e-07,156,721,2.1681084162604716,4.355002980088364
10-6,0.2,0.3,0.001,156,721,0.7583918274344954,1.5233549410082163
10-6,0.2,0.3,1e-05,156,721,1.972764676809331,3.9626228938016097
10-6,0.2,0.3,0.0001,156,721,1.1550169815358984,2.3200419125337683
10-6,0.2,0.3,1e-07,156,721,5.503371849997643,11.05442911780791
10-6,0.2,0.3,1e-06,156,721,2.6935916575284002,5.410522650850709
10-6,0.2,0.5,0.001,156,721,0.7382610782499425,1.482919014450009
10-6,0.2,0.5,0.0001,156,721,1.1097361636907668,2.2290879292470325
10-6,0.2,0.5,1e-05,156,721,1.8208610109470518,3.6574993526746438
10-6,0.2,0.5,1e-06,156,721,2.1669152228201756,4.3526062544683075
10-6,0.2,0.5,1e-07,156,721,1.9187600918161012,3.854145786835896
10-6,0.2,0.7,0.001,156,721,0.7077486935573747,1.4216298624550512
10-6,0.2,0.7,0.0001,156,721,0.9764037582651435,1.9612678245806523
10-6,0.2,0.7,1e-05,156,721,1.3008548321711133,2.612981264349716
10-6,0.2,0.7,1e-06,156,721,1.4609131952288013,2.93448485839349
10-6,0.2,0.7,1e-07,156,721,4.096088265058794,8.227668167906302
10-6,0.2,0.9,0.001,156,721,0.6882753148243812,1.3825143727597298
10-6,0.2,0.9,0.0001,156,721,0.8677747939492942,1.7430686516189062
10-6,0.2,0.9,1e-05,156,721,1.0623173814219966,2.1338394921560315
10-6,0.2,0.9,1e-07,156,721,1.4570083886820606,2.9266414110731502
10-6,0.2,0.9,1e-06,156,721,1.2206058759036524,2.4517880135543706
10-6,0.2,0.1,0.001,156,722,0.7086711275361602,1.423482723085275
10-6,0.2,0.1,0.0001,156,722,0.8783712520273579,1.7643533835826073
10-6,0.2,0.1,1e-05,156,722,1.389012048938191,2.7900595593544963
10-6,0.2,0.1,1e-06,156,722,1.9194039385141979,3.8554390590117253
10-6,0.2,0.1,1e-07,156,722,1.7778122139411061,3.571028750999903
10-6,0.2,0.3,0.001,156,722,0.7205861516551176,1.4474160121942132
10-6,0.2,0.3,0.0001,156,722,1.0887169398493632,2.186867354951979
10-6,0.2,0.3,1e-05,156,722,2.054063521645283,4.12592501877052
10-6,0.2,0.3,1e-06,156,722,2.656489626465549,5.335997108385107
10-6,0.2,0.3,1e-07,156,722,11.965656304758435,24.0349921964768
10-6,0.2,0.5,0.001,156,722,0.6912456050925406,1.388480690159979
10-6,0.2,0.5,0.0001,156,722,1.0206211090601407,2.0500856590761996
10-6,0.2,0.5,1e-05,156,722,1.824219281908178,3.6642449932219345
10-6,0.2,0.5,1e-06,156,722,2.2736318885767774,4.56696426069601
10-6,0.2,0.5,1e-07,156,722,2.0820558669793305,4.182152256502341
10-6,0.2,0.7,0.001,156,722,0.6731532660182867,1.3521392461647361
10-6,0.2,0.7,0.0001,156,722,0.9095975219973949,1.8270764917798947
10-6,0.2,0.7,1e-05,156,722,1.3447625955768026,2.701177241565008
10-6,0.2,0.7,1e-07,156,722,1.9835089528169996,3.984204542431983
10-6,0.2,0.7,1e-06,156,722,1.5129621841381735,3.03903382841311
10-6,0.2,0.9,0.001,156,722,0.6637055427720757,1.3331619373808585
10-6,0.2,0.9,1e-05,156,722,1.1197794184265357,2.2492614611497865
10-6,0.2,0.9,0.0001,156,722,0.8346112119887424,1.6764541330895633
10-6,0.2,0.9,1e-06,156,722,1.2379689254782482,2.4866645594289576
10-6,0.2,0.9,1e-07,156,722,1.362070113052953,2.7359422420701813
